I-F_29	contig_1-25	100.000	28	0	0	1	28	13859	13832	1.70e-10	56.0
I-F_29	contig_1-25	100.000	28	0	0	1	28	13919	13892	1.70e-10	56.0
I-F_29	contig_1-25	100.000	28	0	0	1	28	13979	13952	1.70e-10	56.0
I-F_29	contig_1-25	100.000	28	0	0	1	28	14040	14013	1.70e-10	56.0
I-F_29	contig_1-25	100.000	28	0	0	1	28	14100	14073	1.70e-10	56.0
I-F_29	contig_1-25	100.000	28	0	0	1	28	14161	14134	1.70e-10	56.0
I-F_29	contig_1-25	100.000	28	0	0	1	28	14221	14194	1.70e-10	56.0
I-F_29	contig_1-25	100.000	28	0	0	1	28	14281	14254	1.70e-10	56.0
I-F_29	contig_1-25	100.000	28	0	0	1	28	14341	14314	1.70e-10	56.0
I-F_29	contig_1-25	100.000	28	0	0	1	28	14401	14374	1.70e-10	56.0
I-F_29	contig_1-25	100.000	28	0	0	1	28	14461	14434	1.70e-10	56.0
I-F_29	contig_1-25	100.000	28	0	0	1	28	14522	14495	1.70e-10	56.0
I-F_29	contig_1-25	100.000	28	0	0	1	28	14583	14556	1.70e-10	56.0
I-F_29	contig_1-25	100.000	28	0	0	1	28	14644	14617	1.70e-10	56.0
I-F_29	contig_1-25	100.000	28	0	0	1	28	14705	14678	1.70e-10	56.0
I-F_29	contig_1-25	100.000	28	0	0	1	28	14766	14739	1.70e-10	56.0
I-F_29	contig_1-25	100.000	28	0	0	1	28	14826	14799	1.70e-10	56.0
I-F_29	contig_1-25	100.000	28	0	0	1	28	14886	14859	1.70e-10	56.0
I-F_29	contig_1-25	100.000	28	0	0	1	28	14946	14919	1.70e-10	56.0
I-F_29	contig_1-25	100.000	28	0	0	1	28	15007	14980	1.70e-10	56.0
I-F_29	contig_1-25	100.000	28	0	0	1	28	15067	15040	1.70e-10	56.0
I-F_29	contig_1-25	100.000	28	0	0	1	28	15127	15100	1.70e-10	56.0
I-F_29	contig_1-25	100.000	28	0	0	1	28	15188	15161	1.70e-10	56.0
I-F_29	contig_1-25	100.000	28	0	0	1	28	15248	15221	1.70e-10	56.0
I-F_29	contig_1-25	92.857	28	2	0	1	28	13799	13772	1.01e-05	40.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	13833	13858	6.46e-07	44.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	13893	13918	6.46e-07	44.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	13953	13978	6.46e-07	44.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	14014	14039	6.46e-07	44.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	14074	14099	6.46e-07	44.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	14135	14160	6.46e-07	44.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	14195	14220	6.46e-07	44.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	14255	14280	6.46e-07	44.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	14315	14340	6.46e-07	44.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	14375	14400	6.46e-07	44.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	14435	14460	6.46e-07	44.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	14496	14521	6.46e-07	44.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	14557	14582	6.46e-07	44.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	14618	14643	6.46e-07	44.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	14679	14704	6.46e-07	44.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	14740	14765	6.46e-07	44.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	14800	14825	6.46e-07	44.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	14860	14885	6.46e-07	44.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	14920	14945	6.46e-07	44.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	14981	15006	6.46e-07	44.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	15041	15066	6.46e-07	44.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	15101	15126	6.46e-07	44.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	15162	15187	6.46e-07	44.1
I-F_37	contig_1-25	96.154	26	1	0	2	27	15222	15247	6.46e-07	44.1
I-F_567	contig_1-25	90.476	21	2	0	3	23	13778	13798	0.11	26.3
