9397fddcc4f1f2dbd34106a30645f357-contig_1-693-1745-+	A0A369KLX0	99.7	344	1	0	7	350	51	394	1.62e-241	668
5c62ae1a2e2b948b842fd4cd1d3b8a58-contig_1-1785-4235-+	A0A369KQI4	99.9	816	1	0	1	816	1	816	0.0	1600
eec8ec6454d2cc21becdbd7adedd01ec-contig_1-4266-6764-+	A0A369KLW9	99.6	832	3	0	1	832	1	832	0.0	1593
628e998d72c95e2c0a2b4b5e57d4aeb8-contig_1-6776-8641-+	A0A369KP68	96.6	623	17	2	1	621	4	624	0.0	1165
35da6a54b8043b6cbc58f76c9974a60d-contig_1-8655-9311-+	A0A369KS17	90.8	218	20	0	1	218	1	218	1.02e-138	395
80284d74502d3dd8dcbe18424ab882b7-contig_1-9333-10172-+	A0A369KWS8	91.8	279	23	0	1	279	1	279	4.16e-184	515
5fdbc12fa21ad2068aa8dd19d860ffef-contig_1-10182-11675--	A0A369KSE0	99.6	497	2	0	1	497	5	501	0.0	951
c1915ce260d599b6669d29bddc2c4c74-contig_1-12892-13338--	A0A369KV55	99.3	148	1	0	1	148	1	148	5.22e-93	274
1516e0bea7b5a9d491c20b31bb0a8cab-contig_1-17192-18685-+	A0A369KP56	99.4	497	3	0	1	497	1	497	0.0	980
09abee0931d50e8c0dbe946fdd0c71a5-contig_1-21860-22312--	A0A369KV79	99.3	150	1	0	1	150	1	150	3.40e-108	312
38b23e11a7b6eecfdb8fb501b5eebfe0-contig_1-22340-23527--	A0A1L4CWV4	55.1	385	169	1	14	394	14	398	2.54e-145	426
db1116cdbcbdab0577c23b2c151ae721-contig_1-23894-26074--	A0A369KN20	99.9	726	1	0	1	726	1	726	0.0	1424
f889bc2e3e4d83a1b75c57b5270d411c-contig_1-26929-27786--	A0A369KVR0	99.3	285	2	0	1	285	1	285	7.73e-208	575
8e47b40b0efe75f80d140e4589dc061e-contig_1-27811-28419--	A0A369KKU6	99.5	199	1	0	4	202	1	199	1.06e-138	394
03e445ecc7e3fa6761d0005fc32f6b65-contig_1-28451-29377--	A0A369KRA9	99.4	308	2	0	1	308	1	308	2.94e-219	606
58a76771bbbdb278cfd89e3c3128589e-contig_1-30401-32032--	A0A369KU11	99.8	543	1	0	1	543	1	543	0.0	1056
b9803dc591f30ef7247a2cfa1ab8e4b1-contig_1-33537-34628--	A0A369KPE8	99.7	363	1	0	1	363	1	363	3.96e-263	722
2e41fd1c25913355ffc263fa7c78123f-contig_1-35897-36706-+	A0A369KKS4	99.6	269	1	0	1	269	6	274	7.53e-190	529
3351288de2250eea8d4765541af75606-contig_1-36716-38566-+	A0A369KN10	99.4	616	4	0	1	616	1	616	0.0	1208
d0d17f15626d3d4b9552711834aa04ab-contig_1-38732-39106-+	A0A369KQU3	100	124	0	0	1	124	5	128	5.10e-87	257
0b8c7fa0f980266d5529fb3fdccc74a4-contig_1-39788-40261-+	UPI00131AA22E	71.8	149	42	0	5	153	6	154	1.96e-78	238
da2b892bdb44532600d973bae6a6020b-contig_1-44013-44915--	A0A369KPX1	99.7	300	1	0	1	300	1	300	2.58e-209	580
9d0c6ac268e67a8049b944d50209550f-contig_1-51116-52054-+	A0A369KZY7	99.4	312	2	0	1	312	1	312	3.24e-209	581
cc3396cbe8908f9eabffd5d40cdc6869-contig_1-54092-55522-+	A0A369KWV1	99.6	476	2	0	1	476	1	476	0.0	933
f1612e05ed3a38f76c9053ae89e603c9-contig_1-56516-58294--	A0A369KRJ4	99.8	592	0	1	1	592	1	591	0.0	1100
4cada6e9033f56487397e4de71c37416-contig_1-59748-60848--	A0A369KRN6	99.5	366	2	0	1	366	1	366	5.64e-244	674
96b3d6d990c860f3f9370fb3de4048e5-contig_1-60835-62244--	A0A369KUL5	99.8	469	1	0	1	469	1	469	0.0	906
e824992f9176573545b310cd946ca654-contig_1-63442-65040--	A0A369KZZ9	99.8	532	1	0	1	532	1	532	0.0	1042
fe7cda64a2c271569008490ff4d2019a-contig_1-66165-67850--	A0A369L1D1	99.6	561	2	0	1	561	1	561	0.0	1078
d6dc417b05e350eb83da88cce3d6b30e-contig_1-67871-69715--	A0A369KWW1	99.7	614	2	0	1	614	1	614	0.0	1219
3084de25d9d57d58901dfad914df7225-contig_1-69728-70027--	A0A369KU70	99.0	99	1	0	1	99	1	99	7.71e-56	176
cbb15319758e5f87c008e4bb584b1334-contig_1-71296-72021-+	A0A369KVC4	100	211	0	0	31	241	42	252	1.16e-144	412
99c538bcbd595c0cb910f7c22cf811b6-contig_1-72026-73027--	A0A369KRP6	99.4	333	2	0	1	333	1	333	3.70e-246	676
b663b8952ea43071704074110995a887-contig_1-76873-77979-+	A0A369L014	99.2	368	3	0	1	368	1	368	1.01e-263	724
dee344c02ca2d7ac70ebadbeeb16ffaf-contig_1-80549-81523--	A0A369KU78	99.7	324	1	0	1	324	1	324	1.60e-176	499
e47a405f8d06ea6124332cf93e9dd4dc-contig_1-83545-84639--	A0A369KRQ3	99.7	364	1	0	1	364	1	364	1.02e-270	741
8ea59aa7c4f6e4c7ae90b9ef99b8a525-contig_1-84643-85125--	A0A369KUN6	99.4	160	1	0	1	160	1	160	1.41e-114	329
cadbbd63cf6a9749bd713a6a56d59a52-contig_1-85129-86967--	A0A369L000	95.9	612	25	0	1	612	1	612	0.0	1149
5a300e2a0fdbf7bc1e40ca7a80f7e418-contig_1-87133-88071-+	A0A369L025	99.7	312	1	0	1	312	1	312	7.32e-231	636
6e89bc267ebdaf6d4ca875e155098bac-contig_1-88157-90088-+	A0A369KX84	99.8	643	1	0	1	643	4	646	0.0	1264
d490addb90c60c5cd032215a773e9bac-contig_1-90085-90552--	A0A369L1E6	98.7	155	2	0	1	155	1	155	4.89e-90	267
56858388bb3d7ae577ccba2bea11cb0f-contig_1-90775-91830-+	A0A369KWY4	99.4	351	2	0	1	351	1	351	2.35e-233	645
b1d81a08560e9c9191d7ec9646a07fde-contig_1-91833-92375--	A0A369KU87	99.4	180	1	0	1	180	1	180	3.75e-122	350
1afdd1f6f0cabcbe2c4d3ed89592212b-contig_1-93083-94759--	A0A369KRM5	99.8	558	1	0	1	558	1	558	0.0	1059
4c113387277a3b358841aefeef80750d-contig_1-94824-95801-+	A0A369KVE2	99.1	325	3	0	1	325	1	325	4.24e-232	640
2d865052e55aa500534b604d4f645cd7-contig_1-95920-97152-+	A0A369KRR5	93.9	410	25	0	1	410	1	410	4.89e-290	794
97c5239269a1a7c9d93c65d05cb0546f-contig_1-97263-98705--	A0A369KUP6	98.1	480	8	1	1	480	1	479	0.0	962
b8c6eef404f60c0518087aa938c1b5e1-contig_1-100871-101392--	A0A369L035	99.4	173	1	0	1	173	1	173	5.82e-118	339
64d5e57e06ac319a58fab0cf9b822246-contig_1-102523-103548-+	A0A369L1F3	85.9	340	48	0	1	340	1	340	8.27e-206	575
5da32e4b94ec476aec7b11c000eaca5a-contig_1-103763-104758-+	A0A369KU97	87.7	332	40	1	1	331	1	332	1.98e-206	576
cf8d75bd87572abf69e78d51af19fe85-contig_1-104771-105781-+	A0A369KRN4	88.1	328	36	1	9	336	24	348	1.59e-208	582
c1d59ab4eca1f4ff2565b417996f541e-contig_1-105788-106768-+	A0A369KVF3	96.9	326	10	0	1	326	1	326	2.09e-228	631
1ec3847dda134073f0255a7250965713-contig_1-106735-109041-+	A0A1L4CX18	51.3	762	363	3	9	767	9	765	5.73e-270	772
011f3d0c82914964fdd81c8704422b50-contig_1-109038-109916--	A0A369KRY1	98.3	292	5	0	1	292	11	302	9.28e-215	594
0efbcab377f2f48946f3f65b88dd469a-contig_1-109930-110949--	A0A1L4D487	55.4	341	150	1	1	339	1	341	4.01e-128	378
5fd9b22b362b57bc55627575979a6f34-contig_1-111274-113445-+	A0A369KUR8	99.9	723	1	0	1	723	1	723	0.0	1371
ba9bb0752c886410957dcacedd2a7a3d-contig_1-113442-114845-+	A0A369KRK2	99.8	462	1	0	6	467	1	462	0.0	899
877975885670ea551e25f19d563ba96d-contig_1-114851-115981-+	A0A369KUN4	99.7	376	1	0	1	376	1	376	1.06e-214	600
6ff36bbfd03dd28db4d5367ca2ecccf5-contig_1-116205-116606-+	A0A369KPG9	99.2	133	1	0	1	133	1	133	3.56e-86	255
39e93b33fd28ea5e1165166ae2d83489-contig_1-116750-117220-+	A0A369KLE7	99.4	156	1	0	1	156	1	156	6.75e-102	297
b35f66e15331c0035b694f36ca5dbb95-contig_1-117237-117578-+	A0A369KQ09	100	113	0	0	1	113	11	123	3.60e-74	224
5b30d158bc33a183c64f3f3fcbdf36b2-contig_1-117613-118023-+	A0A369KLE5	100	135	0	0	2	136	3	137	2.56e-83	248
d77b2806af0cb782f3664f79fc44aa46-contig_1-119023-119967-+	A0A369KWA1	99.7	314	1	0	1	314	1	314	8.52e-206	573
ee68f48c3abe1021ee0ee2cd365c8575-contig_1-120302-122053-+	A0A369KUQ7	99.1	564	5	0	20	583	1	564	0.0	1123
2ae7105b0c6602992ca1719e77c2e262-contig_1-122063-122446-+	A0A369KUM3	99.2	127	1	0	1	127	1	127	2.56e-83	248
f5c3c4d89485b3d0cd458ac18681443d-contig_1-122786-124555--	A0A369KLD9	99.8	589	1	0	1	589	1	589	0.0	1139
a15c5f85169089493ba5bf3b9f47caed-contig_1-124770-125912-+	A0A4V0P221	91.1	380	34	0	1	380	1	380	7.25e-254	700
13c41c5f7484c37811b30295c62ae035-contig_1-128092-130971--	A0A369KRW1	99.3	959	7	0	1	959	1	959	0.0	1894
9855061d1a335a09f54f92bc8227dda7-contig_1-131054-132595--	A0A369KUP7	99.2	513	4	0	1	513	1	513	0.0	961
67d6e79d53f9677f742cee961b7c7915-contig_1-132661-133356--	A0A369KUL4	99.6	231	1	0	1	231	1	231	2.65e-163	458
8270763017b4336421a5478838b1c554-contig_1-135838-136617--	A0A369KNL1	99.6	259	1	0	1	259	1	259	4.06e-181	506
4034c94b888291e681b8b6c09c8cf60c-contig_1-136703-137809--	A0A369KRG8	99.7	368	1	0	1	368	1	368	1.32e-259	713
ae094df57308e6476103060c6e1f62a3-contig_1-137887-138726--	A0A369KW84	99.6	279	1	0	1	279	1	279	9.68e-199	552
1a5c0cd9297d3cbaca9dd447ecb1bfc8-contig_1-138892-139815--	A0A369KRV1	95.4	307	10	1	1	307	1	303	9.04e-192	536
47b550418a8273e1c4fde042c1a9e2ac-contig_1-141930-143108-+	A0A7X7ANG1	50.9	318	154	1	5	322	2	317	1.61e-108	330
3358c6935f6697202d3e75ebc9ee293b-contig_1-145079-146029-+	A0A369KVT2	99.1	316	3	0	1	316	1	316	2.87e-230	635
22fab7f97a60ce0bf74c35ac8d82b388-contig_1-146179-148053-+	A0A369KYL0	99.7	624	2	0	1	624	1	624	0.0	1222
99afe8df62fff1a8617a3fc5990adbe3-contig_1-148042-149151--	A0A369KYK7	100	369	0	0	1	369	80	448	1.87e-249	691
9a79bf999682c54984fd57b9fee8e04c-contig_1-149241-149726--	A0A369KQ68	100	152	0	0	10	161	1	152	3.73e-113	325
ac007cb2e05665c47ad034842af0c8b7-contig_1-149752-150372-+	A0A369KT85	99.5	206	1	0	1	206	1	206	1.81e-144	409
6a7add3c2b68deeb83031e1ad52c87d9-contig_1-150356-150910-+	A0A369KQB7	98.9	177	2	0	1	177	1	177	1.12e-120	348
214e2de7318c7f8bef0263a3492c27e4-contig_1-150992-151588-+	A0A369KTV8	96.5	198	7	0	1	198	1	198	6.58e-134	381
17242cc981d52f35c32b227cdd7cf846-contig_1-151585-152658-+	A0A369KQ57	99.7	357	1	0	1	357	1	357	2.77e-260	714
0c9681739e6f09d3d11338bb1907666d-contig_1-152676-153860-+	A0A369KST6	99.5	394	2	0	1	394	1	394	4.87e-291	795
996df82c59801dc15c0b22824319834e-contig_1-153857-154375-+	A0A369KVF5	97.7	172	4	0	1	172	1	172	8.96e-117	336
849ccd4156d263a425672a83d171cb0c-contig_1-154350-155093-+	A0A369L030	98.0	247	5	0	1	247	3	249	1.93e-178	498
