# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	32.3	67.7	40.1	59.9	54	46
500	30.3	69.7	47.1	52.9	51.2	48.8
1000	26.9	73.1	53.9	46.1	49	51
1500	24.2	75.8	56.9	43.1	44.9	55.1
2000	26.8	73.2	58.4	41.6	41	59
2500	27.7	72.3	57.7	42.3	43.2	56.8
3000	32.3	67.7	52.9	47.1	46.4	53.6
3500	33.6	66.4	47.4	52.6	48	52
4000	29.1	70.9	43.9	56.1	53.8	46.2
4500	29.6	70.4	46.2	53.8	54.6	45.4
5000	28.9	71.1	50	50	49.5	50.5
5500	32.3	67.7	46.5	53.5	50.4	49.6
6000	32.1	67.9	43.5	56.5	53	47
6500	31.6	68.4	41.7	58.3	51.1	48.9
7000	33.1	66.9	46.2	53.8	47.1	52.9
7500	28.3	71.7	48.2	51.8	46.3	53.7
8000	29.8	70.2	49.8	50.2	47.4	52.6
8500	30.9	69.1	51.5	48.5	50.6	49.4
9000	29.3	70.7	49.9	50.1	48.8	51.2
9500	32.6	67.4	48.6	51.4	50.4	49.6
10000	29.3	70.7	50.5	49.5	51.4	48.6
10500	25.2	74.8	51.1	48.9	51.1	48.9
11000	25.6	74.4	44.1	55.9	56.1	43.9
11500	25.6	74.4	43.6	56.4	57	43
12000	27.7	72.3	59.6	40.4	46.7	53.3
12500	31.9	68.1	66.1	33.9	39.4	60.6
13000	42.7	57.3	60.7	39.3	53	47
13500	47.8	52.2	61.8	38.2	55.2	44.8
14000	39.1	60.9	60.2	39.8	47.1	52.9
14500	33.3	66.7	52.7	47.3	47.4	52.6
15000	31	69	46.1	53.9	49.7	50.3
15500	27.9	72.1	42.7	57.3	55.2	44.8
16000	28.4	71.6	45	55	53.6	46.4
16500	30	70	51.6	48.4	47.8	52.2
17000	28.1	71.9	53.6	46.4	47.7	52.3
17500	30.2	69.8	55	45	47.2	52.8
18000	31	69	56.6	43.4	48	52
18500	29.6	70.4	52.7	47.3	52.1	47.9
19000	32.8	67.2	48.6	51.4	50.4	49.6
19500	34.6	65.4	48.6	51.4	48.4	51.6
20000	31.9	68.1	47.9	52.1	50.2	49.8
20500	27.9	72.1	50.3	49.7	49.6	50.4
21000	27.5	72.5	46.6	53.4	53.5	46.5
21500	27.3	72.7	44.6	55.4	54.5	45.5
22000	26.3	73.7	40.4	59.6	55.7	44.3
22500	26.3	73.7	38.9	61.1	56.6	43.4
23000	26.5	73.5	45	55	51.5	48.5
23500	27.8	72.2	44	56	50.8	49.2
24000	27.3	72.7	53.3	46.7	45.8	54.2
24500	27.9	72.1	60.3	39.7	41.4	58.6
25000	30.8	69.2	57.7	42.3	42.3	57.7
25500	30.9	69.1	59.8	40.2	43.1	56.9
26000	29.2	70.8	60.3	39.7	43.3	56.7
26500	27.7	72.3	58.4	41.6	43.3	56.7
27000	29.4	70.6	52.4	47.6	46.8	53.2
27500	29.7	70.3	47.6	52.4	49.9	50.1
28000	28.3	71.7	41.4	58.6	52.3	47.7
28500	30.1	69.9	33.5	66.5	54.8	45.2
29000	30.8	69.2	33.9	66.1	52.1	47.9
29500	30.3	69.7	35.3	64.7	50.4	49.6
30000	31	69	35.1	64.9	51.9	48.1
30500	31.8	68.2	33.3	66.7	52.3	47.7
31000	28.4	71.6	50.4	49.6	44	56
31500	25.3	74.7	67.6	32.4	36.7	63.3
32000	24.9	75.1	65	35	38.7	61.3
32500	25.6	74.4	56	44	43.6	56.4
33000	30.1	69.9	53.3	46.7	47	53
33500	30.1	69.9	54.2	45.8	49.3	50.7
34000	27.8	72.2	47	53	52.4	47.6
34500	29.3	70.7	39.9	60.1	56.4	43.6
35000	28.1	71.9	38.3	61.7	56.6	43.4
35500	27.8	72.2	43.5	56.5	55.9	44.1
36000	29	71	50.3	49.7	53.1	46.9
36500	29	71	55.1	44.9	49.1	50.9
37000	26.8	73.2	50.5	49.5	50.5	49.5
37500	24	76	40.6	59.4	55.8	44.2
38000	24.4	75.6	37.5	62.5	59.7	40.3
38500	24.7	75.3	43.6	56.4	56.5	43.5
39000	25.3	74.7	43.7	56.3	52	48
39500	29	71	38	62	50.6	49.4
40000	31	69	34.1	65.9	52.9	47.1
40500	31.5	68.5	33	67	52.7	47.3
41000	30.6	69.4	36.1	63.9	51.5	48.5
41500	30.4	69.6	33.7	66.3	53.5	46.5
42000	32.5	67.5	34.6	65.4	53.5	46.5
42500	30.9	69.1	44.1	55.9	51.4	48.6
43000	28.3	71.7	49.1	50.9	50.4	49.6
43500	29.9	70.1	52.8	47.2	46.9	53.1
44000	32.3	67.7	61.7	38.3	42.6	57.4
44500	30.8	69.2	65.2	34.8	42.6	57.4
45000	27.9	72.1	52.8	47.2	49.9	50.1
45500	27.1	72.9	44	56	55.3	44.7
46000	31.4	68.6	53.2	46.8	51	49
46500	31.6	68.4	56.8	43.2	47.4	52.6
47000	28.7	71.3	56.1	43.9	47.8	52.2
47500	27.2	72.8	53.6	46.4	48.8	51.2
48000	24.6	75.4	55.6	44.4	46.8	53.2
48500	24.3	75.7	59.8	40.2	46.9	53.1
49000	26.9	73.1	51.7	48.3	52.2	47.8
49500	29.2	70.8	47.3	52.7	55.5	44.5
50000	25.9	74.1	42	58	57.9	42.1
50500	24.3	75.7	37.5	62.5	59.8	40.2
51000	25.4	74.6	39.6	60.4	57.6	42.4
51500	25.6	74.4	45.2	54.8	55	45
52000	27.3	72.7	50.9	49.1	55.2	44.8
52500	26.4	73.6	47.5	52.5	55.1	44.9
53000	26	74	48.3	51.7	50.9	49.1
53500	26.1	73.9	52.5	47.5	49.4	50.6
54000	27.2	72.8	47.6	52.4	51.8	48.2
54500	28.5	71.5	45.9	54.1	52.8	47.2
55000	29.4	70.6	47.6	52.4	53.6	46.4
55500	31.4	68.6	49.8	50.2	50	50
56000	28.1	71.9	53.3	46.7	45	55
56500	24.4	75.6	60.3	39.7	40.7	59.3
57000	25.5	74.5	62.5	37.5	39.6	60.4
57500	26.9	73.1	57.6	42.4	44.3	55.7
58000	28.4	71.6	57.2	42.8	45.4	54.6
58500	29.2	70.8	52.7	47.3	49.3	50.7
59000	27.2	72.8	49	51	51.4	48.6
59500	27.6	72.4	52.7	47.3	49.3	50.7
60000	28	72	53.1	46.9	52.3	47.7
60500	28.6	71.4	50.5	49.5	50.5	49.5
