# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	31.2	68.8	61.5	38.5	39.5	60.5
500	29.4	70.6	60.1	39.9	43.5	56.5
1000	27.6	72.4	53.2	46.8	49.2	50.8
1500	25.1	74.9	48.9	51.1	48.2	51.8
2000	25.2	74.8	48.4	51.6	50.4	49.6
2500	24.7	75.3	49.6	50.4	50.7	49.3
3000	24.2	75.8	54.5	45.5	45.3	54.7
3500	26.8	73.2	57.1	42.9	43.7	56.3
4000	29.1	70.9	46.1	53.9	50.8	49.2
4500	28.9	71.1	40.9	59.1	55.4	44.6
5000	25.7	74.3	44.6	55.4	56.1	43.9
5500	24.6	75.4	42.9	57.1	56.7	43.3
6000	27	73	42.6	57.4	55.2	44.8
6500	28.1	71.9	44	56	54.7	45.3
7000	27.8	72.2	49.7	50.3	52.3	47.7
7500	30.4	69.6	54.2	45.8	48.6	51.4
8000	31.8	68.2	50.7	49.3	50.1	49.9
8500	29.1	70.9	48.1	51.9	49.6	50.4
9000	30.1	69.9	43.5	56.5	54.8	45.2
9500	32.9	67.1	40	60	60.7	39.3
10000	32.9	67.1	41.8	58.2	59.9	40.1
10500	33.7	66.3	44.1	55.9	57.6	42.4
11000	34.6	65.4	44.4	55.6	57.6	42.4
11500	32.4	67.6	41.9	58.1	61.3	38.7
12000	31.1	68.9	41.1	58.9	58.8	41.2
12500	30.7	69.3	44.8	55.2	53.7	46.3
13000	30	70	43.5	56.5	54.9	45.1
13500	28.1	71.9	46	54	48.9	51.1
14000	30.1	69.9	53.6	46.4	43.9	56.1
14500	28.4	71.6	57	43	47	53
15000	23.5	76.5	53.1	46.9	50	50
15500	27.4	72.6	47.8	52.2	50	50
16000	32.7	67.3	49.1	50.9	46.4	53.6
16500	31.3	68.7	57.4	42.6	39.3	60.7
17000	26.6	73.4	61.8	38.2	39.2	60.8
17500	25.3	74.7	57	43	47.3	52.7
18000	26.3	73.7	52.8	47.2	48.7	51.3
18500	26	74	48.2	51.8	51.6	48.4
19000	25.6	74.4	54.8	45.2	44.8	55.2
19500	27.3	72.7	57.7	42.3	42.4	57.6
20000	27.5	72.5	55.5	44.5	46.2	53.8
20500	26.1	73.9	56.4	43.6	44.5	55.5
21000	23.8	76.2	48.3	51.7	53.3	46.7
21500	28.9	71.1	49.9	50.1	52.2	47.8
22000	35.2	64.8	58.4	41.6	46.8	53.2
22500	35.9	64.1	58.4	41.6	49.7	50.3
23000	35.7	64.3	63.9	36.1	46.8	53.2
23500	28.9	71.1	63.5	36.5	42.8	57.2
24000	24.5	75.5	58.9	41.1	43.2	56.8
24500	24.1	75.9	55.9	44.1	48.6	51.4
25000	24.3	75.7	49	51	51.1	48.9
25500	27.9	72.1	45.5	54.5	50.8	49.2
26000	37.1	62.9	38.3	61.7	57	43
26500	35.3	64.7	44.6	55.4	53.5	46.5
27000	28	72	53.2	46.8	44.8	55.2
27500	30.6	69.4	50.6	49.4	42.2	57.8
28000	30.1	69.9	55.3	44.7	43.8	56.2
28500	29.9	70.1	52.9	47.1	48.6	51.4
29000	31	69	49.9	50.1	46.5	53.5
29500	28.5	71.5	59.3	40.7	42	58
30000	26.3	73.7	64.9	35.1	40.6	59.4
30500	25.4	74.6	48.3	51.7	48.5	51.5
31000	27.4	72.6	36.9	63.1	52.1	47.9
31500	30	70	52	48	48	52
32000	26.6	73.4	56	44	49.6	50.4
32500	27.2	72.8	57.8	42.2	51	49
33000	28.1	71.9	66.1	33.9	50.6	49.4
33500	29.8	70.2	63.1	36.9	43.1	56.9
34000	31.9	68.1	55.7	44.3	39	61
34500	29.4	70.6	59.2	40.8	42.8	57.2
35000	29.8	70.2	65.3	34.7	40.1	59.9
35500	30.4	69.6	63.9	36.1	37.5	62.5
36000	27.9	72.1	60.8	39.2	39.9	60.1
36500	29.4	70.6	55.2	44.8	44.4	55.6
37000	28.9	71.1	50.2	49.8	48.1	51.9
