# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	26.1	73.9	57.6	42.4	41.9	58.1
500	27.6	72.4	58.4	41.6	44.2	55.8
1000	25.6	74.4	53.9	46.1	52.5	47.5
1500	25.9	74.1	55.7	44.3	47.8	52.2
2000	26.7	73.3	60.9	39.1	40.4	59.6
2500	26.5	73.5	50.6	49.4	46.3	53.7
3000	27.5	72.5	44.5	55.5	53.6	46.4
3500	27.5	72.5	45.8	54.2	55.3	44.7
4000	28.5	71.5	49.2	50.8	48.9	51.1
4500	27	73	48.3	51.7	49.7	50.3
5000	24.1	75.9	46.8	53.2	50.9	49.1
5500	25.7	74.3	54.9	45.1	44.8	55.2
6000	27.4	72.6	57.1	42.9	43.7	56.3
6500	25.6	74.4	56.3	43.7	44.5	55.5
7000	24	76	56.2	43.8	46	54
7500	29.7	70.3	55.2	44.8	46.5	53.5
8000	34.6	65.4	59	41	43.4	56.6
8500	33.3	66.7	63.3	36.7	43.2	56.8
9000	34.8	65.2	59.9	40.1	46.3	53.7
9500	35.9	64.1	57.9	42.1	46.2	53.8
10000	35.5	64.5	59.9	40.1	43.6	56.4
10500	34.5	65.5	60.7	39.3	42.8	57.2
11000	30.6	69.4	57.9	42.1	46.7	53.3
11500	26.9	73.1	50.5	49.5	49.6	50.4
12000	27	73	46.1	53.9	52.5	47.5
12500	27.2	72.8	52.2	47.8	49.6	50.4
13000	26.3	73.7	51	49	48.3	51.7
13500	23.7	76.3	48.6	51.4	49.5	50.5
14000	28.2	71.8	49	51	50.2	49.8
14500	31.3	68.7	44.2	55.8	55.5	44.5
15000	31.1	68.9	46.9	53.1	52.6	47.4
15500	34	66	50.2	49.8	49	51
16000	34.1	65.9	52.3	47.7	47.8	52.2
16500	29.4	70.6	54.9	45.1	45.7	54.3
17000	24.9	75.1	51.6	48.4	48.7	51.3
17500	28	72	43.4	56.6	54.6	45.4
18000	28.4	71.6	37.9	62.1	59.1	40.9
18500	28.2	71.8	40	60	58.6	41.4
19000	28.5	71.5	47.5	52.5	54.2	45.8
19500	30.8	69.2	49.9	50.1	52.3	47.7
20000	33.3	66.7	52.4	47.6	49.1	50.9
20500	29.4	70.6	57.5	42.5	42.7	57.3
21000	32.4	67.6	53.8	46.2	44.4	55.6
21500	34.9	65.1	42.9	57.1	53.2	46.8
22000	33.6	66.4	37.9	62.1	54.9	45.1
22500	34.3	65.7	39.9	60.1	52.2	47.8
23000	29.2	70.8	45.7	54.3	50.5	49.5
