# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	39.3	60.7	58.7	41.3	49.6	50.4
500	37	63	58.7	41.3	45.1	54.9
1000	35.6	64.4	60.6	39.4	43.6	56.4
1500	32	68	62.4	37.6	43.8	56.2
2000	29.2	70.8	60.3	39.7	44.5	55.5
2500	27.5	72.5	56.1	43.9	46.8	53.2
3000	26.4	73.6	51.6	48.4	46.2	53.8
3500	27	73	53.1	46.9	42.7	57.3
4000	25.4	74.6	56.9	43.1	43.9	56.1
4500	24.7	75.3	57.2	42.8	46.7	53.3
5000	24.3	75.7	53.9	46.1	47	53
5500	26.1	73.9	52.3	47.7	47.6	52.4
6000	26.5	73.5	50.7	49.3	48.2	51.8
6500	26.1	73.9	52.4	47.6	48.7	51.3
7000	27.7	72.3	57.4	42.6	44.1	55.9
7500	25.3	74.7	53.8	46.2	45.3	54.7
8000	28.2	71.8	43.7	56.3	53.1	46.9
8500	27.1	72.9	44.3	55.7	50	50
9000	26.4	73.6	54	46	46.4	53.6
9500	31.2	68.8	56.4	43.6	48.8	51.2
10000	28.3	71.7	56.3	43.7	49.6	50.4
10500	28.1	71.9	55.6	44.4	49.9	50.1
11000	33.6	66.4	54.8	45.2	50.8	49.2
11500	31.4	68.6	53.7	46.3	50.1	49.9
12000	29.2	70.8	54.1	45.9	46.9	53.1
12500	28.8	71.2	53.5	46.5	48.7	51.3
13000	27.5	72.5	49.5	50.5	48.6	51.4
13500	29.5	70.5	45.8	54.2	48.3	51.7
14000	28.6	71.4	40	60	54.6	45.4
14500	26.7	73.3	40.4	59.6	55.5	44.5
15000	26.9	73.1	44.2	55.8	55.5	44.5
15500	26.5	73.5	46.5	53.5	55.6	44.4
16000	23.9	76.1	48.8	51.2	53.7	46.3
16500	26.2	73.8	53.2	46.8	50.8	49.2
17000	33.4	66.6	58	42	47.2	52.8
17500	36.2	63.8	58	42	49	51
18000	29.5	70.5	52.8	47.2	50.9	49.1
18500	31.8	68.2	48.1	51.9	51.7	48.3
19000	34.1	65.9	46.7	53.3	52.6	47.4
19500	28.4	71.6	44.2	55.8	52.6	47.4
20000	26.8	73.2	44.4	55.6	54.8	45.2
20500	26.8	73.2	45.1	54.9	56.3	43.7
21000	26	74	44	56	56.4	43.6
21500	22.6	77.4	46.5	53.5	53.3	46.7
22000	23.8	76.2	46.6	53.4	51.8	48.2
22500	27.3	72.7	43.9	56.1	53.6	46.4
23000	28.1	71.9	48.9	51.1	51.2	48.8
23500	26.2	73.8	53	47	48.4	51.6
24000	27.4	72.6	54.6	45.4	47.8	52.2
24500	29.2	70.8	55	45	50.4	49.6
25000	28.7	71.3	53.4	46.6	51.1	48.9
25500	28.3	71.7	54.6	45.4	48.1	51.9
26000	26.2	73.8	55.3	44.7	48.5	51.5
26500	26.3	73.7	48.5	51.5	48.4	51.6
27000	27.8	72.2	47.6	52.4	43	57
27500	31.3	68.7	51.9	48.1	43.4	56.6
28000	29	71	53.9	46.1	45.3	54.7
28500	25.2	74.8	54	46	44.4	55.6
29000	26.9	73.1	49.5	50.5	48.2	51.8
29500	26.5	73.5	47.2	52.8	52.3	47.7
30000	26.9	73.1	46	54	51.9	48.1
30500	25.8	74.2	46.4	53.6	47.6	52.4
31000	28.2	71.8	45.4	54.6	50	50
31500	34.8	65.2	47.9	52.1	52.5	47.5
32000	31.9	68.1	45.1	54.9	53.8	46.2
32500	26.6	73.4	37.9	62.1	56.3	43.7
33000	27.3	72.7	44.9	55.1	53.2	46.8
33500	30	70	50.7	49.3	49.9	50.1
34000	29.1	70.9	43.5	56.5	52.4	47.6
34500	25.6	74.4	38.6	61.4	57.2	42.8
35000	27.7	72.3	49.1	50.9	52.6	47.4
35500	27	73	56.3	43.7	45.7	54.3
36000	28.1	71.9	57.3	42.7	44.8	55.2
36500	29.9	70.1	56.7	43.3	47.2	52.8
37000	25.3	74.7	50	50	48.7	51.3
37500	24.8	75.2	43.6	56.4	53.4	46.6
38000	24.5	75.5	46.8	53.2	52.7	47.3
38500	26.1	73.9	52.7	47.3	45.6	54.4
39000	29.1	70.9	48.6	51.4	48.9	51.1
39500	28.3	71.7	51	49	47.9	52.1
40000	29	71	59.4	40.6	42.4	57.6
40500	28.4	71.6	57.6	42.4	43.8	56.2
41000	28.5	71.5	50.2	49.8	47.9	52.1
41500	30.4	69.6	55.3	44.7	47.3	52.7
42000	31.8	68.2	59.1	40.9	45.5	54.5
42500	33.5	66.5	51.6	48.4	50.1	49.9
43000	33.3	66.7	51.2	48.8	51.1	48.9
43500	30.2	69.8	51.9	48.1	49.7	50.3
44000	27	73	52.8	47.2	47.6	52.4
44500	28.4	71.6	59.8	40.2	43	57
45000	28.7	71.3	66.3	33.7	34.6	65.4
45500	29.7	70.3	65.3	34.7	32.8	67.2
46000	29.6	70.4	63.4	36.6	41.6	58.4
46500	26.2	73.8	61.7	38.3	46.9	53.1
47000	28.9	71.1	53.6	46.4	49.3	50.7
47500	30.2	69.8	48	52	49.2	50.8
48000	29.1	70.9	53	47	48.5	51.5
48500	28.9	71.1	54.5	45.5	51.8	48.2
49000	26.9	73.1	44.6	55.4	57.3	42.7
49500	27.1	72.9	42.7	57.3	57	43
50000	33.4	66.6	46	54	53.4	46.6
50500	32.5	67.5	43.4	56.6	57.9	42.1
51000	25.4	74.6	46.8	53.2	55.2	44.8
51500	28.5	71.5	53.7	46.3	49.2	50.8
52000	32	68	58.3	41.7	45.1	54.9
52500	31.1	68.9	60.5	39.5	39.6	60.4
53000	30.7	69.3	57.8	42.2	42.5	57.5
53500	33.2	66.8	48.1	51.9	46.3	53.7
54000	33.7	66.3	40.1	59.9	52.8	47.2
54500	32.6	67.4	43	57	52.8	47.2
55000	33.6	66.4	42.8	57.2	49.6	50.4
55500	30.2	69.8	42.5	57.5	55.5	44.5
56000	23.9	76.1	51.1	48.9	50.6	49.4
56500	26.7	73.3	58.9	41.1	41.8	58.2
57000	31.1	68.9	62.7	37.3	39.4	60.6
57500	29.7	70.3	59.3	40.7	40.2	59.8
58000	32.6	67.4	52.2	47.8	46.2	53.8
58500	34.2	65.8	48.4	51.6	50.2	49.8
59000	32.2	67.8	45.8	54.2	51	49
