# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	25.6	74.4	43.8	56.2	51.8	48.2
500	29.5	70.5	44.4	55.6	51.3	48.7
1000	28.6	71.4	45.1	54.9	49.5	50.5
1500	26.4	73.6	46.5	53.5	48.3	51.7
2000	27.2	72.8	45.3	54.7	51.1	48.9
2500	27.1	72.9	40.3	59.7	55.2	44.8
3000	25.6	74.4	43.3	56.7	51.7	48.3
3500	27.2	72.8	44.1	55.9	51.7	48.3
4000	28	72	40.4	59.6	59.6	40.4
4500	28.2	71.8	40.4	59.6	59.6	40.4
5000	28.8	71.2	41.5	58.5	54.3	45.7
5500	28.4	71.6	44.8	55.2	52.8	47.2
6000	27.5	72.5	44.2	55.8	53.7	46.3
6500	27.5	72.5	41.1	58.9	57.6	42.4
7000	28.2	71.8	49.2	50.8	50.6	49.4
7500	27.6	72.4	55.9	44.1	43.1	56.9
8000	28.8	71.2	52.9	47.1	47.3	52.7
8500	30.8	69.2	54.9	45.1	46.7	53.3
9000	29.1	70.9	62.3	37.7	40.6	59.4
9500	27	73	62.7	37.3	38.3	61.7
10000	27.3	72.7	58.6	41.4	40.7	59.3
10500	26.5	73.5	52.5	47.5	45.8	54.2
11000	25.3	74.7	39.1	60.9	54.8	45.2
11500	26.2	73.8	36.2	63.8	58.6	41.4
12000	26.8	73.2	47.5	52.5	52.7	47.3
12500	25.1	74.9	54.4	45.6	48.1	51.9
13000	27.3	72.7	44.6	55.4	54.7	45.3
13500	28.5	71.5	35.1	64.9	61.4	38.6
14000	33.3	66.7	37.9	62.1	59.8	40.2
14500	36.9	63.1	44.6	55.4	56.1	43.9
15000	27.1	72.9	49.8	50.2	52.3	47.7
15500	23.3	76.7	52.8	47.2	48.3	51.7
16000	27.1	72.9	59.3	40.7	40.8	59.2
16500	29	71	63.6	36.4	40	60
17000	28.6	71.4	62.3	37.7	44.1	55.9
17500	26.3	73.7	61.6	38.4	40.9	59.1
18000	28.3	71.7	60.3	39.7	42.8	57.2
18500	29.7	70.3	61.3	38.7	48.8	51.2
19000	26	74	62.8	37.2	47.8	52.2
19500	25.3	74.7	54.7	45.3	47.6	52.4
20000	25.7	74.3	49.3	50.7	51.6	48.4
20500	29.6	70.4	51.1	48.9	52.1	47.9
21000	29.5	70.5	51	49	50.9	49.1
21500	27.5	72.5	48.3	51.7	53.6	46.4
22000	31.5	68.5	46.7	53.3	53.4	46.6
22500	32.8	67.2	47.3	52.7	51.7	48.3
23000	31.6	68.4	40.7	59.3	55.9	44.1
23500	27.6	72.4	40.6	59.4	57.2	42.8
24000	29	71	44.6	55.4	54	46
24500	30.8	69.2	46.2	53.8	53.4	46.6
25000	28.9	71.1	49.4	50.6	53.7	46.3
25500	29	71	47.8	52.2	53	47
26000	28.1	71.9	47.3	52.7	53.4	46.6
26500	27.8	72.2	41.8	58.2	56.2	43.8
27000	28.2	71.8	39.3	60.7	56.5	43.5
27500	28.6	71.4	43.9	56.1	56.1	43.9
28000	26.9	73.1	42.3	57.7	54.4	45.6
28500	26.4	73.6	49.7	50.3	47.3	52.7
29000	27.3	72.7	56.6	43.4	42.9	57.1
29500	27.1	72.9	51.2	48.8	45.7	54.3
30000	27.1	72.9	54.8	45.2	44.3	55.7
30500	26.9	73.1	58	42	41.9	58.1
31000	25.9	74.1	56	44	43.7	56.3
