# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	31.3	68.7	66.1	33.9	48.2	51.8
500	30.6	69.4	65.1	34.9	46.3	53.7
1000	29	71	57.8	42.2	47.4	52.6
1500	27.8	72.2	49.2	50.8	52.2	47.8
2000	28.7	71.3	45.1	54.9	54.6	45.4
2500	29	71	41.2	58.8	55.6	44.4
3000	29.2	70.8	39.4	60.6	57.8	42.2
3500	31.3	68.7	41.6	58.4	56.1	43.9
4000	30.3	69.7	42	58	57.3	42.7
4500	28.6	71.4	40	60	59	41
5000	27.7	72.3	49.5	50.5	52.8	47.2
5500	26.2	73.8	56	44	48.2	51.8
6000	26.6	73.4	56.5	43.5	46.9	53.1
6500	26.3	73.7	61.2	38.8	44.1	55.9
7000	25.8	74.2	58.3	41.7	45.5	54.5
7500	27.3	72.7	55.1	44.9	45.8	54.2
8000	28.1	71.9	52.2	47.8	46.5	53.5
8500	29.2	70.8	51	49	49.6	50.4
9000	32.5	67.5	52.9	47.1	50	50
9500	34.5	65.5	50.8	49.2	51.9	48.1
10000	31.7	68.3	50.5	49.5	50	50
10500	30.6	69.4	45.9	54.1	48.7	51.3
11000	30.1	69.9	44.8	55.2	50.9	49.1
11500	28.7	71.3	43.8	56.2	53.5	46.5
12000	29.8	70.2	46.2	53.8	53.8	46.2
12500	29.5	70.5	49.2	50.8	51.7	48.3
13000	28	72	53.9	46.1	45.1	54.9
13500	28.8	71.2	58.2	41.8	45.6	54.4
14000	29.9	70.1	54.4	45.6	50.5	49.5
14500	34.4	65.6	47.2	52.8	51.6	48.4
15000	43.7	56.3	38	62	51.3	48.7
15500	46.8	53.2	37	63	45	55
16000	39.3	60.7	37.2	62.8	51.7	48.3
16500	31.3	68.7	35.2	64.8	59.3	40.7
17000	27.2	72.8	43.5	56.5	50.5	49.5
17500	25.7	74.3	59.8	40.2	42.1	57.9
18000	25.7	74.3	55.7	44.3	43.8	56.2
18500	25	75	45.7	54.3	50.5	49.5
19000	30.4	69.6	50.8	49.2	49.4	50.6
19500	33.8	66.2	52.8	47.2	49.2	50.8
20000	29.2	70.8	48.2	51.8	50.4	49.6
20500	30.4	69.6	47.7	52.3	50.7	49.3
21000	28.1	71.9	51.3	48.7	53.4	46.6
21500	28.3	71.7	52.2	47.8	53.3	46.7
22000	34.5	65.5	56	44	50.9	49.1
22500	31.9	68.1	57.6	42.4	48.5	51.5
23000	32.1	67.9	55.8	44.2	48.9	51.1
23500	31.9	68.1	53.3	46.7	50.2	49.8
24000	28.6	71.4	50.7	49.3	48.1	51.9
24500	29.2	70.8	54.8	45.2	45	55
25000	32	68	54.1	45.9	47.9	52.1
25500	33.6	66.4	49.8	50.2	52.8	47.2
26000	29.9	70.1	45.8	54.2	54.1	45.9
26500	26.8	73.2	43.4	56.6	56.6	43.4
27000	27	73	42.3	57.7	59.7	40.3
27500	24.5	75.5	43.1	56.9	54.2	45.8
28000	23.6	76.4	47.8	52.2	46.8	53.2
28500	28.3	71.7	54.4	45.6	46.1	53.9
29000	32.1	67.9	59.5	40.5	46.2	53.8
29500	32.8	67.2	55	45	48.4	51.6
30000	30.6	69.4	46.6	53.4	53.2	46.8
30500	26.6	73.4	45.1	54.9	52.1	47.9
31000	26.2	73.8	43.6	56.4	54.4	45.6
31500	26.7	73.3	44.3	55.7	54.8	45.2
32000	27.4	72.6	49.4	50.6	52.2	47.8
32500	27.4	72.6	52.9	47.1	49.7	50.3
33000	25.2	74.8	52.1	47.9	46.5	53.5
33500	28.2	71.8	49.3	50.7	50.3	49.7
34000	34.1	65.9	44	56	56.5	43.5
34500	33.1	66.9	37.9	62.1	60.6	39.4
35000	31.2	68.8	40.1	59.9	60.7	39.3
35500	33	67	41.9	58.1	61.1	38.9
36000	32.8	67.2	41.7	58.3	61.1	38.9
36500	30	70	41.2	58.8	63.6	36.4
37000	29.5	70.5	42.8	57.2	62.7	37.3
37500	30.4	69.6	50	50	54	46
38000	28.1	71.9	58.9	41.1	43	57
38500	26.5	73.5	57.5	42.5	43	57
39000	26.3	73.7	53.6	46.4	47.3	52.7
39500	25.6	74.4	52.6	47.4	47.2	52.8
40000	29.4	70.6	46.7	53.3	55.3	44.7
40500	29.1	70.9	47.4	52.6	56.1	43.9
41000	27.6	72.4	50.4	49.6	50	50
41500	31.6	68.4	46.1	53.9	53.5	46.5
42000	35.9	64.1	48.5	51.5	53.8	46.2
42500	34.9	65.1	54.6	45.4	50.3	49.7
43000	30.2	69.8	60.6	39.4	46	54
43500	27.9	72.1	64.8	35.2	38.1	61.9
44000	28.2	71.8	60.1	39.9	41.3	58.7
44500	28.4	71.6	52.7	47.3	49.3	50.7
45000	28.2	71.8	54.2	45.8	46.4	53.6
45500	29.7	70.3	58.4	41.6	45.5	54.5
46000	28.5	71.5	55.7	44.3	48.6	51.4
46500	27.9	72.1	52.4	47.6	48.3	51.7
47000	29.8	70.2	50.4	49.6	50.6	49.4
47500	29.7	70.3	43.5	56.5	55.4	44.6
48000	30.3	69.7	40.7	59.3	54.4	45.6
48500	29.4	70.6	47.5	52.5	52.5	47.5
49000	29	71	45.5	54.5	54.7	45.3
49500	30.5	69.5	43.5	56.5	55.2	44.8
50000	27.9	72.1	49	51	52.9	47.1
50500	24.8	75.2	49	51	49.4	50.6
51000	27.1	72.9	50.6	49.4	47.3	52.7
51500	31.7	68.3	54.8	45.2	48.1	51.9
52000	28.4	71.6	49.6	50.4	48.6	51.4
52500	29.9	70.1	49.2	50.8	47.5	52.5
53000	30.1	69.9	48.7	51.3	51.4	48.6
53500	27.9	72.1	46.4	53.6	51.7	48.3
54000	31.5	68.5	47.7	52.3	47.8	52.2
54500	28.9	71.1	42.7	57.3	50	50
55000	30.5	69.5	49.9	50.1	50	50
55500	36.4	63.6	61.8	38.2	45.4	54.6
56000	35.1	64.9	60.6	39.4	43.3	56.7
56500	33.1	66.9	57.6	42.4	44.9	55.1
57000	36.4	63.6	57.5	42.5	46.1	53.9
57500	33	67	56.7	43.3	47.9	52.1
58000	27.3	72.7	54.6	45.4	48.3	51.7
58500	28	72	55.4	44.6	47.4	52.6
59000	29	71	55.7	44.3	45.9	54.1
59500	28.8	71.2	57.2	42.8	43	57
60000	29.3	70.7	59.8	40.2	41.3	58.7
60500	28.5	71.5	55.9	44.1	46	54
61000	25.7	74.3	53.5	46.5	48.8	51.2
61500	27.1	72.9	57	43	45.3	54.7
62000	31.2	68.8	60.7	39.3	43.3	56.7
62500	30.2	69.8	56.4	43.6	46.6	53.4
63000	27.2	72.8	49.3	50.7	52.9	47.1
63500	26.7	73.3	46	54	53.7	46.3
64000	28.2	71.8	42	58	55.2	44.8
64500	30.4	69.6	43	57	56.2	43.8
65000	28.9	71.1	43.4	56.6	58.5	41.5
65500	29.1	70.9	41.8	58.2	57.7	42.3
66000	30.4	69.6	42.5	57.5	53.7	46.3
66500	29	71	46.6	53.4	51.8	48.2
67000	28.5	71.5	53.4	46.6	44.3	55.7
67500	27	73	54.6	45.4	45.6	54.4
68000	28.9	71.1	57	43	51.7	48.3
68500	30.7	69.3	62.5	37.5	47.2	52.8
69000	28.3	71.7	64.8	35.2	39.3	60.7
69500	27.8	72.2	62	38	37	63
70000	28.1	71.9	61.6	38.4	37.5	62.5
70500	28.4	71.6	60.6	39.4	39.4	60.6
71000	29.1	70.9	56.4	43.6	43.1	56.9
71500	30.4	69.6	58	42	43	57
72000	32.2	67.8	59.9	40.1	41.1	58.9
72500	31.6	68.4	60.9	39.1	42.9	57.1
73000	30.4	69.6	61	39	46.6	53.4
73500	28.3	71.7	57.3	42.7	44.8	55.2
74000	26.6	73.4	48.7	51.3	48.9	51.1
74500	32.8	67.2	48.8	51.2	56	44
75000	36.4	63.6	54.3	45.7	53.1	46.9
75500	31.7	68.3	52.7	47.3	47.6	52.4
76000	29.1	70.9	51.3	48.7	45.2	54.8
76500	29.8	70.2	54.6	45.4	44.6	55.4
77000	27.1	72.9	54.8	45.2	47.7	52.3
77500	25.7	74.3	51.9	48.1	49.4	50.6
78000	27.3	72.7	55.1	44.9	46.6	53.4
78500	29.8	70.2	56.4	43.6	46.2	53.8
79000	33.1	66.9	55.7	44.3	45.4	54.6
79500	33.6	66.4	59.9	40.1	43.7	56.3
80000	29.4	70.6	58.9	41.1	46.1	53.9
80500	28.1	71.9	56.8	43.2	46.5	53.5
81000	29.9	70.1	55.8	44.2	45.7	54.3
81500	31.1	68.9	54.2	45.8	48.1	51.9
82000	31.6	68.4	55.9	44.1	46.3	53.7
82500	27.8	72.2	54.7	45.3	45.5	54.5
83000	27	73	49.9	50.1	50.5	49.5
83500	30.3	69.7	45.1	54.9	55	45
84000	29.5	70.5	49.7	50.3	50	50
84500	26.8	73.2	48	52	48.4	51.6
85000	29.4	70.6	38.4	61.6	56.4	43.6
85500	32.2	67.8	37.9	62.1	58.7	41.3
86000	31.2	68.8	40.6	59.4	57.6	42.4
86500	28.9	71.1	41.8	58.2	58.7	41.3
87000	29.6	70.4	42.2	57.8	58.6	41.4
87500	28.4	71.6	39.6	60.4	60.2	39.8
88000	27.2	72.8	38.5	61.5	62.5	37.5
88500	28	72	37.5	62.5	61.9	38.1
89000	29	71	36	64	57.8	42.2
89500	31.5	68.5	39.3	60.7	51.8	48.2
90000	29.6	70.4	45	55	49.4	50.6
90500	30	70	47	53	49.8	50.2
91000	31.7	68.3	44.9	55.1	52.4	47.6
91500	27.6	72.4	48.8	51.2	48.2	51.8
92000	26.4	73.6	61.2	38.8	39.2	60.8
92500	26.4	73.6	65.4	34.6	42.2	57.8
93000	32.7	67.3	54.3	45.7	48.2	51.8
93500	35.6	64.4	44.9	55.1	48.1	51.9
94000	30	70	45.7	54.3	52.1	47.9
94500	29.2	70.8	47.7	52.3	52.3	47.7
95000	27.5	72.5	52.4	47.6	47.1	52.9
95500	29.2	70.8	54.4	45.6	49.4	50.6
96000	29.6	70.4	57.5	42.5	46.1	53.9
96500	26.4	73.6	59.2	40.8	45.2	54.8
97000	27.6	72.4	48.6	51.4	52	48
97500	31.2	68.8	38.5	61.5	55.1	44.9
98000	36.1	63.9	32.5	67.5	57.4	42.6
98500	37.3	62.7	28.8	71.2	59.7	40.3
99000	29.9	70.1	36.8	63.2	58.1	41.9
99500	24.8	75.2	43.9	56.1	54.5	45.5
100000	27.1	72.9	42.9	57.1	56.2	43.8
100500	28.8	71.2	46	54	57.6	42.4
101000	28.3	71.7	45.4	54.6	55.1	44.9
101500	27.7	72.3	42.6	57.4	55.1	44.9
102000	26.6	73.4	46.8	53.2	51.6	48.4
102500	25.3	74.7	47.9	52.1	49.8	50.2
103000	27.6	72.4	45.5	54.5	51.9	48.1
103500	28.9	71.1	46.6	53.4	49.7	50.3
104000	26.9	73.1	46.7	53.3	49.4	50.6
104500	27.2	72.8	52.5	47.5	44.5	55.5
105000	27.2	72.8	54.1	45.9	44.1	55.9
105500	27.2	72.8	46.4	53.6	51.8	48.2
106000	28.8	71.2	45.5	54.5	53.9	46.1
106500	29.4	70.6	59.7	40.3	49.5	50.5
107000	31.3	68.7	68	32	47.9	52.1
107500	31	69	64.4	35.6	48.2	51.8
108000	30.1	69.9	65.2	34.8	47.7	52.3
108500	31.1	68.9	65.6	34.4	47.9	52.1
109000	30.5	69.5	64.9	35.1	46	54
109500	28.8	71.2	56	44	50.6	49.4
110000	28.9	71.1	47.8	52.2	50.9	49.1
110500	30.9	69.1	51.7	48.3	45.2	54.8
111000	28.9	71.1	54.9	45.1	45.6	54.4
111500	25.2	74.8	57.4	42.6	46.8	53.2
112000	26	74	54.9	45.1	50.1	49.9
112500	28	72	51.8	48.2	50	50
113000	30	70	55.7	44.3	45.3	54.7
113500	30.1	69.9	59.4	40.6	42.7	57.3
114000	26	74	57.7	42.3	42.5	57.5
114500	25.1	74.9	54.1	45.9	46.8	53.2
115000	28.6	71.4	47.4	52.6	51.8	48.2
115500	29	71	44.5	55.5	52.1	47.9
116000	29.4	70.6	45.4	54.6	53.8	46.2
116500	29.2	70.8	46.5	53.5	51.9	48.1
117000	28.4	71.6	45.9	54.1	48.9	51.1
117500	27.3	72.7	47.2	52.8	48.9	51.1
118000	27.7	72.3	56.7	43.3	44	56
118500	27.9	72.1	57.7	42.3	40.6	59.4
119000	24.2	75.8	44.1	55.9	48.9	51.1
119500	26	74	37.8	62.2	55.6	44.4
120000	27.3	72.7	40.2	59.8	57.9	42.1
120500	26.2	73.8	36.2	63.8	64.8	35.2
121000	26.2	73.8	36.4	63.6	64.4	35.6
121500	27.3	72.7	41.9	58.1	57.8	42.2
122000	27.7	72.3	45.5	54.5	56.2	43.8
122500	25.7	74.3	46.9	53.1	51.6	48.4
123000	26	74	55	45	46.4	53.6
123500	27.4	72.6	54.2	45.8	47.4	52.6
124000	29	71	39.9	60.1	50.9	49.1
124500	30.6	69.4	33.4	66.6	54.4	45.6
125000	31.1	68.9	34.3	65.7	52	48
125500	29.8	70.2	35.8	64.2	50.8	49.2
126000	30.7	69.3	34.3	65.7	52.8	47.2
126500	31	69	31.7	68.3	54.5	45.5
127000	26.6	73.4	38.8	61.2	52.8	47.2
127500	25.4	74.6	45.6	54.4	51.4	48.6
