# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	28.4	71.6	47.4	52.6	57	43
500	28.8	71.2	51.5	48.5	51.7	48.3
1000	27.4	72.6	45.5	54.5	54.9	45.1
1500	26.1	73.9	44.5	55.5	54.8	45.2
2000	28.5	71.5	48.6	51.4	52.1	47.9
2500	28.2	71.8	52	48	51.4	48.6
3000	28.4	71.6	50.9	49.1	49.1	50.9
3500	31.9	68.1	54.1	45.9	45.8	54.2
4000	30.1	69.9	56.9	43.1	47.4	52.6
4500	28.5	71.5	55.6	44.4	48.9	51.1
5000	27.2	72.8	54.4	45.6	49.6	50.4
5500	27.8	72.2	56.5	43.5	50.3	49.7
6000	29.7	70.3	58.9	41.1	46.2	53.8
6500	33.9	66.1	50.6	49.4	47.9	52.1
7000	32.7	67.3	48.9	51.1	51.4	48.6
7500	25.8	74.2	51.5	48.5	50.1	49.9
8000	26.4	73.6	53.6	46.4	47.6	52.4
8500	25.7	74.3	58.7	41.3	41.8	58.2
9000	26.7	73.3	57.9	42.1	42.2	57.8
9500	31	69	53.1	46.9	48.9	51.1
10000	31.2	68.8	51.8	48.2	51	49
10500	29.3	70.7	49.2	50.8	50.5	49.5
11000	33	67	51.6	48.4	50	50
11500	31.2	68.8	50.3	49.7	53.3	46.7
12000	26.2	73.8	46.2	53.8	54.6	45.4
12500	27	73	53.2	46.8	47.2	52.8
13000	27.2	72.8	57.1	42.9	43.3	56.7
13500	29.5	70.5	53.2	46.8	47.1	52.9
14000	29.2	70.8	53.8	46.2	46.2	53.8
14500	27.8	72.2	54.2	45.8	45.2	54.8
15000	27	73	53.3	46.7	43.1	56.9
15500	26.1	73.9	56.6	43.4	40.3	59.7
16000	25	75	55.7	44.3	46.3	53.7
16500	25.3	74.7	52.8	47.2	48.7	51.3
17000	31.5	68.5	62.5	37.5	42.2	57.8
17500	31.1	68.9	61	39	44.1	55.9
18000	25.8	74.2	52.5	47.5	49.3	50.7
18500	27.7	72.3	57.5	42.5	45.6	54.4
19000	27.3	72.7	60	40	42.7	57.3
19500	28	72	56.1	43.9	47.3	52.7
20000	26.8	73.2	52.1	47.9	50.7	49.3
20500	28.8	71.2	50.8	49.2	47.4	52.6
21000	35.3	64.7	53.9	46.1	44.4	55.6
21500	32	68	49.9	50.1	48.3	51.7
22000	31.5	68.5	46.9	53.1	51.8	48.2
22500	33.4	66.6	53.4	46.6	48.4	51.6
23000	31.2	68.8	48.5	51.5	50.1	49.9
23500	30.5	69.5	41.2	58.8	54.1	45.9
24000	27.6	72.4	46.2	53.8	50.2	49.8
24500	26.3	73.7	48.4	51.6	48.5	51.5
25000	26.3	73.7	45.9	54.1	50.8	49.2
25500	26.2	73.8	48.1	51.9	47.7	52.3
26000	30.3	69.7	55.5	44.5	45.4	54.6
26500	32.1	67.9	62.9	37.1	43	57
27000	32.1	67.9	62.2	37.8	41.5	58.5
27500	31.4	68.6	63.7	36.3	38.9	61.1
28000	31.2	68.8	62.1	37.9	41.3	58.7
28500	29.8	70.2	54.4	45.6	48	52
29000	27.7	72.3	51.1	48.9	48.8	51.2
29500	28.6	71.4	54.5	45.5	48.3	51.7
30000	27.6	72.4	51.4	48.6	50.6	49.4
30500	28.4	71.6	48.4	51.6	53.2	46.8
31000	27.9	72.1	52.9	47.1	52.6	47.4
31500	26.7	73.3	53.1	46.9	51.6	48.4
32000	28.2	71.8	54.1	45.9	49.3	50.7
32500	30.3	69.7	54.7	45.3	47.4	52.6
33000	29.4	70.6	53.3	46.7	46.1	53.9
33500	25.9	74.1	46.5	53.5	51.8	48.2
34000	25.3	74.7	40.1	59.9	58.4	41.6
34500	28	72	41.9	58.1	56.9	43.1
35000	33.4	66.6	47.1	52.9	53.9	46.1
35500	32.7	67.3	46.1	53.9	53.2	46.8
36000	25.7	74.3	44.6	55.4	55.7	44.3
36500	23.9	76.1	49	51	55.3	44.7
37000	26.6	73.4	47.2	52.8	52.8	47.2
37500	27.8	72.2	49.3	50.7	49.3	50.7
38000	27	73	53.3	46.7	48.3	51.7
38500	30.1	69.9	55.6	44.4	50.9	49.1
39000	34	66	53.2	46.8	50	50
39500	33.6	66.4	46.8	53.2	50.4	49.6
40000	32.7	67.3	44.5	55.5	52	48
40500	30.2	69.8	43.2	56.8	50.8	49.2
41000	27.1	72.9	45.5	54.5	51.2	48.8
41500	27.2	72.8	48.6	51.4	49.6	50.4
42000	33.1	66.9	54.3	45.7	47.6	52.4
42500	29.7	70.3	55.3	44.7	49.2	50.8
43000	25.9	74.1	54.4	45.6	48.3	51.7
43500	28.6	71.4	57	43	45.6	54.4
44000	29.2	70.8	57.8	42.2	46	54
44500	29.6	70.4	55.2	44.8	47.6	52.4
45000	28.3	71.7	49.8	50.2	50.9	49.1
45500	27.7	72.3	45.1	54.9	54.4	45.6
46000	26.2	73.8	48.3	51.7	50.3	49.7
46500	25.8	74.2	49.1	50.9	49.3	50.7
47000	24	76	45.1	54.9	52.9	47.1
47500	26.7	73.3	48.8	51.2	52.1	47.9
48000	27.7	72.3	55.7	44.3	47.8	52.2
48500	24.8	75.2	58.3	41.7	45.9	54.1
49000	27.3	72.7	57	43	45.5	54.5
49500	25.9	74.1	61.1	38.9	40.6	59.4
50000	24.9	75.1	59.3	40.7	41.2	58.8
50500	30.2	69.8	48.3	51.7	51.1	48.9
51000	34.6	65.4	42.5	57.5	53.1	46.9
51500	29.9	70.1	47.7	52.3	50.6	49.4
52000	25.8	74.2	48.9	51.1	54.9	45.1
52500	28.3	71.7	45.8	54.2	53.7	46.3
53000	28.2	71.8	45.8	54.2	50.4	49.6
53500	26.6	73.4	46.5	53.5	51.3	48.7
54000	30.4	69.6	43.4	56.6	52.4	47.6
54500	32.4	67.6	38.1	61.9	58.3	41.7
55000	30.9	69.1	38.2	61.8	61.5	38.5
55500	31.7	68.3	39.3	60.7	58.4	41.6
