# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	45.9	54.1	42.7	57.3	46.8	53.2
500	45.3	54.7	40.9	59.1	46.4	53.6
1000	43	57	44.5	55.5	45.1	54.9
1500	46.9	53.1	43.9	56.1	44.2	55.8
2000	51.1	48.9	41.1	58.9	44.4	55.6
2500	36.9	63.1	45.8	54.2	44.9	55.1
3000	22.2	77.8	48.1	51.9	49.7	50.3
3500	22.8	77.2	48.2	51.8	52.2	47.8
4000	23.9	76.1	49.8	50.2	50.3	49.7
4500	26.5	73.5	49	51	50.3	49.7
5000	30.8	69.2	41.8	58.2	56.4	43.6
5500	32.4	67.6	37.8	62.2	60.8	39.2
6000	31.9	68.1	39.6	60.4	58.9	41.1
6500	32.1	67.9	41.2	58.8	59.3	40.7
7000	31.7	68.3	41	59	60.1	39.9
7500	30.1	69.9	37.2	62.8	63.7	36.3
8000	33.7	66.3	38.3	61.7	61.4	38.6
8500	31	69	40.6	59.4	55	45
9000	27.9	72.1	43.5	56.5	51.8	48.2
9500	29.3	70.7	44.5	55.5	51	49
10000	27.7	72.3	49.4	50.6	51.5	48.5
10500	31.2	68.8	54.5	45.5	47.9	52.1
11000	29.9	70.1	48.6	51.4	47.7	52.3
11500	27.9	72.1	42.9	57.1	52.4	47.6
12000	31.2	68.8	51	49	48	52
12500	31.6	68.4	62.6	37.4	42.4	57.6
13000	29	71	63.3	36.7	45.9	54.1
13500	28.2	71.8	54.8	45.2	50.2	49.8
14000	28.2	71.8	46.1	53.9	52.9	47.1
14500	25.3	74.7	45.9	54.1	52	48
15000	24.7	75.3	52	48	46.1	53.9
15500	25.4	74.6	57.5	42.5	44.1	55.9
16000	25.9	74.1	56.6	43.4	47.7	52.3
16500	27.6	72.4	57.7	42.3	47.5	52.5
17000	27.9	72.1	55.9	44.1	48.6	51.4
17500	27.3	72.7	54.3	45.7	47	53
18000	24.8	75.2	54.2	45.8	47.2	52.8
18500	23.6	76.4	53.2	46.8	47	53
19000	25.9	74.1	55.6	44.4	44.7	55.3
19500	26.6	73.4	56.7	43.3	45.3	54.7
20000	27	73	58.2	41.8	47	53
20500	29.7	70.3	64.3	35.7	48.4	51.6
21000	31.2	68.8	66.3	33.7	47.7	52.3
21500	30.7	69.3	64.3	35.7	47.8	52.2
22000	30.8	69.2	66.6	33.4	46.8	53.2
22500	31.2	68.8	66.5	33.5	47.5	52.5
