# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	27.8	72.2	44.6	55.4	40.8	59.2
500	31.5	68.5	40.9	59.1	57.8	42.2
1000	32.2	67.8	41.5	58.5	59.7	40.3
1500	31.2	68.8	43.9	56.1	61.1	38.9
2000	30.9	69.1	43.8	56.2	63.1	36.9
2500	32	68	36.7	63.3	64.1	35.9
3000	33.3	66.7	35.2	64.8	63.9	36.1
3500	33.3	66.7	38.8	61.2	62.3	37.7
4000	32.2	67.8	42.4	57.6	61.6	38.4
4500	33.2	66.8	43.7	56.3	61.5	38.5
5000	34	66	43	57	60	40
5500	33.9	66.1	46.2	53.8	56.9	43.1
6000	34.1	65.9	45.9	54.1	58.2	41.8
6500	35.1	64.9	43.8	56.2	59.9	40.1
7000	36.7	63.3	34	66	61.9	38.1
7500	36.2	63.8	26.5	73.5	63.5	36.5
8000	33.8	66.2	30.8	69.2	62.2	37.8
8500	33.3	66.7	33.2	66.8	63.3	36.7
9000	33.6	66.4	43.5	56.5	56.7	43.3
9500	34.5	65.5	45.9	54.1	55	45
10000	33.5	66.5	35.2	64.8	57.7	42.3
10500	29.1	70.9	31.4	68.6	57.7	42.3
11000	29.4	70.6	32.8	67.2	58.4	41.6
11500	30.9	69.1	39.6	60.4	57.3	42.7
12000	28.9	71.1	42	58	59.3	40.7
12500	27.7	72.3	38.2	61.8	58.1	41.9
13000	28.4	71.6	36.4	63.6	55.4	44.6
13500	30.6	69.4	41.9	58.1	54.3	45.7
14000	32.2	67.8	48.7	51.3	52.5	47.5
14500	32.9	67.1	48.8	51.2	51.7	48.3
15000	32.5	67.5	46.3	53.7	52.4	47.6
15500	31.7	68.3	43.6	56.4	52.1	47.9
16000	32.9	67.1	45.3	54.7	50.6	49.4
16500	33.6	66.4	44.6	55.4	51	49
17000	34.4	65.6	43.4	56.6	52.4	47.6
17500	34	66	42.1	57.9	54.3	45.7
18000	32.1	67.9	39.6	60.4	54.9	45.1
18500	31.6	68.4	46.1	53.9	52.1	47.9
19000	32.1	67.9	46.8	53.2	52.7	47.3
19500	33.7	66.3	45.5	54.5	51	49
20000	35.3	64.7	47.9	52.1	48	52
20500	33.8	66.2	42.9	57.1	50.1	49.9
21000	35.6	64.4	42	58	53.2	46.8
21500	34.1	65.9	47.4	52.6	52.7	47.3
22000	28.9	71.1	48.8	51.2	51.9	48.1
22500	30.6	69.4	44.4	55.6	52.6	47.4
23000	33.7	66.3	42.2	57.8	50.9	49.1
23500	35.6	64.4	40.5	59.5	54.1	45.9
24000	36.4	63.6	46	54	53.6	46.4
24500	35.4	64.6	46.7	53.3	53.1	46.9
25000	32.7	67.3	39.6	60.4	56.7	43.3
25500	31.3	68.7	38.4	61.6	58.3	41.7
26000	30.4	69.6	45.9	54.1	54.1	45.9
26500	30.8	69.2	54.4	45.6	47.6	52.4
27000	37.6	62.4	50	50	49.8	50.2
27500	37.4	62.6	45.8	54.2	51.6	48.4
28000	34.1	65.9	44.6	55.4	52.1	47.9
28500	36.3	63.7	44.3	55.7	53.4	46.6
29000	39.8	60.2	49.5	50.5	50.5	49.5
29500	42.1	57.9	53	47	50.1	49.9
30000	36.9	63.1	56	44	52.5	47.5
30500	34.4	65.6	53.4	46.6	50.2	49.8
31000	37	63	45.7	54.3	48.1	51.9
31500	36.7	63.3	44.6	55.4	49.1	50.9
32000	33.4	66.6	47.2	52.8	49.2	50.8
32500	33.8	66.2	52	48	48.2	51.8
33000	34.4	65.6	48.8	51.2	47.2	52.8
33500	33	67	43.1	56.9	49.1	50.9
34000	34.1	65.9	51.2	48.8	51.1	48.9
34500	37	63	59.4	40.6	50.8	49.2
35000	35.9	64.1	57.4	42.6	51.9	48.1
35500	33.2	66.8	57	43	51.6	48.4
36000	39.1	60.9	57	43	50.1	49.9
36500	39.6	60.4	58.5	41.5	49.5	50.5
37000	35.1	64.9	54.2	45.8	49.7	50.3
37500	34.7	65.3	47	53	49.9	50.1
38000	36.4	63.6	42.6	57.4	50.4	49.6
38500	37.3	62.7	38.1	61.9	51.4	48.6
39000	37.5	62.5	47.1	52.9	51	49
39500	36.4	63.6	52.1	47.9	50.7	49.3
40000	38.4	61.6	52.6	47.4	49.2	50.8
40500	37	63	49.9	50.1	48.1	51.9
41000	34.7	65.3	48.9	51.1	47.8	52.2
41500	37.7	62.3	60.8	39.2	45.9	54.1
42000	34	66	58.1	41.9	50.5	49.5
42500	33.1	66.9	43.1	56.9	52.4	47.6
43000	36	64	42.9	57.1	48.5	51.5
43500	36.5	63.5	55.8	44.2	48.9	51.1
44000	36.1	63.9	61.6	38.4	47.1	52.9
44500	34.2	65.8	54.6	45.4	49	51
45000	34.7	65.3	52.9	47.1	51	49
45500	36.3	63.7	58	42	46.1	53.9
46000	32.9	67.1	54.9	45.1	47.8	52.2
46500	34.3	65.7	46.8	53.2	51.1	48.9
47000	37.1	62.9	47.7	52.3	48.4	51.6
47500	37.6	62.4	58.4	41.6	48	52
48000	37.5	62.5	64.4	35.6	49.3	50.7
48500	34.6	65.4	56.7	43.3	51.1	48.9
49000	35.9	64.1	48	52	49.9	50.1
49500	37.3	62.7	51	49	46.3	53.7
50000	36.6	63.4	55.3	44.7	47.5	52.5
50500	33	67	52.2	47.8	49.8	50.2
51000	33.4	66.6	45.8	54.2	49.6	50.4
51500	38.1	61.9	43.1	56.9	51.2	48.8
52000	36.8	63.2	46.7	53.3	52.5	47.5
52500	34.7	65.3	50.4	49.6	51.5	48.5
53000	34	66	46.2	53.8	53.6	46.4
53500	36.5	63.5	49.8	50.2	51.7	48.3
54000	36.3	63.7	54.1	45.9	48	52
54500	33.5	66.5	53.1	46.9	47.2	52.8
55000	33.5	66.5	59.5	40.5	43	57
55500	34	66	59.3	40.7	43.7	56.3
56000	35.4	64.6	59.1	40.9	47.5	52.5
56500	33.8	66.2	55.2	44.8	51	49
57000	34.5	65.5	43.2	56.8	53.5	46.5
57500	37.5	62.5	40	60	52.5	47.5
58000	34.7	65.3	42.4	57.6	51.7	48.3
58500	31	69	43.8	56.2	51	49
59000	33.4	66.6	50.4	49.6	50.4	49.6
59500	34	66	56.2	43.8	48.8	51.2
60000	29.9	70.1	48.9	51.1	49.4	50.6
60500	31.9	68.1	43.4	56.6	52.7	47.3
61000	35.8	64.2	49.6	50.4	49	51
61500	34.8	65.2	53.4	46.6	47	53
62000	39.6	60.4	48.8	51.2	51	49
62500	39.9	60.1	45.5	54.5	52	48
63000	33.3	66.7	41	59	56.3	43.7
63500	35.2	64.8	37.4	62.6	59	41
64000	33.1	66.9	42.9	57.1	56.4	43.6
64500	32.2	67.8	48.9	51.1	51.1	48.9
65000	36.9	63.1	48.6	51.4	49.3	50.7
65500	35.2	64.8	49.5	50.5	49.5	50.5
66000	31	69	47.8	52.2	48.6	51.4
66500	31.5	68.5	39.6	60.4	54.1	45.9
67000	33.7	66.3	37.7	62.3	56.2	43.8
67500	34.2	65.8	42.3	57.7	53.7	46.3
68000	33.7	66.3	43.5	56.5	53.2	46.8
68500	32.3	67.7	50.9	49.1	50	50
69000	34.6	65.4	60.3	39.7	46.9	53.1
69500	34	66	56	44	49.8	50.2
70000	33.3	66.7	50.9	49.1	51.8	48.2
70500	40.1	59.9	50.3	49.7	51.6	48.4
71000	39.5	60.5	49.5	50.5	51.4	48.6
71500	33.5	66.5	49.1	50.9	50	50
72000	32	68	51.8	48.2	49	51
72500	33.2	66.8	52.2	47.8	48.6	51.4
73000	34.6	65.4	49.6	50.4	49.2	50.8
73500	32.7	67.3	48.7	51.3	49	51
74000	30.7	69.3	47	53	50.3	49.7
74500	31.6	68.4	47.8	52.2	52	48
75000	31	69	51.4	48.6	50	50
75500	31.8	68.2	47	53	49.2	50.8
76000	34.4	65.6	42.4	57.6	51.8	48.2
76500	34.3	65.7	43.8	56.2	53.7	46.3
77000	38	62	48.1	51.9	52.3	47.7
77500	39.6	60.4	50.7	49.3	49.7	50.3
78000	40.7	59.3	44.7	55.3	51.4	48.6
78500	38.3	61.7	44.8	55.2	52.1	47.9
79000	33.4	66.6	48.2	51.8	52	48
79500	34	66	53.3	46.7	49.1	50.9
80000	33.3	66.7	53.6	46.4	47.9	52.1
80500	34.2	65.8	50.1	49.9	49.3	50.7
81000	32.8	67.2	54.6	45.4	47.2	52.8
81500	31.4	68.6	56.4	43.6	47.6	52.4
82000	32.3	67.7	53.2	46.8	48.1	51.9
82500	34.7	65.3	48.8	51.2	48.1	51.9
83000	36.3	63.7	49.9	50.1	48	52
83500	32.8	67.2	52	48	48.8	51.2
84000	33.3	66.7	54.3	45.7	48.2	51.8
84500	36.2	63.8	58.2	41.8	45.2	54.8
85000	35.9	64.1	60.6	39.4	45.7	54.3
85500	35.4	64.6	57.3	42.7	50.3	49.7
86000	35.5	64.5	45.7	54.3	54.8	45.2
86500	37.6	62.4	37.7	62.3	55.1	44.9
87000	38.3	61.7	37.4	62.6	54.5	45.5
87500	38.6	61.4	36.9	63.1	55.1	44.9
88000	38.9	61.1	46.4	53.6	53.1	46.9
88500	39.1	60.9	53.8	46.2	50.7	49.3
89000	37.6	62.4	40.8	59.2	51.6	48.4
89500	36.5	63.5	32.4	67.6	52.9	47.1
90000	37.9	62.1	33.6	66.4	51.7	48.3
90500	37.5	62.5	31.3	68.7	53	47
91000	38.6	61.4	29.3	70.7	55.1	44.9
91500	39.8	60.2	31	69	54.8	45.2
92000	39.8	60.2	33.2	66.8	53.2	46.8
92500	38.7	61.3	34.7	65.3	52.2	47.8
93000	37.6	62.4	34.8	65.2	52.6	47.4
93500	39.4	60.6	33.4	66.6	54	46
94000	41.8	58.2	35.4	64.6	54.4	45.6
94500	41.4	58.6	41.5	58.5	55.1	44.9
95000	35.9	64.1	45	55	54.1	45.9
