# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	31.9	68.1	49	51	49.1	50.9
500	33	67	47.7	52.3	51.1	48.9
1000	33.9	66.1	45.9	54.1	52	48
1500	34.4	65.6	44	56	49.6	50.4
2000	34.5	65.5	44.1	55.9	52.2	47.8
2500	32.9	67.1	41	59	55.5	44.5
3000	32.6	67.4	39.4	60.6	55.6	44.4
3500	32.9	67.1	49.9	50.1	51.6	48.4
4000	32.7	67.3	52.1	47.9	49.6	50.4
4500	34.6	65.4	49.4	50.6	51.8	48.2
5000	35	65	48	52	53	47
5500	33.3	66.7	45.2	54.8	52.9	47.1
6000	32.5	67.5	48.4	51.6	51.1	48.9
6500	31.7	68.3	53.1	46.9	49	51
7000	30.3	69.7	54.2	45.8	47.5	52.5
7500	32.6	67.4	52.7	47.3	45.9	54.1
8000	34.6	65.4	54.6	45.4	45	55
8500	33.2	66.8	56.7	43.3	48.5	51.5
9000	37.3	62.7	59.4	40.6	46.9	53.1
9500	40.7	59.3	56.8	43.2	47.9	52.1
10000	37.6	62.4	55	45	51.2	48.8
10500	35.1	64.9	58.1	41.9	45.6	54.4
11000	32.6	67.4	51.1	48.9	46.3	53.7
11500	33.5	66.5	43.4	56.6	51.1	48.9
12000	35.8	64.2	42.9	57.1	53.7	46.3
12500	35.3	64.7	52	48	49.5	50.5
13000	36.3	63.7	53	47	47.7	52.3
13500	37.6	62.4	49.9	50.1	49.9	50.1
14000	37.7	62.3	50	50	48.3	51.7
14500	38.1	61.9	46.3	53.7	49.6	50.4
15000	36.5	63.5	43.2	56.8	51.5	48.5
15500	34.2	65.8	42.6	57.4	53.2	46.8
16000	30.8	69.2	47.8	52.2	55.2	44.8
16500	31.5	68.5	51.2	48.8	53.1	46.9
17000	34.3	65.7	52.7	47.3	51.6	48.4
17500	31	69	54.8	45.2	48.8	51.2
18000	30	70	55.4	44.6	46.8	53.2
18500	36	64	56	44	44	56
19000	44.9	55.1	55.6	44.4	34.3	65.7
19500	49.2	50.8	49.5	50.5	32.7	67.3
20000	40.2	59.8	49.2	50.8	39.8	60.2
20500	29.6	70.4	53.3	46.7	45.1	54.9
21000	29.6	70.4	56.3	43.7	46.9	53.1
21500	31.8	68.2	59	41	45	55
22000	31.9	68.1	60.3	39.7	42.4	57.6
22500	33.5	66.5	61.5	38.5	41.6	58.4
23000	36.7	63.3	63	37	44.9	55.1
23500	35.6	64.4	60.7	39.3	45.9	54.1
24000	35.9	64.1	54.6	45.4	47.5	52.5
24500	33.9	66.1	50.8	49.2	47.3	52.7
