# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	31	69	37.4	62.6	49	51
500	32.4	67.6	31.8	68.2	63.2	36.8
1000	32.4	67.6	38.5	61.5	60.1	39.9
1500	34.6	65.4	47.9	52.1	53.3	46.7
2000	34.9	65.1	42.9	57.1	55	45
2500	31	69	32	68	59	41
3000	28.4	71.6	32.7	67.3	57.5	42.5
3500	29.9	70.1	35.7	64.3	58.6	41.4
4000	30.1	69.9	40.7	59.3	57.8	42.2
4500	30.4	69.6	43.3	56.7	56.5	43.5
5000	31.5	68.5	42.8	57.2	55.7	44.3
5500	32.4	67.6	46.6	53.4	52	48
6000	32.4	67.6	49	51	49.6	50.4
6500	33.6	66.4	48.4	51.6	50.4	49.6
7000	36	64	47.3	52.7	48.3	51.7
7500	38.6	61.4	42.7	57.3	53.3	46.7
8000	38.4	61.6	39.9	60.1	58.9	41.1
8500	38	62	40.9	59.1	56.5	43.5
9000	40.7	59.3	40.6	59.4	55.7	44.3
9500	41.1	58.9	39.6	60.4	56.9	43.1
10000	40.4	59.6	41.1	58.9	56.7	43.3
10500	39.8	60.2	42.7	57.3	56.5	43.5
11000	39.9	60.1	45.1	54.9	56.6	43.4
11500	39.1	60.9	43.3	56.7	57.8	42.2
12000	39.4	60.6	41.2	58.8	58.4	41.6
12500	39.7	60.3	42.2	57.8	57.9	42.1
13000	39.6	60.4	39.7	60.3	55.1	44.9
13500	44.4	55.6	36.3	63.7	48.3	51.7
14000	46	54	33.9	66.1	48.1	51.9
14500	44.4	55.6	35.1	64.9	48.9	51.1
15000	47.2	52.8	38.5	61.5	47.5	52.5
15500	45.3	54.7	38.9	61.1	47.8	52.2
16000	43.6	56.4	35.8	64.2	48.4	51.6
16500	43.8	56.2	33.4	66.6	49.4	50.6
17000	39.5	60.5	30.4	69.6	52.1	47.9
17500	33.2	66.8	24.7	75.3	59.9	40.1
18000	32	68	25.4	74.6	63.8	36.2
18500	33	67	32.7	67.3	60.7	39.3
19000	30.8	69.2	38.6	61.4	58.6	41.4
19500	32	68	41	59	59.6	40.4
20000	30.9	69.1	42.9	57.1	60.4	39.6
20500	30	70	42.1	57.9	61.1	38.9
21000	30.8	69.2	36	64	63.2	36.8
21500	30.7	69.3	35.8	64.2	62.1	37.9
22000	31.8	68.2	38.7	61.3	60.1	39.9
22500	31.6	68.4	40	60	60	40
23000	33	67	44.4	55.6	57.2	42.8
23500	34.4	65.6	41.4	58.6	57.6	42.4
24000	32.7	67.3	36.4	63.6	61.3	38.7
24500	33.2	66.8	38.4	61.6	60.8	39.2
25000	32.8	67.2	39.6	60.4	58.4	41.6
25500	31.8	68.2	40.9	59.1	61.5	38.5
26000	32.3	67.7	39.6	60.4	66.3	33.7
26500	30.8	69.2	38.2	61.8	63.4	36.6
27000	30.2	69.8	39.2	60.8	61.4	38.6
27500	31.8	68.2	39.4	60.6	63	37
28000	34	66	43.2	56.8	61.8	38.2
28500	35.2	64.8	37.5	62.5	61.1	38.9
29000	34.9	65.1	26.7	73.3	63.8	36.2
29500	35	65	27.4	72.6	64.4	35.6
30000	33.1	66.9	31.8	68.2	63.1	36.9
30500	33	67	38.1	61.9	59.9	40.1
31000	34.7	65.3	48	52	53.1	46.9
31500	34.5	65.5	42.7	57.3	55.2	44.8
32000	31.2	68.8	30	70	58.2	41.8
32500	29	71	32	68	57.4	42.6
33000	29.5	70.5	35.9	64.1	59.4	40.6
33500	29.7	70.3	43	57	58.3	41.7
34000	28.3	71.7	41.8	58.2	59.3	40.7
34500	27.1	72.9	37.7	62.3	57	43
35000	30.4	69.6	40.5	59.5	54.5	45.5
35500	31.8	68.2	44.7	55.3	52.7	47.3
36000	32.3	67.7	48	52	52.7	47.3
36500	33.8	66.2	45.7	54.3	54.5	45.5
37000	32.1	67.9	45.2	54.8	52.3	47.7
37500	31	69	46	54	52.6	47.4
38000	32.9	67.1	45.8	54.2	52.9	47.1
38500	34.3	65.7	50.6	49.4	49.3	50.7
39000	33.7	66.3	53.2	46.8	47.7	52.3
39500	36.7	63.3	53.9	46.1	47.8	52.2
40000	36.1	63.9	54.4	45.6	47.9	52.1
40500	32.8	67.2	53.7	46.3	48.5	51.5
41000	31	69	50.8	49.2	50.4	49.6
41500	29.9	70.1	44.1	55.9	50.8	49.2
42000	34	66	50.7	49.3	50.5	49.5
42500	34.4	65.6	58.5	41.5	50.1	49.9
43000	30	70	55.7	44.3	49.5	50.5
43500	29.7	70.3	49.6	50.4	51.3	48.7
44000	32.3	67.7	51	49	50.5	49.5
44500	32.8	67.2	59.8	40.2	48.6	51.4
45000	33	67	60.5	39.5	49.3	50.7
45500	37.5	62.5	55.7	44.3	51.4	48.6
46000	36.4	63.6	49.1	50.9	51.9	48.1
46500	31.7	68.3	44	56	50.5	49.5
47000	34.4	65.6	46.7	53.3	49.7	50.3
47500	37.6	62.4	49.8	50.2	51	49
48000	38.2	61.8	53.3	46.7	51.1	48.9
48500	40.8	59.2	57.1	42.9	50.1	49.9
49000	42.2	57.8	50.6	49.4	47.6	52.4
49500	35.6	64.4	45.4	54.6	49.2	50.8
50000	34.6	65.4	42.8	57.2	55	45
50500	33.2	66.8	38.7	61.3	58.3	41.7
51000	28.8	71.2	47	53	51.4	48.6
51500	34.1	65.9	56.6	43.4	45.1	54.9
52000	36.7	63.3	59.1	40.9	47.6	52.4
52500	33.3	66.7	53.9	46.1	49	51
53000	32.3	67.7	50.2	49.8	49.1	50.9
53500	32.7	67.3	53.5	46.5	48.8	51.2
54000	32.4	67.6	56.6	43.4	47.4	52.6
54500	32	68	54.2	45.8	47	53
55000	32.5	67.5	48.9	51.1	46	54
55500	33.9	66.1	44.7	55.3	48.8	51.2
56000	35.4	64.6	41	59	54.2	45.8
56500	38.4	61.6	40.2	59.8	55.6	44.4
57000	42.2	57.8	41.5	58.5	56.7	43.3
57500	41.8	58.2	41.5	58.5	55.1	44.9
58000	41.2	58.8	41.1	58.9	53.5	46.5
58500	42.4	57.6	41.9	58.1	54.3	45.7
59000	37	63	47.3	52.7	52.7	47.3
59500	34	66	57.1	42.9	46.7	53.3
60000	39.8	60.2	55.3	44.7	46.7	53.3
60500	36.4	63.6	50.3	49.7	47.9	52.1
61000	32.8	67.2	49.8	50.2	48	52
61500	34.4	65.6	50.1	49.9	49.3	50.7
62000	32.2	67.8	48.3	51.7	49.5	50.5
62500	34.4	65.6	45.7	54.3	48.3	51.7
63000	33.9	66.1	50	50	46.9	53.1
63500	32.6	67.4	50.4	49.6	47.6	52.4
64000	35.1	64.9	46.8	53.2	48.3	51.7
64500	34.6	65.4	46.1	53.9	51.5	48.5
65000	33.1	66.9	45.5	54.5	51.2	48.8
65500	32.8	67.2	53	47	46	54
