# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	32.8	67.2	42.2	57.8	62	38
500	34.3	65.7	42.7	57.3	61	39
1000	34.1	65.9	45.7	54.3	58.8	41.2
1500	32.9	67.1	47.1	52.9	57.2	42.8
2000	31.2	68.8	39.7	60.3	62.5	37.5
2500	29	71	35.6	64.4	65.4	34.6
3000	30.3	69.7	36.6	63.4	64.3	35.7
3500	31.8	68.2	38.1	61.9	63.3	36.7
4000	32.3	67.7	40	60	61.5	38.5
4500	32.5	67.5	42	58	60.5	39.5
5000	30.8	69.2	44.1	55.9	61.5	38.5
5500	31.3	68.7	40.9	59.1	63.6	36.4
6000	32.8	67.2	35.3	64.7	64.9	35.1
6500	32.9	67.1	36.8	63.2	62.9	37.1
7000	33.2	66.8	40.5	59.5	61.5	38.5
7500	32.2	67.8	42	58	62.2	37.8
8000	34	66	43.7	56.3	61.3	38.7
8500	34.1	65.9	46.5	53.5	55.2	44.8
9000	36.7	63.3	44.4	55.6	54.3	45.7
9500	38.9	61.1	39.7	60.3	58.8	41.2
10000	37.7	62.3	40.9	59.1	56.8	43.2
10500	39.9	60.1	41.2	58.8	55.3	44.7
11000	41.2	58.8	39.5	60.5	56.5	43.5
11500	40.5	59.5	40.9	59.1	57.2	42.8
12000	40.5	59.5	42.6	57.4	57.1	42.9
12500	39.6	60.4	44.1	55.9	55.1	44.9
13000	41.3	58.7	40.4	59.6	50.1	49.9
13500	47	53	33.8	66.2	48	52
14000	44.1	55.9	33.2	66.8	48.9	51.1
14500	44.4	55.6	37.1	62.9	48.3	51.7
15000	48.1	51.9	40	60	47.9	52.1
15500	43.8	56.2	36.6	63.4	47.8	52.2
16000	43.2	56.8	33.6	66.4	48.8	51.2
16500	42.5	57.5	31.6	68.4	51.3	48.7
17000	35.1	64.9	27.4	72.6	57.3	42.7
17500	32	68	27	73	62	38
18000	31.8	68.2	31.5	68.5	61.7	38.3
18500	31.1	68.9	37.1	62.9	59.6	40.4
19000	32.8	67.2	40.3	59.7	58.9	41.1
19500	32	68	41.5	58.5	60.7	39.3
20000	29.9	70.1	43.2	56.8	60.5	39.5
20500	31.2	68.8	39.5	60.5	61.7	38.3
21000	31	69	34.8	65.2	63.2	36.8
21500	30.7	69.3	37.2	62.8	60.9	39.1
22000	32	68	39.7	60.3	59.9	40.1
22500	30.1	69.9	44.2	55.8	58.7	41.3
23000	33.2	66.8	41.6	58.4	58	42
23500	34.9	65.1	36	64	61.1	38.9
24000	33.3	66.7	38	62	60.9	39.1
24500	33.6	66.4	39.5	60.5	58.3	41.7
25000	32.3	67.7	40.9	59.1	60	40
25500	33.2	66.8	40.6	59.4	64.6	35.4
26000	31.3	68.7	39	61	64.1	35.9
26500	28.9	71.1	38.5	61.5	61.4	38.6
27000	30.2	69.8	39.5	60.5	62.5	37.5
27500	33.5	66.5	40.9	59.1	62.2	37.8
28000	36.7	63.3	40.9	59.1	60.2	39.8
28500	35.3	64.7	31.6	68.4	63.7	36.3
29000	34.4	65.6	26.5	73.5	65.1	34.9
29500	33.3	66.7	31	69	62.7	37.3
30000	33.3	66.7	34.6	65.4	61.7	38.3
30500	34.9	65.1	47.9	52.1	53.2	46.8
31000	34.5	65.5	46.3	53.7	53.6	46.4
31500	31.5	68.5	30.6	69.4	58.9	41.1
32000	28	72	30.7	69.3	57.3	42.7
32500	28.2	71.8	34.8	65.2	58	42
33000	29.5	70.5	42.5	57.5	58.2	41.8
33500	29	71	41.1	58.9	60.1	39.9
34000	27.6	72.4	37.5	62.5	57.1	42.9
34500	28.7	71.3	38.6	61.4	54.7	45.3
35000	31.2	68.8	43.6	56.4	53.4	46.6
35500	32.9	67.1	48.4	51.6	53.3	46.7
36000	33.7	66.3	47.5	52.5	53.6	46.4
36500	31	69	47	53	51.8	48.2
37000	29.9	70.1	44.6	55.4	53.1	46.9
37500	32.9	67.1	45.4	54.6	52.1	47.9
38000	33.7	66.3	48.8	51.2	50.5	49.5
38500	32.7	67.3	47.5	52.5	52.4	47.6
39000	33.4	66.6	45.7	54.3	50.9	49.1
39500	35.2	64.8	48.9	51.1	47.7	52.3
40000	34.1	65.9	50.7	49.3	49.2	50.8
40500	31.8	68.2	50.4	49.6	49.8	50.2
41000	30.9	69.1	47	53	51.7	48.3
41500	33.8	66.2	46.9	53.1	51.9	48.1
42000	35.8	64.2	44.6	55.4	50.6	49.4
42500	34.1	65.9	42.9	57.1	51.8	48.2
43000	33.9	66.1	41.9	58.1	53.4	46.6
43500	33.3	66.7	40.3	59.7	54.6	45.4
44000	32.2	67.8	47.2	52.8	52.4	47.6
44500	33.3	66.7	52.4	47.6	50.5	49.5
45000	33	67	50.5	49.5	51.1	48.9
45500	33.9	66.1	48.8	51.2	51.1	48.9
46000	34.1	65.9	46.2	53.8	53.5	46.5
46500	32.4	67.6	46.5	53.5	52.9	47.1
47000	32.6	67.4	52.1	47.9	50.1	49.9
47500	32.5	67.5	55.3	44.7	48.4	51.6
48000	33.3	66.7	52.2	47.8	45.1	54.9
