# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	26.9	73.1	49.2	50.8	33.7	66.3
500	28.7	71.3	46.5	53.5	52.8	47.2
1000	31.3	68.7	40.9	59.1	63.6	36.4
1500	32.8	67.2	35.1	64.9	64.7	35.3
2000	32.9	67.1	37	63	62.5	37.5
2500	33.8	66.2	40.3	59.7	61.5	38.5
3000	32.3	67.7	41.8	58.2	62.5	37.5
3500	33.8	66.2	44.1	55.9	61.3	38.7
4000	33.5	66.5	44.8	55.2	59.3	40.7
4500	32.2	67.8	47.3	52.7	53.9	46.1
5000	31.2	68.8	47.8	52.2	55.6	44.4
5500	31	69	40.8	59.2	62	38
6000	30.8	69.2	34.1	65.9	63.9	36.1
6500	30.4	69.6	35.8	64.2	61.4	38.6
7000	32.7	67.3	38.9	61.1	60	40
7500	30.1	69.9	43.9	56.1	59.4	40.6
8000	33	67	43.3	56.7	57.7	42.3
8500	34.8	65.2	37.1	62.9	60.3	39.7
9000	32.1	67.9	37.9	62.1	61	39
9500	34.2	65.8	39.8	60.2	58.2	41.8
10000	32.8	67.2	40.3	59.7	59.3	40.7
10500	32.1	67.9	41.3	58.7	64.6	35.4
11000	31.3	68.7	39.4	60.6	64.7	35.3
11500	29.9	70.1	37.9	62.1	61.6	38.4
12000	30.2	69.8	39.2	60.8	62.4	37.6
12500	32.5	67.5	40.9	59.1	63	37
13000	36.3	63.7	43	57	59.5	40.5
13500	35.6	64.4	32.9	67.1	62.1	37.9
14000	35	65	26.1	73.9	64.9	35.1
14500	32.9	67.1	31.7	68.3	63.2	36.8
15000	33.2	66.8	35	65	61.8	38.2
15500	35.5	64.5	47.2	52.8	53.9	46.1
16000	34	66	45.9	54.1	54.1	45.9
16500	31.3	68.7	32.1	67.9	58.6	41.4
17000	28.7	71.3	31.5	68.5	57.8	42.2
17500	29.1	70.9	33.8	66.2	58.1	41.9
18000	30.2	69.8	42.8	57.2	58.2	41.8
18500	30.4	69.6	44.8	55.2	58.2	41.8
19000	31	69	40.9	59.1	57.3	42.7
19500	32.3	67.7	45.8	54.2	53.7	46.3
20000	32.6	67.4	47.9	52.1	50.3	49.7
20500	32.7	67.3	48	52	51.5	48.5
21000	34.2	65.8	48.3	51.7	50.3	49.7
21500	34.8	65.2	44.3	55.7	50.3	49.7
22000	33.3	66.7	42.6	57.4	53.1	46.9
22500	32.3	67.7	41.7	58.3	54.6	45.4
23000	32.5	67.5	40.5	59.5	55.2	44.8
23500	32.8	67.2	47.8	52.2	51.4	48.6
24000	33.5	66.5	52.6	47.4	49.3	50.7
24500	33.4	66.6	51	49	50.8	49.2
25000	35.1	64.9	49.3	50.7	51.6	48.4
25500	34.5	65.5	45.4	54.6	54.1	45.9
26000	32.2	67.8	46	54	53.6	46.4
26500	32.5	67.5	52.1	47.9	50.2	49.8
27000	32	68	54.5	45.5	47.3	52.7
27500	32	68	51.2	48.8	46.2	53.8
28000	33.7	66.3	50.9	49.1	45.8	54.2
28500	35.2	64.8	55.4	44.6	45.4	54.6
29000	34.1	65.9	54.8	45.2	49.9	50.1
