# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	25.8	74.2	46.6	53.4	36	64
500	29	71	40.7	59.3	54.7	45.3
1000	32.1	67.9	39.5	60.5	63	37
1500	34	66	43.3	56.7	61.5	38.5
2000	35.7	64.3	37.6	62.4	60.9	39.1
2500	36.3	63.7	29.1	70.9	62.2	37.8
3000	34.1	65.9	29.6	70.4	62.9	37.1
3500	32.1	67.9	32.8	67.2	63.3	36.7
4000	32.3	67.7	41.5	58.5	58.2	41.8
4500	34.8	65.2	47.3	52.7	54.1	45.9
5000	34.8	65.2	38.9	61.1	57.1	42.9
5500	29.9	70.1	31.3	68.7	58.8	41.2
6000	28.5	71.5	33.3	66.7	57.8	42.2
6500	29.8	70.2	35.3	64.7	58.9	41.1
7000	29.7	70.3	43.5	56.5	59	41
7500	30.1	69.9	45	55	57.1	42.9
8000	30.6	69.4	42.4	57.6	55.4	44.6
8500	32.3	67.7	45.8	54.2	52.9	47.1
9000	33.3	66.7	48.2	51.8	49.7	50.3
9500	32.9	67.1	49.1	50.9	50.4	49.6
10000	34.3	65.7	45.5	54.5	51.2	48.8
10500	34.3	65.7	43.9	56.1	49.8	50.2
11000	33.7	66.3	44.2	55.8	52.3	47.7
11500	36.9	63.1	44.9	55.1	52.2	47.8
12000	39.4	60.6	41.9	58.1	55.3	44.7
12500	37.8	62.2	39.7	60.3	58.7	41.3
13000	38.6	61.4	41.2	58.8	56.2	43.8
13500	40.5	59.5	39.9	60.1	55.8	44.2
14000	39.3	60.7	41.7	58.3	53	47
14500	40	60	42.7	57.3	55.5	44.5
15000	38.9	61.1	40	60	59.1	40.9
15500	37.3	62.7	41.2	58.8	56.5	43.5
16000	40.4	59.6	40.6	59.4	55.6	44.4
16500	41.4	58.6	39.1	60.9	56.7	43.3
17000	40.1	59.9	41.4	58.6	56.9	43.1
17500	40.1	59.9	42.6	57.4	56.9	43.1
18000	40.1	59.9	44.8	55.2	56.5	43.5
18500	39.2	60.8	43.3	56.7	57.7	42.3
19000	39.8	60.2	41.6	58.4	58.2	41.8
19500	39.4	60.6	42.3	57.7	58.1	41.9
20000	39.6	60.4	39.5	60.5	55.7	44.3
20500	44.1	55.9	36.5	63.5	48.4	51.6
21000	46.1	53.9	34.3	65.7	48	52
21500	44.5	55.5	34.6	65.4	48.9	51.1
22000	47.1	52.9	37.6	62.4	47.1	52.9
22500	45.8	54.2	39.3	60.7	47.5	52.5
23000	43.1	56.9	36.5	63.5	49	51
23500	43.7	56.3	33.2	66.8	49.7	50.3
24000	40.2	59.8	30.6	69.4	52.2	47.8
24500	33.7	66.3	25.1	74.9	59.8	40.2
25000	31.8	68.2	26.2	73.8	63.4	36.6
25500	32.1	67.9	33.7	66.3	60.8	39.2
26000	31	69	38.7	61.3	58.1	41.9
26500	32.8	67.2	42	58	59	41
27000	31.3	68.7	43.4	56.6	60.3	39.7
27500	29.7	70.3	41.2	58.8	61.3	38.7
28000	30.6	69.4	35.5	64.5	64.1	35.9
28500	31	69	36.3	63.7	62.3	37.7
29000	32.3	67.7	39.1	60.9	59.8	40.2
29500	31.5	68.5	40.2	59.8	59.9	40.1
30000	32.6	67.4	44.2	55.8	57.4	42.6
30500	34.2	65.8	41.1	58.9	57.9	42.1
31000	32.6	67.4	37.1	62.9	61.1	38.9
31500	33.7	66.3	38.7	61.3	60.2	39.8
32000	33.1	66.9	39.5	60.5	58.2	41.8
32500	31.8	68.2	40.9	59.1	61.9	38.1
33000	32.2	67.8	39.9	60.1	66.3	33.7
33500	30.7	69.3	38.2	61.8	63.5	36.5
34000	30.1	69.9	38.6	61.4	61.5	38.5
34500	31.9	68.1	39.3	60.7	63	37
35000	34.2	65.8	43.3	56.7	61.9	38.1
35500	37.1	62.9	38	62	60.7	39.3
36000	37	63	29.2	70.8	62.4	37.6
36500	33.3	66.7	29.6	70.4	63.1	36.9
37000	31.9	68.1	33	67	62.7	37.3
37500	32.5	67.5	42.1	57.9	57.4	42.6
38000	35	65	46.8	53.2	54.4	45.6
38500	34.3	65.7	38	62	57.5	42.5
39000	29.3	70.7	30.9	69.1	58.4	41.6
39500	29.4	70.6	32.8	67.2	57.8	42.2
40000	30.6	69.4	38.4	61.6	57.2	42.8
40500	28.9	71.1	42	58	58.5	41.5
41000	28	72	39.7	60.3	57.9	42.1
41500	28	72	36.7	63.3	55.7	44.3
42000	29.9	70.1	41.5	58.5	54	46
42500	32.4	67.6	47	53	52.8	47.2
43000	33.2	66.8	48.2	51.8	53.4	46.6
43500	32.9	67.1	45.6	54.4	53.7	46.3
44000	31.3	68.7	42.8	57.2	52.9	47.1
44500	32	68	46.3	53.7	52.7	47.3
45000	33.4	66.6	50	50	51	49
45500	34.6	65.4	52.6	47.4	49	51
46000	35.6	64.4	52.4	47.6	49.8	50.2
46500	35.7	64.3	53.8	46.2	47.3	52.7
47000	33.9	66.1	57.8	42.2	45.3	54.7
47500	32	68	49.6	50.4	51.2	48.8
48000	36.7	63.3	43.1	56.9	52.6	47.4
48500	37.6	62.4	47.8	52.2	51.6	48.4
49000	33.3	66.7	49	51	52.1	47.9
49500	30.7	69.3	45.3	54.7	50.4	49.6
50000	33.7	66.3	45.1	54.9	48.2	51.8
50500	39.6	60.4	50.8	49.2	46.8	53.2
51000	40.7	59.3	56.9	43.1	49.6	50.4
51500	36.5	63.5	56.2	43.8	50.1	49.9
52000	35.5	64.5	50	50	47.7	52.3
52500	38	62	48.6	51.4	48	52
53000	37.8	62.2	49.9	50.1	50.1	49.9
53500	38.4	61.6	52.2	47.8	48.4	51.6
54000	37.2	62.8	52.3	47.7	48.5	51.5
54500	34.1	65.9	48.2	51.8	49.7	50.3
55000	33.8	66.2	46	54	50.8	49.2
55500	32.5	67.5	45.4	54.6	52.5	47.5
56000	30.1	69.9	49.1	50.9	49.8	50.2
56500	32.2	67.8	57.8	42.2	43.8	56.2
57000	35.5	64.5	60.9	39.1	42	58
57500	35.4	64.6	51.9	48.1	46.7	53.3
58000	36	64	42.4	57.6	51	49
58500	36.7	63.3	48.7	51.3	49.4	50.6
59000	33	67	54.6	45.4	44.6	55.4
59500	33.9	66.1	47.8	52.2	46.1	53.9
60000	36.6	63.4	45.9	54.1	49.3	50.7
60500	38.5	61.5	50.3	49.7	49.6	50.4
61000	41.2	58.8	53.3	46.7	51.7	48.3
61500	35.6	64.4	56.2	43.8	46.8	53.2
62000	31.4	68.6	52	48	43.8	56.2
62500	32.2	67.8	44.7	55.3	49.5	50.5
63000	31.3	68.7	46.4	53.6	51.3	48.7
63500	33	67	48.5	51.5	51.1	48.9
64000	33.6	66.4	51.3	48.7	48.9	51.1
64500	32.9	67.1	52.7	47.3	49.8	50.2
65000	33.1	66.9	48.2	51.8	52.5	47.5
65500	34.7	65.3	51.7	48.3	49.4	50.6
66000	34.9	65.1	51.1	48.9	49.2	50.8
66500	32.5	67.5	49.9	50.1	46.8	53.2
67000	32.5	67.5	53.3	46.7	44.4	55.6
67500	35.6	64.4	51.1	48.9	50.5	49.5
68000	34.7	65.3	52	48	51.3	48.7
68500	35.4	64.6	52.2	47.8	48.8	51.2
69000	37.6	62.4	50.7	49.3	47.7	52.3
69500	35.3	64.7	50.6	49.4	46.7	53.3
70000	37.2	62.8	52.6	47.4	48.4	51.6
70500	35.9	64.1	52.7	47.3	49.8	50.2
71000	34.6	65.4	50.4	49.6	50.4	49.6
71500	37.3	62.7	53.2	46.8	49.9	50.1
72000	30.9	69.1	49.8	50.2	53.1	46.9
72500	28	72	45.1	54.9	53.9	46.1
73000	34.3	65.7	48.7	51.3	47.8	52.2
73500	35.3	64.7	52.9	47.1	46.4	53.6
74000	31.3	68.7	51.4	48.6	47.9	52.1
74500	31.6	68.4	46.3	53.7	47.9	52.1
75000	36.2	63.8	49.7	50.3	47.3	52.7
75500	36.3	63.7	51.2	48.8	49.5	50.5
76000	32.1	67.9	45.3	54.7	55.6	44.4
76500	33.2	66.8	41.3	58.7	53.9	46.1
77000	34.9	65.1	41.7	58.3	50	50
77500	33.9	66.1	45.1	54.9	49.2	50.8
78000	37.4	62.6	45.2	54.8	49.8	50.2
78500	37.7	62.3	45.2	54.8	52.1	47.9
79000	36	64	47.6	52.4	52.6	47.4
79500	36.6	63.4	50.1	49.9	52.9	47.1
80000	34.9	65.1	47.1	52.9	53.2	46.8
80500	32.8	67.2	43.1	56.9	51.9	48.1
81000	33.6	66.4	44.2	55.8	51.4	48.6
81500	32	68	44.3	55.7	54.5	45.5
82000	32	68	43.1	56.9	57.1	42.9
82500	33.1	66.9	44	56	55.5	44.5
83000	30.3	69.7	49.2	50.8	52.3	47.7
83500	28.9	71.1	55.6	44.4	50.1	49.9
84000	32.4	67.6	57.4	42.6	48.4	51.6
84500	34.8	65.2	54.5	45.5	51.1	48.9
85000	32.9	67.1	50.3	49.7	51.4	48.6
85500	32.6	67.4	52.6	47.4	47.8	52.2
86000	33.3	66.7	52.6	47.4	47.1	52.9
86500	32.9	67.1	50	50	47.7	52.3
87000	33.4	66.6	54.3	45.7	48.1	51.9
87500	34.4	65.6	57.9	42.1	48.9	51.1
88000	32.3	67.7	58.1	41.9	49	51
88500	34.3	65.7	51.1	48.9	48.8	51.2
89000	36.2	63.8	44	56	49.8	50.2
89500	36.3	63.7	42.7	57.3	51	49
90000	35.2	64.8	42.1	57.9	52.7	47.3
90500	32.6	67.4	43.8	56.2	53	47
91000	30.4	69.6	47.9	52.1	52.9	47.1
91500	32.9	67.1	50.1	49.9	52	48
92000	35.7	64.3	49.2	50.8	51.5	48.5
92500	32.6	67.4	47.5	52.5	50.9	49.1
93000	32.5	67.5	48.4	51.6	50.3	49.7
93500	31.2	68.8	48	52	53	47
94000	32	68	40.6	59.4	55	45
94500	33.1	66.9	44.8	55.2	51.9	48.1
95000	33.8	66.2	53.9	46.1	48.5	51.5
95500	35.3	64.7	56.2	43.8	48.9	51.1
96000	37.1	62.9	57.4	42.6	49.7	50.3
96500	35.5	64.5	53.9	46.1	52.6	47.4
97000	29.9	70.1	54.3	45.7	50.6	49.4
97500	30.5	69.5	54.3	45.7	47.2	52.8
98000	33.6	66.4	51.7	48.3	49.5	50.5
98500	36.3	63.7	56.5	43.5	49.2	50.8
99000	34.7	65.3	59.3	40.7	49.2	50.8
99500	30.4	69.6	51.1	48.9	49.9	50.1
100000	29.5	70.5	46.7	53.3	47.8	52.2
100500	33.2	66.8	54.6	45.4	45.6	54.4
101000	35.4	64.6	53.2	46.8	46.8	53.2
101500	35.5	64.5	42.6	57.4	51.5	48.5
102000	37.2	62.8	46.7	53.3	50.3	49.7
102500	34.2	65.8	51	49	49.4	50.6
103000	32	68	50.6	49.4	51	49
103500	36.6	63.4	54.8	45.2	50	50
104000	38.5	61.5	56.6	43.4	49.7	50.3
104500	33.9	66.1	50.7	49.3	50.8	49.2
105000	31.8	68.2	43.2	56.8	52.8	47.2
105500	32.8	67.2	46.6	53.4	52.2	47.8
106000	33.6	66.4	52.1	47.9	47.3	52.7
106500	32.9	67.1	48.9	51.1	47.6	52.4
107000	34.2	65.8	48.4	51.6	49.6	50.4
107500	36.3	63.7	51.1	48.9	48.2	51.8
108000	35	65	52.8	47.2	48	52
108500	32.3	67.7	54.6	45.4	46.5	53.5
109000	32.6	67.4	56.3	43.7	46.3	53.7
109500	33.2	66.8	49.3	50.7	52.1	47.9
110000	30.1	69.9	39.6	60.4	55.1	44.9
110500	32.4	67.6	40.7	59.3	53.5	46.5
111000	35	65	41.3	58.7	54.7	45.3
111500	33.8	66.2	41.7	58.3	52.3	47.7
112000	33.8	66.2	47.4	52.6	47.8	52.2
112500	37.3	62.7	56	44	48.7	51.3
113000	35.7	64.3	57.2	42.8	49.3	50.7
113500	35.5	64.5	48.2	51.8	49.1	50.9
114000	37.8	62.2	51.9	48.1	49.7	50.3
114500	36.1	63.9	59.3	40.7	49	51
115000	34.3	65.7	57.8	42.2	49.1	50.9
115500	34.8	65.2	51.3	48.7	51.1	48.9
116000	34.7	65.3	42.4	57.6	52.3	47.7
116500	32.4	67.6	45.8	54.2	51.4	48.6
117000	32.7	67.3	47.4	52.6	50.7	49.3
117500	33.2	66.8	47.4	52.6	49.6	50.4
118000	33.3	66.7	50.1	49.9	50	50
118500	34.5	65.5	45.3	54.7	51.8	48.2
119000	36.3	63.7	43.3	56.7	52.2	47.8
119500	35.7	64.3	42.6	57.4	51.5	48.5
120000	34.4	65.6	41.5	58.5	53.5	46.5
120500	33.1	66.9	46.5	53.5	56.2	43.8
121000	31.8	68.2	51.7	48.3	53.1	46.9
121500	31	69	48.7	51.3	53.1	46.9
122000	31.3	68.7	45	55	53.5	46.5
122500	34.2	65.8	47.1	52.9	51.3	48.7
123000	33.5	66.5	52.5	47.5	49	51
123500	30.4	69.6	54	46	49	51
124000	32.8	67.2	49.9	50.1	51.9	48.1
124500	32.9	67.1	52.4	47.6	49.3	50.7
125000	31.3	68.7	51.4	48.6	48.5	51.5
125500	32.1	67.9	49.9	50.1	48.4	51.6
126000	35	65	56	44	46.2	53.8
126500	36.6	63.4	58.2	41.8	44.8	55.2
127000	35.6	64.4	59.3	40.7	45.5	54.5
127500	35.5	64.5	58.1	41.9	49.8	50.2
128000	36.3	63.7	46.4	53.6	54.9	45.1
128500	37.7	62.3	37.8	62.2	54.9	45.1
129000	37.6	62.4	38	62	54.6	45.4
129500	38.5	61.5	36.3	63.7	54.8	45.2
130000	39.2	60.8	44.9	55.1	52.7	47.3
130500	39.2	60.8	56	44	48	52
131000	42.3	57.7	53.1	46.9	46.6	53.4
131500	42.4	57.6	49.6	50.4	50	50
132000	37.1	62.9	47.6	52.4	50.9	49.1
132500	33.4	66.6	49.7	50.3	49.7	50.3
133000	35.9	64.1	54.5	45.5	46.2	53.8
133500	40.8	59.2	58.1	41.9	45.1	54.9
134000	42	58	64.3	35.7	45.7	54.3
134500	39.8	60.2	66.9	33.1	45.9	54.1
135000	37.9	62.1	65.2	34.8	47.5	52.5
135500	38.4	61.6	65	35	47.8	52.2
136000	39.2	60.8	67.3	32.7	46.5	53.5
136500	39.1	60.9	69	31	45.9	54.1
137000	37.7	62.3	70.6	29.4	45.1	54.9
137500	38.3	61.7	68.6	31.4	47.3	52.7
138000	39	61	66.3	33.7	48.9	51.1
138500	36.8	63.2	68	32	46.2	53.8
139000	37.4	62.6	60.4	39.6	46.8	53.2
139500	40	60	46.2	53.8	51.4	48.6
140000	37.9	62.1	43.5	56.5	52.2	47.8
140500	34.7	65.3	43.7	56.3	51.8	48.2
141000	34.6	65.4	42.1	57.9	53.9	46.1
141500	33.5	66.5	46.8	53.2	53.5	46.5
142000	32.3	67.7	47	53	53.9	46.1
142500	33.8	66.2	47.4	52.6	50.6	49.4
143000	35.9	64.1	54.9	45.1	45.2	54.8
143500	37	63	57.2	42.8	45	55
144000	37.1	62.9	57	43	44.1	55.9
144500	37.7	62.3	58	42	43.7	56.3
145000	38	62	55.1	44.9	45.7	54.3
145500	38.9	61.1	50.4	49.6	48.7	51.3
146000	42.4	57.6	46.1	53.9	47.9	52.1
146500	41.5	58.5	40.7	59.3	48	52
147000	38.2	61.8	38.5	61.5	49.5	50.5
147500	39.1	60.9	39.9	60.1	50.6	49.4
148000	33.5	66.5	46.9	53.1	48.4	51.6
148500	32.3	67.7	47.8	52.2	47.3	52.7
149000	38.3	61.7	44.1	55.9	51.8	48.2
149500	36.7	63.3	48.2	51.8	53.1	46.9
150000	34.7	65.3	51.4	48.6	52.9	47.1
150500	34.3	65.7	53.2	46.8	50.3	49.7
