# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	24.9	75.1	50	50	25.1	74.9
500	30.7	69.3	41.5	58.5	36	64
1000	42.4	57.6	37.1	62.9	47.7	52.3
1500	47.7	52.3	41	59	47.9	52.1
2000	44.3	55.7	37.7	62.3	47	53
2500	43.8	56.2	34.5	65.5	48.3	51.7
3000	43.7	56.3	32.7	67.3	51.2	48.8
3500	36.7	63.3	27.5	72.5	57	43
4000	33.1	66.9	25.9	74.1	61.2	38.8
4500	32.7	67.3	30.4	69.6	61.5	38.5
5000	31.4	68.6	35.5	64.5	60.3	39.7
5500	32.3	67.7	39.4	60.6	58.3	41.7
6000	31.6	68.4	41.1	58.9	59.9	40.1
6500	29.9	70.1	43.7	56.3	61.6	38.4
7000	31.3	68.7	40.7	59.3	62.2	37.8
7500	30.2	69.8	33.9	66.1	63.7	36.3
8000	30.2	69.8	35.5	64.5	61.3	38.7
8500	33.1	66.9	39	61	59.9	40.1
9000	30.5	69.5	44	56	59.5	40.5
9500	33.2	66.8	43.3	56.7	57.9	42.1
10000	35	65	37.2	62.8	60.4	39.6
10500	32.3	67.7	38	62	61.1	38.9
11000	34.1	65.9	39.7	60.3	58.4	41.6
11500	32.7	67.3	40.2	59.8	59.5	40.5
12000	32.1	67.9	41.3	58.7	64.6	35.4
12500	31.3	68.7	39.4	60.6	64.7	35.3
13000	29.9	70.1	37.9	62.1	61.6	38.4
13500	30.2	69.8	39.2	60.8	62.2	37.8
14000	32.4	67.6	40.8	59.2	62.8	37.2
14500	36.2	63.8	42.9	57.1	59.5	40.5
15000	35.9	64.1	33.4	66.6	62.5	37.5
15500	36	64	26.8	73.2	65.2	34.8
16000	33.6	66.4	31.8	68.2	62.2	37.8
16500	32.7	67.3	34.5	65.5	61.2	38.8
17000	35.1	64.9	47.2	52.8	53.9	46.1
17500	34.5	65.5	46	54	53.9	46.1
18000	31.6	68.4	31.5	68.5	59.1	40.9
18500	28.7	71.3	31.2	68.8	58.3	41.7
19000	29.3	70.7	34	66	58.1	41.9
19500	30.6	69.4	40.9	59.1	58.1	41.9
20000	30.4	69.6	43	57	58	42
20500	31.4	68.6	41.1	58.9	57.1	42.9
21000	32.8	67.2	45.2	54.8	53.4	46.6
21500	32.2	67.8	49.1	50.9	48.9	51.1
22000	32.6	67.4	48.5	51.5	50.7	49.3
22500	33.9	66.1	45.2	54.8	51.9	48.1
23000	35	65	43.5	56.5	49.9	50.1
23500	34.9	65.1	44.5	55.5	51.6	48.4
24000	32.5	67.5	40.6	59.4	54.7	45.3
24500	33	67	41.1	58.9	54.3	45.7
25000	33.4	66.6	51.6	48.4	50.8	49.2
25500	32	68	51.6	48.4	50.2	49.8
26000	33.9	66.1	48.8	51.2	52.3	47.7
26500	35	65	48.9	51.1	52.7	47.3
27000	32.2	67.8	45.9	54.1	53.1	46.9
27500	32.3	67.7	47.8	52.2	51.3	48.7
28000	33.1	66.9	53.7	46.3	48.8	51.2
28500	31.3	68.7	53.1	46.9	48.4	51.6
29000	30.3	69.7	50.7	49.3	47.8	52.2
29500	31.8	68.2	52.9	47.1	46.3	53.7
30000	34.1	65.9	55	45	46.1	53.9
30500	33.6	66.4	55.1	44.9	50.3	49.7
31000	33	67	52.6	47.4	53	47
31500	33.6	66.4	47.5	52.5	53.5	46.5
32000	32	68	44.5	55.5	52.5	47.5
32500	31.6	68.4	45.3	54.7	51.3	48.7
33000	34.9	65.1	44.3	55.7	50.8	49.2
33500	35	65	43.4	56.6	49.8	50.2
34000	33.9	66.1	43.9	56.1	51.6	48.4
34500	32.6	67.4	39.2	60.8	54.4	45.6
35000	32.2	67.8	42.8	57.2	55.2	44.8
35500	36.4	63.6	56.2	43.8	49	51
36000	35.6	64.4	55.2	44.8	46	54
36500	33.8	66.2	45.6	54.4	50.6	49.4
37000	33.8	66.2	45.4	54.6	50	50
37500	32.7	67.3	49.3	50.7	48.8	51.2
38000	33.7	66.3	53.3	46.7	47.4	52.6
38500	34.3	65.7	51.3	48.7	48.4	51.6
39000	34.5	65.5	49.6	50.4	49.7	50.3
39500	38.9	61.1	55.7	44.3	48.8	51.2
40000	44.4	55.6	57.8	42.2	51.8	48.2
40500	44	56	56.6	43.4	52.4	47.6
41000	40.4	59.6	55.9	44.1	51.3	48.7
41500	36.1	63.9	54.2	45.8	51.3	48.7
42000	36.6	63.4	46.9	53.1	51.5	48.5
42500	37.2	62.8	43.3	56.7	51.3	48.7
43000	35.1	64.9	47.1	52.9	52.8	47.2
43500	33.3	66.7	45.6	54.4	51.5	48.5
44000	36	64	40.8	59.2	49.2	50.8
44500	37.2	62.8	46.7	53.3	50.7	49.3
45000	33.7	66.3	47.6	52.4	51.3	48.7
45500	33.1	66.9	42.2	57.8	53.3	46.7
46000	34.6	65.4	50.1	49.9	50.1	49.9
46500	35.9	64.1	51.1	48.9	46.6	53.4
47000	37.8	62.2	48.6	51.4	49	51
47500	35.7	64.3	54.6	45.4	50.7	49.3
48000	29.3	70.7	53.5	46.5	50.8	49.2
48500	34.1	65.9	56.4	43.6	45.7	54.3
49000	37.6	62.4	65.6	34.4	43.2	56.8
49500	37.6	62.4	67	33	43.2	56.8
50000	36.2	63.8	59	41	46.2	53.8
50500	34.9	65.1	51	49	50.5	49.5
51000	35.2	64.8	48.7	51.3	49.9	50.1
51500	32.6	67.4	50	50	50.6	49.4
52000	33.1	66.9	55.8	44.2	51.7	48.3
52500	35.1	64.9	57.1	42.9	49.8	50.2
53000	34.3	65.7	51	49	50.1	49.9
53500	35.2	64.8	45	55	51.8	48.2
54000	37	63	45.3	54.7	51.9	48.1
54500	34.2	65.8	48.4	51.6	50.4	49.6
55000	36.7	63.3	55.6	44.4	45.3	54.7
55500	34.5	65.5	60.8	39.2	46.5	53.5
56000	31.4	68.6	50.8	49.2	53	47
56500	33.5	66.5	42	58	49.9	50.1
57000	34.8	65.2	41.5	58.5	47.3	52.7
57500	33.3	66.7	44.2	55.8	47.5	52.5
58000	32.5	67.5	49.5	50.5	48.4	51.6
58500	34	66	49.8	50.2	49.2	50.8
59000	34.6	65.4	50.8	49.2	48.6	51.4
59500	32	68	54.1	45.9	49.5	50.5
60000	29.2	70.8	51	49	51.2	48.8
60500	32.3	67.7	44.6	55.4	55.1	44.9
61000	39.1	60.9	49.1	50.9	51.2	48.8
61500	42.5	57.5	56.8	43.2	47.1	52.9
62000	38.8	61.2	50.5	49.5	53.9	46.1
62500	35.9	64.1	39.1	60.9	57.4	42.6
63000	34.7	65.3	38.7	61.3	55	45
63500	31.3	68.7	43	57	52.5	47.5
64000	32.3	67.7	42.5	57.5	55.8	44.2
64500	37.5	62.5	45.9	54.1	59.8	40.2
65000	37.7	62.3	48.9	51.1	55.8	44.2
65500	36.5	63.5	43.6	56.4	58.7	41.3
66000	34.8	65.2	43.2	56.8	59.6	40.4
66500	30.7	69.3	49.6	50.4	50.3	49.7
67000	30.3	69.7	51	49	48.3	51.7
67500	34.4	65.6	50.6	49.4	50.2	49.8
68000	37	63	53.3	46.7	47.9	52.1
68500	39.6	60.4	57.9	42.1	49.7	50.3
69000	40.2	59.8	55.8	44.2	53.8	46.2
69500	36.8	63.2	46.8	53.2	53.4	46.6
70000	34.9	65.1	44.9	55.1	49.4	50.6
70500	33.5	66.5	49.7	50.3	47.8	52.2
71000	32.4	67.6	52.3	47.7	47.5	52.5
71500	32.7	67.3	53.3	46.7	47	53
72000	32	68	55.1	44.9	47.5	52.5
72500	31.5	68.5	52.7	47.3	47.4	52.6
73000	32.9	67.1	53.3	46.7	45.6	54.4
73500	34.4	65.6	57.8	42.2	45.2	54.8
74000	33.9	66.1	55	45	51.3	48.7
74500	32.4	67.6	51	49	53	47
75000	32.6	67.4	47.8	52.2	51.6	48.4
75500	32.6	67.4	45.7	54.3	52.9	47.1
76000	33.6	66.4	47.6	52.4	53.6	46.4
76500	33.4	66.6	49.7	50.3	52.7	47.3
77000	32	68	45.9	54.1	52.9	47.1
77500	34.1	65.9	46.8	53.2	50.5	49.5
78000	35.6	64.4	48.7	51.3	48.5	51.5
78500	35.7	64.3	45.6	54.4	50.3	49.7
79000	35.6	64.4	52.8	47.2	47.4	52.6
79500	35.4	64.6	54.3	45.7	47.5	52.5
80000	38.4	61.6	45.7	54.3	52.5	47.5
80500	35.8	64.2	44.5	55.5	53.3	46.7
81000	28.6	71.4	49	51	49.8	50.2
81500	30.6	69.4	49.3	50.7	48.5	51.5
82000	33	67	42.1	57.9	51.5	48.5
82500	31.7	68.3	42.8	57.2	52.3	47.7
83000	30.9	69.1	47.2	52.8	53.1	46.9
83500	31.9	68.1	49.4	50.6	51.7	48.3
84000	32.4	67.6	54.3	45.7	49.7	50.3
84500	33.9	66.1	59.1	40.9	47.4	52.6
85000	36.7	63.3	59.2	40.8	48.9	51.1
85500	38.5	61.5	55.2	44.8	55.5	44.5
86000	35.4	64.6	52.6	47.4	54	46
86500	37	63	45.3	54.7	51.5	48.5
87000	41.9	58.1	43.8	56.2	50.1	49.9
87500	39.6	60.4	43.8	56.2	51	49
88000	37.1	62.9	45.4	54.6	51.5	48.5
88500	36.9	63.1	46.5	53.5	51	49
89000	33.2	66.8	43.9	56.1	49.9	50.1
89500	30.8	69.2	46.1	53.9	49.5	50.5
90000	33.2	66.8	46.5	53.5	51.5	48.5
90500	30.1	69.9	44.4	55.6	51.5	48.5
91000	28.8	71.2	45.5	54.5	51.7	48.3
91500	33.3	66.7	52.4	47.6	50.7	49.3
92000	35.9	64.1	57.2	42.8	48.1	51.9
92500	41.5	58.5	54.2	45.8	45.5	54.5
