# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	53.4	46.6	41.2	58.8	45.2	54.8
500	50.6	49.4	40.7	59.3	42.3	57.7
1000	49.3	50.7	42.1	57.9	44.8	55.2
1500	56.6	43.4	40.8	59.2	43.2	56.8
2000	59.9	40.1	45.8	54.2	42.1	57.9
2500	57.1	42.9	47.5	52.5	48.6	51.4
3000	59.2	40.8	52	48	50.4	49.6
3500	61.5	38.5	53.1	46.9	48.6	51.4
4000	60	40	52.7	47.3	50.5	49.5
4500	55.4	44.6	58.9	41.1	52.5	47.5
5000	55.7	44.3	56.4	43.6	45.9	54.1
5500	57.1	42.9	56.8	43.2	45.7	54.3
6000	56.1	43.9	56.8	43.2	47.3	52.7
6500	54.2	45.8	57.1	42.9	46.7	53.3
7000	57.2	42.8	59.3	40.7	46.7	53.3
7500	60.3	39.7	56.1	43.9	44.8	55.2
8000	58.3	41.7	57.2	42.8	46.1	53.9
8500	58.4	41.6	60.8	39.2	44.2	55.8
9000	57.9	42.1	58.3	41.7	42	58
9500	54.6	45.4	55.1	44.9	41.9	58.1
10000	53.4	46.6	52.1	47.9	45.3	54.7
10500	54.2	45.8	50.3	49.7	48.7	51.3
11000	58.1	41.9	53.9	46.1	44	56
11500	58.9	41.1	58.5	41.5	43.8	56.2
12000	54.7	45.3	60.2	39.8	45.5	54.5
12500	53.9	46.1	59	41	44.1	55.9
13000	56.4	43.6	59.3	40.7	45.9	54.1
13500	61.5	38.5	60.7	39.3	46.6	53.4
14000	63.4	36.6	61	39	45	55
14500	60	40	59.1	40.9	44.5	55.5
15000	58.4	41.6	56.9	43.1	45.3	54.7
15500	59.1	40.9	55.2	44.8	46.9	53.1
16000	57.8	42.2	55.3	44.7	47.9	52.1
16500	57.4	42.6	56.2	43.8	46.4	53.6
17000	60.1	39.9	52.5	47.5	44	56
17500	60.2	39.8	48.9	51.1	42.7	57.3
18000	62	38	52.6	47.4	44.8	55.2
18500	65.4	34.6	54.2	45.8	44.4	55.6
19000	63.7	36.3	54	46	43.5	56.5
19500	59.4	40.6	52.8	47.2	47.2	52.8
20000	49.1	50.9	42.7	57.3	53.2	46.8
20500	47.7	52.3	39.5	60.5	55.8	44.2
21000	55.8	44.2	44.9	55.1	48.5	51.5
21500	54.2	45.8	45.1	54.9	47.9	52.1
22000	52.3	47.7	44.5	55.5	50.6	49.4
22500	53.1	46.9	41.6	58.4	45.3	54.7
23000	51.2	48.8	40.7	59.3	40.9	59.1
23500	50	50	41.7	58.3	42.5	57.5
24000	55.7	44.3	41.4	58.6	43.3	56.7
24500	58.3	41.7	46	54	43.9	56.1
25000	57.1	42.9	54.6	45.4	52.7	47.3
25500	53	47	53.4	46.6	56	44
26000	51.2	48.8	55.9	44.1	55.5	44.5
26500	58.8	41.2	61.1	38.9	59.1	40.9
27000	56	44	52.5	47.5	54.7	45.3
27500	48.1	51.9	54.8	45.2	49.7	50.3
28000	48.8	51.2	62.1	37.9	54.9	45.1
28500	52.9	47.1	56.8	43.2	55.9	44.1
29000	53.2	46.8	58	42	54	46
29500	52.2	47.8	60.5	39.5	53.3	46.7
30000	54.5	45.5	55.9	44.1	54.6	45.4
30500	55.6	44.4	55.3	44.7	57.3	42.7
31000	55.5	44.5	52.6	47.4	58.5	41.5
31500	55.5	44.5	53.7	46.3	58.2	41.8
32000	53.3	46.7	55.9	44.1	55.4	44.6
32500	51.9	48.1	53	47	53.1	46.9
33000	51.5	48.5	53.9	46.1	50.8	49.2
33500	52.5	47.5	56.8	43.2	52.5	47.5
34000	55.9	44.1	56.6	43.4	58.1	41.9
