# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	19.5	80.5	45.8	54.2	46.3	53.7
500	26.7	73.3	40.8	59.2	47.7	52.3
1000	23.2	76.8	36.7	63.3	55.1	44.9
1500	26.7	73.3	33.5	66.5	56.8	43.2
2000	30.9	69.1	38.7	61.3	51	49
2500	28.6	71.4	41.6	58.4	49.2	50.8
3000	30.6	69.4	43.1	56.9	47.5	52.5
3500	30.2	69.8	42.7	57.3	50.3	49.7
4000	33.8	66.2	41.8	58.2	58	42
4500	32.1	67.9	41.6	58.4	60.1	39.9
5000	26.7	73.3	43.2	56.8	62.1	37.9
5500	28.8	71.2	47.5	52.5	64.1	35.9
6000	28.5	71.5	39.7	60.3	62.8	37.2
6500	25.5	74.5	38.4	61.6	60.3	39.7
7000	20.2	79.8	47.4	52.6	55.2	44.8
7500	16.5	83.5	49.6	50.4	52.9	47.1
8000	16.4	83.6	52.5	47.5	47.5	52.5
8500	24.7	75.3	54.9	45.1	44.6	55.4
9000	27.6	72.4	59.3	40.7	44.9	55.1
9500	20.7	79.3	62	38	43.5	56.5
10000	19.8	80.2	60.3	39.7	45.1	54.9
10500	19.6	80.4	59.9	40.1	43.3	56.7
11000	18.7	81.3	60.1	39.9	42	58
11500	18.3	81.7	61.7	38.3	41.8	58.2
12000	22.8	77.2	59.9	40.1	44.5	55.5
12500	21.9	78.1	53.6	46.4	50.7	49.3
13000	19.2	80.8	47.9	52.1	51.7	48.3
13500	23.6	76.4	46.2	53.8	51.2	48.8
14000	25.4	74.6	50.1	49.9	49.9	50.1
14500	27.7	72.3	55.2	44.8	49.5	50.5
15000	25.4	74.6	50	50	51.6	48.4
15500	20.3	79.7	46.6	53.4	49.7	50.3
16000	19.5	80.5	47.5	52.5	49.4	50.6
16500	20.3	79.7	43.8	56.2	54.1	45.9
17000	20.1	79.9	43.5	56.5	54	46
17500	20.6	79.4	43.9	56.1	54.1	45.9
18000	22.9	77.1	43.2	56.8	54.1	45.9
18500	21.6	78.4	45.5	54.5	50.9	49.1
19000	22.1	77.9	44.4	55.6	51.1	48.9
19500	27.5	72.5	40.6	59.4	53.3	46.7
20000	27	73	45.9	54.1	53.7	46.3
20500	21.3	78.7	50	50	52.1	47.9
21000	19.2	80.8	48.6	51.4	48.8	51.2
21500	20.2	79.8	49.1	50.9	44.5	55.5
22000	19.2	80.8	49.9	50.1	49.7	50.3
