# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	22.1	77.9	48.2	51.8	50.3	49.7
500	22.1	77.9	50.3	49.7	51.2	48.8
1000	20.3	79.7	47.5	52.5	52.8	47.2
1500	20.3	79.7	44.7	55.3	51.6	48.4
2000	19.4	80.6	49.8	50.2	48.2	51.8
2500	17.2	82.8	54	46	48	52
3000	18.5	81.5	54.7	45.3	44	56
3500	18.3	81.7	51	49	46.9	53.1
4000	17.5	82.5	47.8	52.2	52.9	47.1
4500	17.2	82.8	48.6	51.4	50	50
5000	15.6	84.4	53.7	46.3	47.1	52.9
5500	17.1	82.9	57.7	42.3	42.6	57.4
6000	17.3	82.7	51.6	48.4	47.1	52.9
6500	17.2	82.8	47.6	52.4	52.8	47.2
7000	17.5	82.5	49.7	50.3	49.8	50.2
7500	15.6	84.4	50.4	49.6	48.4	51.6
8000	17.2	82.8	56.7	43.3	44.5	55.5
8500	16.9	83.1	53.9	46.1	45.8	54.2
9000	16.4	83.6	48.3	51.7	50.3	49.7
9500	18	82	50.9	49.1	49.1	50.9
10000	16.5	83.5	51.2	48.8	48.3	51.7
10500	15.4	84.6	54.9	45.1	47.1	52.9
11000	17.2	82.8	56	44	42.8	57.2
11500	17.5	82.5	50.7	49.3	47	53
12000	16.9	83.1	48.2	51.8	52.7	47.3
12500	17.8	82.2	50.1	49.9	49.1	50.9
13000	16.4	83.6	54.6	45.4	46.2	53.8
13500	17	83	57.8	42.2	42.4	57.6
14000	17.5	82.5	51.7	48.3	47.4	52.6
14500	17.2	82.8	47.1	52.9	53.1	46.9
15000	18.3	81.7	49.5	50.5	49.6	50.4
15500	16.9	83.1	51.1	48.9	48.6	51.4
16000	16.7	83.3	56.9	43.1	45.2	54.8
16500	17.2	82.8	55.3	44.7	44.5	55.5
17000	16.7	83.3	49.2	50.8	48.9	51.1
17500	17.6	82.4	50.3	49.7	49.5	50.5
18000	17.1	82.9	51.4	48.6	49.5	50.5
18500	15.8	84.2	54.4	45.6	48.8	51.2
19000	17.6	82.4	55.6	44.4	43.2	56.8
19500	18.2	81.8	51.2	48.8	46.2	53.8
20000	17.4	82.6	48.8	51.2	52.6	47.4
20500	18.2	81.8	49.8	50.2	50.6	49.4
21000	17	83	53.5	46.5	47.5	52.5
21500	16.9	83.1	57.6	42.4	42.3	57.7
22000	16.7	83.3	52.8	47.2	45.7	54.3
22500	17.2	82.8	48.2	51.8	52.2	47.8
23000	18.2	81.8	49.7	50.3	50.9	49.1
23500	16.8	83.2	52	48	48	52
24000	16.3	83.7	57.4	42.6	45.1	54.9
24500	17.7	82.3	54.3	45.7	45.4	54.6
25000	17.3	82.7	48.9	51.1	47.6	52.4
25500	17.5	82.5	50.8	49.2	50.3	49.7
26000	17.9	82.1	51.3	48.7	50.4	49.6
26500	16	84	54.4	45.6	47.2	52.8
27000	17.4	82.6	56.6	43.4	42.4	57.6
27500	16.9	83.1	51.6	48.4	46.5	53.5
28000	16.6	83.4	48.5	51.5	52.7	47.3
28500	18	82	49.5	50.5	49.9	50.1
29000	17.1	82.9	51.3	48.7	48.4	51.6
29500	17.1	82.9	52.1	47.9	48	52
30000	22.9	77.1	48.7	51.3	52.2	47.8
30500	28.1	71.9	46	54	54.1	45.9
31000	24.3	75.7	46.1	53.9	52	48
31500	22.8	77.2	42.7	57.3	53.7	46.3
32000	21.7	78.3	42.1	57.9	55.6	44.4
32500	20.9	79.1	45.8	54.2	53.9	46.1
33000	21.1	78.9	42.6	57.4	51.3	48.7
33500	18.6	81.4	41.6	58.4	53.6	46.4
34000	17	83	42.4	57.6	58.8	41.2
34500	17.6	82.4	41.8	58.2	57.2	42.8
35000	20	80	45	55	51	49
35500	24.4	75.6	46.3	53.7	50.5	49.5
36000	24.8	75.2	46.4	53.6	51.2	48.8
36500	18.3	81.7	48.1	51.9	52.6	47.4
37000	17.9	82.1	50.6	49.4	51.9	48.1
37500	15.9	84.1	60.2	39.8	40.1	59.9
38000	5.7	94.3	81.4	18.6	18.1	81.9
38500	5	95	81.2	18.8	19.6	80.4
39000	15.6	84.4	60.2	39.8	39.6	60.4
39500	20.3	79.7	52.7	47.3	47	53
40000	18.9	81.1	54.2	45.8	47.3	52.7
40500	16.4	83.6	50.1	49.9	52.1	47.9
41000	16.3	83.7	43.9	56.1	56.4	43.6
41500	20.4	79.6	44	56	53.6	46.4
42000	18.9	81.1	46	54	52.5	47.5
42500	17.7	82.3	46.1	53.9	53.8	46.2
43000	18.1	81.9	43.2	56.8	54.9	45.1
43500	17.2	82.8	44.6	55.4	52.6	47.4
44000	17.7	82.3	51.3	48.7	47.6	52.4
44500	15.6	84.4	52.1	47.9	47.1	52.9
45000	17.7	82.3	47.6	52.4	52.9	47.1
45500	21.2	78.8	48.3	51.7	52.3	47.7
46000	19.4	80.6	49.7	50.3	48.9	51.1
46500	19.2	80.8	50	50	49.2	50.8
47000	27.3	72.7	56.6	43.4	50.5	49.5
47500	28.4	71.6	56.4	43.6	51.6	48.4
48000	21.7	78.3	50.3	49.7	50.4	49.6
48500	19.6	80.4	48.4	51.6	51.6	48.4
49000	18.2	81.8	45.9	54.1	52.1	47.9
49500	18.3	81.7	48.2	51.8	50.5	49.5
50000	20	80	48.2	51.8	52.6	47.4
50500	20.6	79.4	44	56	55.6	44.4
51000	19.8	80.2	46.3	53.7	54.3	45.7
51500	19.6	80.4	49.1	50.9	51.9	48.1
52000	20.7	79.3	47.7	52.3	51	49
52500	22.8	77.2	48.9	51.1	51.1	48.9
53000	24	76	51	49	50.6	49.4
53500	22.7	77.3	48	52	52.7	47.3
54000	20.5	79.5	46.9	53.1	55.2	44.8
54500	20.2	79.8	47.5	52.5	54.7	45.3
55000	18.8	81.2	48.4	51.6	50.2	49.8
