# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	16	84	49	51	48.8	51.2
500	15.4	84.6	49.9	50.1	50.1	49.9
1000	16.2	83.8	51.5	48.5	48.1	51.9
1500	16.1	83.9	54	46	48.3	51.7
2000	17.9	82.1	56.1	43.9	43.6	56.4
2500	17.1	82.9	51.8	48.2	46.5	53.5
3000	15.6	84.4	48.6	51.4	52.6	47.4
3500	16.3	83.7	49.4	50.6	49.5	50.5
4000	16.3	83.7	53.5	46.5	47	53
4500	17.8	82.2	57.5	42.5	43.1	56.9
5000	16.7	83.3	53.3	46.7	46.2	53.8
5500	15.6	84.4	49.1	50.9	52.1	47.9
6000	16.9	83.1	49.5	50.5	49.4	50.6
6500	16.5	83.5	50.1	49.9	48.4	51.6
7000	17.7	82.3	56.1	43.9	45.8	54.2
7500	17.1	82.9	56.2	43.8	44.7	55.3
8000	15.6	84.4	49.7	50.3	49.9	50.1
8500	16.1	83.9	49.9	50.1	49.6	50.4
9000	16	84	51.9	48.1	47.1	52.9
9500	15.9	84.1	55.7	44.3	46.8	53.2
10000	17.7	82.3	55.7	44.3	44.2	55.8
10500	16.9	83.1	50.4	49.6	47.1	52.9
11000	15.3	84.7	49.8	50.2	50.9	49.1
11500	16.3	83.7	50.4	49.6	49.7	50.3
12000	16.3	83.7	53	47	48.3	51.7
12500	17.7	82.3	56.6	43.4	43.3	56.7
13000	16.6	83.4	52.8	47.2	46.2	53.8
13500	16	84	49.6	50.4	51.4	48.6
14000	16.3	83.7	49.4	50.6	49.7	50.3
14500	15.9	84.1	51.5	48.5	48.4	51.6
15000	17.9	82.1	56.7	43.3	44	56
15500	16.6	83.4	54.6	45.4	45.2	54.8
16000	15.3	84.7	48.8	51.2	51.7	48.3
16500	16.5	83.5	49.4	50.6	49.7	50.3
17000	15.9	84.1	52.5	47.5	46.2	53.8
17500	16.3	83.7	56.7	43.3	46.2	53.8
18000	17.5	82.5	54.7	45.3	45.6	54.4
18500	16	84	49.1	50.9	48.5	51.5
19000	15.6	84.4	50.4	49.6	49.8	50.2
19500	16.3	83.7	52.1	47.9	47.8	52.2
20000	16.1	83.9	53.9	46.1	48.2	51.8
20500	17.7	82.3	55.7	44.3	44	56
21000	17	83	52.6	47.4	46.2	53.8
21500	16	84	48.3	51.7	52.5	47.5
22000	16.4	83.6	49.1	50.9	49.3	50.7
22500	16	84	54.1	45.9	46.1	53.9
23000	17.8	82.2	57.3	42.7	43.5	56.5
23500	16.9	83.1	53.3	46.7	46.4	53.6
24000	15.1	84.9	48.5	51.5	51.8	48.2
24500	16.4	83.6	49.8	50.2	49.2	50.8
25000	15.9	84.1	51.5	48.5	47.2	52.8
25500	17.1	82.9	56	44	46.1	53.9
26000	17.5	82.5	55.5	44.5	45.4	54.6
26500	15.7	84.3	50.1	49.9	49	51
27000	15.7	84.3	50.7	49.3	49.8	50.2
27500	15.8	84.2	51.2	48.8	48	52
28000	15.9	84.1	53.8	46.2	47.9	52.1
28500	17.5	82.5	56.3	43.7	43.4	56.6
29000	16.9	83.1	51.9	48.1	46.4	53.6
29500	15.7	84.3	48.3	51.7	52.8	47.2
30000	16.4	83.6	49.2	50.8	49.6	50.4
30500	16	84	53.4	46.6	46.8	53.2
31000	17.7	82.3	57.6	42.4	43.1	56.9
