# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	16.4	83.6	48.1	51.9	50.9	49.1
500	16.6	83.4	45.8	54.2	53.6	46.4
1000	20.6	79.4	41.9	58.1	58.9	41.1
1500	19.8	80.2	40	60	61	39
2000	22.4	77.6	41.8	58.2	60.4	39.6
2500	22.8	77.2	46	54	57.8	42.2
3000	17.7	82.3	51.5	48.5	51.2	48.8
3500	18.9	81.1	50.2	49.8	49.7	50.3
4000	19.4	80.6	44	56	54	46
4500	19.4	80.6	43.8	56.2	56.6	43.4
5000	20.7	79.3	45.2	54.8	55.1	44.9
5500	18.2	81.8	46.1	53.9	52.3	47.7
6000	17.9	82.1	46.5	53.5	51	49
6500	18.2	81.8	49.8	50.2	48.4	51.6
7000	22.3	77.7	48	52	53.7	46.3
7500	28.1	71.9	42.5	57.5	63.2	36.8
8000	24.3	75.7	41.7	58.3	61.6	38.4
8500	20.5	79.5	39.2	60.8	58.5	41.5
9000	23	77	39.1	60.9	59.9	40.1
9500	21.6	78.4	44.3	55.7	57.5	42.5
10000	19.8	80.2	48	52	53.4	46.6
10500	20.2	79.8	50.3	49.7	51.5	48.5
11000	19.1	80.9	49.2	50.8	51.3	48.7
11500	19.4	80.6	47.5	52.5	51.5	48.5
12000	20.1	79.9	49.4	50.6	49.1	50.9
12500	20.4	79.6	46.5	53.5	52.1	47.9
13000	19.6	80.4	48.7	51.3	52.7	47.3
13500	19.5	80.5	52.2	47.8	48.3	51.7
14000	17.9	82.1	49.5	50.5	49.8	50.2
14500	18.5	81.5	50	50	51.1	48.9
15000	22.6	77.4	52.6	47.4	50	50
15500	22.4	77.6	51.1	48.9	50.3	49.7
16000	24.1	75.9	51.1	48.9	52.6	47.4
16500	25.9	74.1	57.4	42.6	48.5	51.5
17000	26.6	73.4	58.9	41.1	45.9	54.1
17500	27.5	72.5	59.8	40.2	46.1	53.9
18000	27.4	72.6	62.8	37.2	44.6	55.4
18500	28.3	71.7	61.9	38.1	44.2	55.8
19000	29.3	70.7	60.7	39.3	43.2	56.8
19500	29.5	70.5	50.4	49.6	46.9	53.1
20000	25	75	39.1	60.9	54.9	45.1
20500	21.3	78.7	41.4	58.6	54.9	45.1
21000	19	81	45.9	54.1	51.3	48.7
21500	20.1	79.9	47.4	52.6	51.7	48.3
22000	23.5	76.5	49.8	50.2	51.7	48.3
22500	25.7	74.3	51.5	48.5	52.4	47.6
23000	25.4	74.6	50.2	49.8	49.8	50.2
23500	21	79	48.7	51.3	49.5	50.5
24000	16	84	49.8	50.2	50.6	49.4
24500	15	85	49.2	50.8	51.2	48.8
25000	17.8	82.2	46.5	53.5	52.1	47.9
25500	20.6	79.4	46	54	49.4	50.6
26000	21.4	78.6	48.2	51.8	49	51
26500	19.8	80.2	50.3	49.7	49.5	50.5
27000	16.8	83.2	49.2	50.8	50.6	49.4
27500	16.3	83.7	51.6	48.4	48.7	51.3
28000	20.2	79.8	54.5	45.5	47.9	52.1
28500	24.1	75.9	51.5	48.5	52.8	47.2
29000	25.3	74.7	52.7	47.3	53.4	46.6
29500	20.9	79.1	51	49	51.3	48.7
30000	20.3	79.7	46.8	53.2	48.9	51.1
30500	23.4	76.6	53.9	46.1	47.9	52.1
31000	19.6	80.4	54.5	45.5	52.9	47.1
31500	16.4	83.6	48.6	51.4	55	45
32000	18.4	81.6	47.3	52.7	53.3	46.7
32500	19.4	80.6	45.4	54.6	53.8	46.2
33000	24.5	75.5	46.1	53.9	53.6	46.4
33500	25.9	74.1	47	53	54.9	45.1
34000	17.9	82.1	49.3	50.7	52	48
34500	18.4	81.6	51.3	48.7	50.7	49.3
35000	25.9	74.1	51	49	52.5	47.5
35500	25.2	74.8	49.1	50.9	53.7	46.3
36000	16.9	83.1	47.9	52.1	53.2	46.8
36500	18	82	41.5	58.5	51.5	48.5
37000	24.5	75.5	34.5	65.5	56	44
37500	18	82	43	57	53.2	46.8
38000	15.3	84.7	53.2	46.8	43.7	56.3
38500	21.1	78.9	53.8	46.2	46.1	53.9
39000	18.8	81.2	49.9	50.1	51.7	48.3
39500	14.7	85.3	47.8	52.2	50.7	49.3
40000	14.7	85.3	48.4	51.6	49.9	50.1
