# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	19.4	80.6	50.4	49.6	49.8	50.2
500	18.4	81.6	49.9	50.1	50.1	49.9
1000	17.6	82.4	49.7	50.3	49.5	50.5
1500	22.5	77.5	53	47	48.3	51.7
2000	26.8	73.2	54	46	49.2	50.8
2500	27.8	72.2	53.6	46.4	51.8	48.2
3000	22.2	77.8	50.5	49.5	54.5	45.5
3500	18	82	45.8	54.2	56.2	43.8
4000	18.9	81.1	48.2	51.8	52.7	47.3
4500	15.1	84.9	46.5	53.5	52.8	47.2
5000	18	82	41.3	58.7	56.7	43.3
5500	26.9	73.1	39.6	60.4	60.1	39.9
6000	24.3	75.7	45.3	54.7	55.2	44.8
6500	17.4	82.6	50.8	49.2	49.2	50.8
7000	17.6	82.4	50.2	49.8	49.4	50.6
7500	19.7	80.3	48.3	51.7	50	50
8000	20.1	79.9	48.7	51.3	50.6	49.4
8500	20.4	79.6	49.8	50.2	51.4	48.6
9000	20.1	79.9	49.4	50.6	50.9	49.1
9500	18.5	81.5	48.7	51.3	49.6	50.4
10000	20.2	79.8	44.5	55.5	49.5	50.5
10500	19.5	80.5	45.9	54.1	49	51
11000	16.1	83.9	47.1	52.9	53.2	46.8
11500	22.8	77.2	40.9	59.1	59.1	40.9
12000	26.4	73.6	42.4	57.6	56.4	43.6
12500	25.1	74.9	46.5	53.5	53.6	46.4
13000	21	79	48.5	51.5	53.3	46.7
13500	14.7	85.3	48.9	51.1	52.6	47.4
14000	15.3	84.7	47.2	52.8	52.7	47.3
14500	22.2	77.8	42.6	57.4	55.2	44.8
15000	27.2	72.8	40.2	59.8	56.6	43.4
15500	25.4	74.6	39.5	60.5	58.3	41.7
16000	23.5	76.5	41.4	58.6	58.3	41.7
16500	18	82	45.8	54.2	54.6	45.4
17000	21.2	78.8	50.4	49.6	50.4	49.6
17500	25.1	74.9	53	47	46.5	53.5
18000	19.9	80.1	48.6	51.4	49.1	50.9
18500	18.9	81.1	45.4	54.6	50.1	49.9
