# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	35.8	64.2	37.7	62.3	41.1	58.9
500	31.7	68.3	40.1	59.9	37.6	62.4
1000	31	69	35.1	64.9	41.7	58.3
1500	35.1	64.9	31.3	68.7	42.8	57.2
2000	36	64	39.1	60.9	40.9	59.1
2500	33.2	66.8	44.7	55.3	37.3	62.7
3000	33.3	66.7	45.7	54.3	37	63
3500	34.6	65.4	46.2	53.8	45.8	54.2
4000	34.1	65.9	52.5	47.5	41.4	58.6
4500	34.4	65.6	40.5	59.5	35.7	64.3
5000	35	65	29.7	70.3	37.5	62.5
5500	35.7	64.3	31.1	68.9	39.8	60.2
6000	34.4	65.6	37.7	62.3	43.9	56.1
6500	32.8	67.2	41.3	58.7	46.7	53.3
7000	32.9	67.1	38.1	61.9	46.8	53.2
7500	34.2	65.8	31.1	68.9	43.3	56.7
8000	35.6	64.4	27.2	72.8	41.4	58.6
8500	33.1	66.9	33.2	66.8	39.5	60.5
9000	31.9	68.1	30.3	69.7	41.8	58.2
9500	35.1	64.9	27.7	72.3	41.8	58.2
10000	36.7	63.3	31.2	68.8	37.7	62.3
10500	33.5	66.5	34.5	65.5	35.4	64.6
11000	32.7	67.3	34.4	65.6	35.1	64.9
11500	34.5	65.5	36.6	63.4	39.5	60.5
12000	37	63	53.6	46.4	48.2	51.8
12500	39.7	60.3	66.5	33.5	54.6	45.4
13000	40.2	59.8	66.7	33.3	55.1	44.9
13500	39.3	60.7	65.9	34.1	54.4	45.6
14000	37.8	62.2	65.6	34.4	52.4	47.6
14500	35.7	64.3	61.4	38.6	51.7	48.3
15000	32.7	67.3	52.7	47.3	51.4	48.6
15500	32.9	67.1	58.2	41.8	55.1	44.9
16000	37	63	69.5	30.5	59.3	40.7
16500	37.9	62.1	70	30	58.1	41.9
17000	36.4	63.6	67.8	32.2	56.2	43.8
17500	35.2	64.8	65.3	34.7	53.7	46.3
18000	36.6	63.4	61	39	52.6	47.4
18500	35.7	64.3	54.9	45.1	53.8	46.2
19000	33.9	66.1	51.4	48.6	53.3	46.7
19500	38.1	61.9	51.3	48.7	45.8	54.2
20000	47.8	52.2	47.2	52.8	41.4	58.6
20500	51.4	48.6	41.4	58.6	45.4	54.6
21000	46.2	53.8	38.6	61.4	42.6	57.4
21500	46.8	53.2	37.1	62.9	41.5	58.5
22000	45.2	54.8	38.2	61.8	45	55
22500	47	53	40	60	44.4	55.6
23000	50.5	49.5	39.4	60.6	42.5	57.5
23500	47.1	52.9	36.7	63.3	41.2	58.8
24000	41.2	58.8	32.4	67.6	41.6	58.4
24500	38.3	61.7	31.2	68.8	40.9	59.1
25000	40.1	59.9	31.5	68.5	43.2	56.8
25500	37.1	62.9	31	69	43.9	56.1
26000	33.2	66.8	33.8	66.2	42.4	57.6
26500	32.4	67.6	38	62	45.8	54.2
27000	32.7	67.3	49.3	50.7	46	54
27500	31.2	68.8	59	41	42.6	57.4
28000	29.3	70.7	59.6	40.4	43.1	56.9
28500	27.6	72.4	58.1	41.9	45.5	54.5
29000	28.8	71.2	59.9	40.1	46.9	53.1
29500	30.9	69.1	61.4	38.6	46.9	53.1
30000	27.5	72.5	56.9	43.1	46	54
30500	30	70	43.5	56.5	44.9	55.1
31000	33.1	66.9	48.1	51.9	46.8	53.2
31500	31.2	68.8	63.2	36.8	49.4	50.6
32000	32	68	62.2	37.8	48.6	51.4
32500	33.5	66.5	61	39	51.7	48.3
33000	34.6	65.4	61.1	38.9	54.5	45.5
33500	34.1	65.9	61	39	53.3	46.7
34000	35.3	64.7	60.8	39.2	52.7	47.3
34500	37	63	60.2	39.8	54.4	45.6
35000	37.9	62.1	59.3	40.7	56.2	43.8
35500	36.5	63.5	60.4	39.6	54.5	45.5
36000	32.4	67.6	61.2	38.8	50.8	49.2
36500	30.4	69.6	61.8	38.2	48	52
37000	31	69	63.8	36.2	50.4	49.6
37500	33.7	66.3	60	40	54.7	45.3
38000	32.4	67.6	59.9	40.1	54.1	45.9
38500	28	72	64.6	35.4	53.6	46.4
39000	28.7	71.3	55.5	44.5	54.8	45.2
39500	33.2	66.8	53.2	46.8	51.8	48.2
