# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	37.9	62.1	62.6	37.4	40.1	59.9
500	36.8	63.2	56.6	43.4	40	60
1000	36.7	63.3	58.9	41.1	40.8	59.2
1500	37.5	62.5	56.7	43.3	41.8	58.2
2000	38.3	61.7	57.9	42.1	40.6	59.4
2500	36.4	63.6	54.2	45.8	40	60
3000	35.5	64.5	43.7	56.3	40	60
3500	35.8	64.2	45.9	54.1	41.1	58.9
4000	35.3	64.7	44.8	55.2	42.9	57.1
4500	34.2	65.8	35.7	64.3	42.9	57.1
5000	34.3	65.7	42.5	57.5	38.8	61.2
5500	36	64	50.6	49.4	34.8	65.2
6000	36.9	63.1	52.7	47.3	36.6	63.4
6500	36.1	63.9	58.1	41.9	39.6	60.4
7000	36.4	63.6	61.4	38.6	41	59
7500	37.9	62.1	63.2	36.8	40.9	59.1
8000	38.2	61.8	56.3	43.7	39.5	60.5
8500	38	62	57.1	42.9	38.3	61.7
9000	37.3	62.7	59.3	40.7	38.4	61.6
9500	37	63	57.4	42.6	40.4	59.6
10000	37.5	62.5	59	41	41.3	58.7
10500	37.4	62.6	62.9	37.1	39.1	60.9
11000	37.7	62.3	59.8	40.2	38.7	61.3
11500	38.2	61.8	59.5	40.5	39.7	60.3
12000	38	62	63.4	36.6	40	60
12500	36.5	63.5	58.7	41.3	40.6	59.4
13000	36.3	63.7	58.1	41.9	41	59
13500	37.7	62.3	56.1	43.9	41.4	58.6
14000	38	62	52.3	47.7	39.7	60.3
14500	36.7	63.3	51.4	48.6	38.9	61.1
15000	35.2	64.8	45	55	40	60
15500	35.6	64.4	41.9	58.1	41.9	58.1
16000	35.8	64.2	43	57	42.4	57.6
16500	33.9	66.1	40.2	59.8	40.1	59.9
17000	34.5	65.5	40.8	59.2	37.1	62.9
17500	37.5	62.5	47.9	52.1	36.6	63.4
18000	37	63	59	41	39	61
18500	37.3	62.7	64.7	35.3	40	60
19000	39.4	60.6	61.7	38.3	39.3	60.7
19500	38.3	61.7	56.7	43.3	37.8	62.2
20000	37	63	56.5	43.5	38.3	61.7
20500	37.6	62.4	57.8	42.2	39.6	60.4
21000	37.4	62.6	58.4	41.6	40.4	59.6
21500	37.5	62.5	63.6	36.4	40.1	59.9
22000	37.2	62.8	60	40	38.8	61.2
22500	37.8	62.2	60.3	39.7	39.1	60.9
23000	38.3	61.7	63.7	36.3	40.8	59.2
23500	37.3	62.7	56.2	43.8	40.1	59.9
24000	36.7	63.3	58.3	41.7	40	60
24500	36.8	63.2	56.8	43.2	41.4	58.6
25000	38.5	61.5	56.1	43.9	40.4	59.6
25500	37.6	62.4	53.2	46.8	39.4	60.6
26000	35.6	64.4	45.9	54.1	39.5	60.5
26500	35.8	64.2	47.6	52.4	41	59
27000	35.7	64.3	44.8	55.2	41.1	58.9
27500	33.8	66.2	39.2	60.8	39.6	60.4
28000	35.2	64.8	42.7	57.3	37.5	62.5
28500	37.3	62.7	48.1	51.9	35.4	64.6
29000	35.8	64.2	42.3	57.7	38.3	61.7
29500	35.8	64.2	41.4	58.6	41	59
30000	35.8	64.2	46	54	40.2	59.8
30500	32.4	67.6	47.1	52.9	38.5	61.5
31000	33.6	66.4	49.5	50.5	38.5	61.5
31500	36.8	63.2	60.9	39.1	39.5	60.5
32000	34.5	65.5	51.1	48.9	38	62
32500	35.4	64.6	29.2	70.8	40.4	59.6
33000	32.4	67.6	31.4	68.6	41.8	58.2
33500	30.4	69.6	37.1	62.9	40.1	59.9
34000	31.2	68.8	41.4	58.6	37.2	62.8
34500	34.5	65.5	48.2	51.8	34.7	65.3
35000	37.3	62.7	46.1	53.9	37.4	62.6
35500	35.4	64.6	38.2	61.8	40.4	59.6
36000	35	65	37.1	62.9	41.3	58.7
36500	32.2	67.8	38.9	61.1	40.3	59.7
37000	33.5	66.5	36.9	63.1	41	59
37500	37.6	62.4	36.6	63.4	42.4	57.6
