# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	34.4	65.6	44.1	55.9	38.5	61.5
500	36.1	63.9	50.5	49.5	35.6	64.4
1000	37	63	42.3	57.7	36.9	63.1
1500	36.1	63.9	39.9	60.1	40	60
2000	35.2	64.8	46.9	53.1	39.7	60.3
2500	32.3	67.7	46.4	53.6	39.3	60.7
3000	33.5	66.5	47.6	52.4	38.9	61.1
3500	36.7	63.3	56.6	43.4	38.7	61.3
4000	34.6	65.4	51.9	48.1	39.1	60.9
4500	34.9	65.1	37.3	62.7	39.8	60.2
5000	33.4	66.6	30.2	69.8	41.2	58.8
5500	30.4	69.6	36.3	63.7	40.5	59.5
6000	29.9	70.1	40.4	59.6	38.5	61.5
6500	35.1	64.9	47.2	52.8	35.3	64.7
7000	38	62	45.8	54.2	36.6	63.4
7500	35.4	64.6	37.8	62.2	40	60
8000	34.5	65.5	39.6	60.4	40.9	59.1
8500	32.2	67.8	36.1	63.9	41.1	58.9
9000	32.8	67.2	33.2	66.8	40.8	59.2
9500	38	62	40.3	59.7	41.5	58.5
10000	38.3	61.7	39.5	60.5	41.2	58.8
10500	35.1	64.9	32.8	67.2	43.3	56.7
11000	34.6	65.4	30.5	69.5	46.5	53.5
11500	34.9	65.1	33.1	66.9	41.2	58.8
12000	34.5	65.5	33.5	66.5	38	62
12500	34.7	65.3	33	67	39.7	60.3
13000	37.2	62.8	43.6	56.4	39.8	60.2
13500	37.9	62.1	46.1	53.9	42.8	57.2
14000	35.6	64.4	36.6	63.4	41.8	58.2
14500	31.9	68.1	39.3	60.7	37	63
15000	31.4	68.6	36.7	63.3	40.5	59.5
15500	34.9	65.1	33.1	66.9	42.6	57.4
16000	35.2	64.8	39.5	60.5	40.9	59.1
16500	33.3	66.7	44.4	55.6	37.3	62.7
17000	33.3	66.7	44.8	55.2	37.5	62.5
17500	34.3	65.7	46.1	53.9	45.6	54.4
18000	33.9	66.1	52.6	47.4	41.1	58.9
18500	34.5	65.5	40.4	59.6	35.9	64.1
19000	35.3	64.7	29.6	70.4	37.5	62.5
19500	35.4	64.6	32.1	67.9	39.3	60.7
20000	34	66	38.4	61.6	43.6	56.4
20500	32.7	67.3	41.5	58.5	46.8	53.2
21000	32.9	67.1	38	62	46.9	53.1
21500	34.2	65.8	32.1	67.9	42.5	57.5
22000	35.3	64.7	29.8	70.2	40.7	59.3
22500	33.4	66.6	31.1	68.9	40.9	59.1
23000	32.7	67.3	28.2	71.8	42.3	57.7
23500	35.7	64.3	28.8	71.2	40.5	59.5
24000	37	63	31.7	68.3	35.9	64.1
24500	32.3	67.7	36.3	63.7	34.4	65.6
25000	33.1	66.9	34.1	65.9	35.4	64.6
25500	36.1	63.9	39.3	60.7	44	56
26000	37.4	62.6	58.1	41.9	51.5	48.5
26500	39.3	60.7	66.2	33.8	52.9	47.1
27000	39.6	60.4	66.4	33.6	56	44
27500	39	61	65.9	34.1	54.1	45.9
28000	38	62	61.7	38.3	52.9	47.1
28500	34.9	65.1	54.1	45.9	50.8	49.2
29000	31.7	68.3	53.6	46.4	54.5	45.5
29500	35.1	64.9	65.7	34.3	59.4	40.6
30000	37.8	62.2	72.1	27.9	56.7	43.3
30500	37.3	62.7	69.4	30.6	56.3	43.7
31000	36	64	67.8	32.2	55	45
31500	35.4	64.6	63.5	36.5	53.3	46.7
32000	36.1	63.9	55.8	44.2	53.1	46.9
32500	35	65	52.7	47.3	54.7	45.3
33000	34.2	65.8	52.6	47.4	49.4	50.6
33500	42.4	57.6	49	51	43.2	56.8
34000	51.6	48.4	44.1	55.9	43.5	56.5
34500	48.9	51.1	39.2	60.8	42.5	57.5
35000	46.4	53.6	38.4	61.6	41.6	58.4
35500	48.1	51.9	37.1	62.9	44.2	55.8
36000	45.7	54.3	38.9	61.1	44.8	55.2
36500	46.7	53.3	40.8	59.2	43.9	56.1
37000	50.1	49.9	37.3	62.7	41.6	58.4
37500	43.4	56.6	34.4	65.6	41.6	58.4
38000	39.3	60.7	31	69	41.3	58.7
38500	40.6	59.4	30.8	69.2	41.8	58.2
