# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	33.6	66.4	49.2	50.8	38.4	61.6
500	37	63	60.8	39.2	39.4	60.6
1000	34.3	65.7	51.4	48.6	38.1	61.9
1500	35.4	64.6	29.5	70.5	40.5	59.5
2000	32.5	67.5	31.1	68.9	42	58
2500	30.4	69.6	36.4	63.6	40.4	59.6
3000	31.2	68.8	41.1	58.9	37.5	62.5
3500	34.4	65.6	50.5	49.5	33.5	66.5
4000	37.6	62.4	46.9	53.1	36.1	63.9
4500	35	65	37.8	62.2	41	59
5000	34.5	65.5	39.4	60.6	41.1	58.9
5500	32.1	67.9	38.3	61.7	39.6	60.4
6000	33.1	66.9	35.4	64.6	40.5	59.5
6500	38.2	61.8	38.4	61.6	42.2	57.8
7000	37.5	62.5	38.8	61.2	42.3	57.7
7500	35.8	64.2	34.8	65.2	44	56
8000	34.6	65.4	32.1	67.9	44.5	55.5
8500	34.7	65.3	30.5	69.5	39.6	60.4
9000	35.7	64.3	33.6	66.4	38.1	61.9
9500	34.7	65.3	35.7	64.3	39	61
10000	37.5	62.5	41	59	40.5	59.5
10500	39.4	60.6	45.2	54.8	42	58
11000	33.6	66.4	40.2	59.8	40.2	59.8
11500	30.4	69.6	39.3	60.7	39.1	60.9
12000	32.7	67.3	35.3	64.7	41.6	58.4
12500	34.5	65.5	34.4	65.6	40.7	59.3
13000	34.8	65.2	38	62	40.2	59.8
13500	32.5	67.5	47.2	52.8	36.3	63.7
14000	32.1	67.9	47.4	52.6	37.5	62.5
14500	34.9	65.1	47.1	52.9	47	53
15000	34.4	65.6	53.3	46.7	40.1	59.9
15500	33.9	66.1	39.3	60.7	34.8	65.2
16000	35.1	64.9	29.1	70.9	37.8	62.2
16500	35.8	64.2	31.6	68.4	40.2	59.8
17000	34	66	37.6	62.4	44.6	55.4
17500	32.6	67.4	41.3	58.7	47.3	52.7
18000	33.3	66.7	37.7	62.3	46.6	53.4
18500	34.4	65.6	30.9	69.1	42.5	57.5
19000	35.7	64.3	28.5	71.5	41.4	58.6
19500	33.2	66.8	31.5	68.5	40.7	59.3
20000	32.3	67.7	28.6	71.4	42.1	57.9
20500	35.8	64.2	28.3	71.7	40.9	59.1
21000	37	63	32.3	67.7	35.9	64.1
21500	32.7	67.3	36.2	63.8	33.9	66.1
22000	32.4	67.6	33.9	66.1	35.9	64.1
