# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	39.3	60.7	57.7	42.3	38.6	61.4
500	38.6	61.4	56.5	43.5	37.3	62.7
1000	37.1	62.9	60.2	39.8	38.3	61.7
1500	36.6	63.4	58.6	41.4	39.6	60.4
2000	37	63	58.2	41.8	40.6	59.4
2500	37.8	62.2	63.4	36.6	40	60
3000	37.6	62.4	60.1	39.9	39.1	60.9
3500	38.2	61.8	59.8	40.2	39.4	60.6
4000	38.1	61.9	62.7	37.3	40.4	59.6
4500	37.2	62.8	57.4	42.6	40.2	59.8
5000	37	63	58.7	41.3	41.1	58.9
5500	37.4	62.6	56.6	43.4	42	58
6000	38.4	61.6	58.2	41.8	40.2	59.8
6500	36.3	63.7	53.8	46.2	40.1	59.9
7000	35.4	64.6	42.2	57.8	40.2	59.8
7500	35.7	64.3	45.6	54.4	40.3	59.7
8000	35.9	64.1	45.5	54.5	41.4	58.6
8500	34.2	65.8	40.1	59.9	40.7	59.3
9000	33.8	66.2	44.5	55.5	36.5	63.5
9500	36.2	63.8	48.7	51.3	33.9	66.1
10000	35.5	64.5	42.7	57.3	38.4	61.6
10500	35.8	64.2	42	58	41	59
11000	36.2	63.8	45.4	54.6	40.2	59.8
11500	32.5	67.5	46.8	53.2	38.5	61.5
12000	33.6	66.4	50.4	49.6	38.4	61.6
12500	36.7	63.3	60.7	39.3	39.2	60.8
13000	34.2	65.8	50.6	49.4	37.8	62.2
13500	35.3	64.7	28.7	71.3	40.6	59.4
14000	32.2	67.8	31.2	68.8	42.2	57.8
14500	31	69	36.3	63.7	40.1	59.9
15000	32.3	67.7	41.4	58.6	36.3	63.7
15500	34.8	65.2	52.2	47.8	33.2	66.8
16000	37.6	62.4	48.1	51.9	36.5	63.5
16500	35.1	64.9	37.7	62.3	41	59
17000	34.4	65.6	38.2	61.8	41.8	58.2
17500	32.2	67.8	38.4	61.6	40.2	59.8
18000	33.5	66.5	36.2	63.8	40.5	59.5
18500	38	62	37.4	62.6	42.2	57.8
19000	37.3	62.7	38.1	61.9	42.4	57.6
19500	35.7	64.3	35	65	43.9	56.1
20000	34.5	65.5	32.1	67.9	44.4	55.6
20500	35	65	30.4	69.6	39.6	60.4
21000	35.9	64.1	33.8	66.2	37.5	62.5
21500	34.6	65.4	36.6	63.4	39.4	60.6
22000	37.2	62.8	40.9	59.1	41.1	58.9
22500	39.2	60.8	44.7	55.3	42.3	57.7
23000	33.5	66.5	41.1	58.9	40.6	59.4
23500	30.8	69.2	38.6	61.4	39.4	60.6
24000	34.5	65.5	37.3	62.7	41.2	58.8
24500	34	66	35.5	64.5	40.7	59.3
25000	33.9	66.1	37.9	62.1	39	61
25500	34.4	65.6	47	53	36.4	63.6
26000	32.7	67.3	45.4	54.6	40.1	59.9
26500	33.3	66.7	49.8	50.2	43.7	56.3
27000	34.8	65.2	51.3	48.7	38.5	61.5
27500	35.2	64.8	38.2	61.8	34.6	65.4
28000	35.1	64.9	29.9	70.1	37.6	62.4
28500	34.2	65.8	33	67	40.8	59.2
29000	33.1	66.9	40.5	59.5	46	54
29500	33.8	66.2	39.8	60.2	49.4	50.6
30000	34.6	65.4	34.9	65.1	44.9	55.1
30500	33.8	66.2	31.2	68.8	42.4	57.6
31000	34.6	65.4	30.6	69.4	40.6	59.4
31500	34	66	28.8	71.2	41.2	58.8
32000	33.6	66.4	28	72	42.4	57.6
32500	36.8	63.2	28	72	40.4	59.6
33000	36	64	31.6	68.4	36.4	63.6
33500	32.5	67.5	36.6	63.4	33.5	66.5
34000	32.9	67.1	34.6	65.4	37.1	62.9
34500	36	64	48.3	51.7	47.7	52.3
35000	39.2	60.8	66.2	33.8	53.6	46.4
35500	40.5	59.5	67.6	32.4	53.9	46.1
36000	39.5	60.5	65.8	34.2	54.7	45.3
36500	38.3	61.7	63.7	36.3	53.4	46.6
37000	36.6	63.4	59.9	40.1	52.3	47.7
37500	32.4	67.6	52.3	47.7	51.9	48.1
38000	32.7	67.3	58.9	41.1	55.2	44.8
38500	37.2	62.8	70.5	29.5	58.9	41.1
39000	37.9	62.1	70.6	29.4	57.3	42.7
39500	36.3	63.7	68	32	55.7	44.3
