# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	31.5	68.5	50.3	49.7	53.4	46.6
500	33.2	66.8	60.2	39.8	56.8	43.2
1000	37.8	62.2	72.8	27.2	57.2	42.8
1500	38.2	61.8	70.3	29.7	57.9	42.1
2000	36.6	63.4	68	32	56.6	43.4
2500	34.7	65.3	65.3	34.7	53	47
3000	36.3	63.7	59.9	40.1	52.6	47.4
3500	35.3	64.7	53.8	46.2	54.5	45.5
4000	33.7	66.3	50.8	49.2	52.9	47.1
4500	39.8	60.2	50.3	49.7	44.9	55.1
5000	48.9	51.1	46.3	53.7	41.6	58.4
5500	50.1	49.9	41	59	44.9	55.1
6000	46.2	53.8	38.8	61.2	41.8	58.2
6500	47.8	52.2	37.1	62.9	41.5	58.5
7000	45.4	54.6	38.2	61.8	45.2	54.8
7500	46.1	53.9	40.3	59.7	44.6	55.4
8000	51.2	48.8	39.3	60.7	43.1	56.9
8500	46.3	53.7	36.5	63.5	41.6	58.4
9000	39.5	60.5	31.9	68.1	41.2	58.8
9500	39.4	60.6	30.4	69.6	40	60
10000	39.4	60.6	32.1	67.9	42.5	57.5
10500	35.7	64.3	31	69	44.9	55.1
11000	34.1	65.9	33.5	66.5	42.4	57.6
11500	34.5	65.5	35.7	64.3	42.4	57.6
12000	34	66	36.5	63.5	44.9	55.1
12500	32.9	67.1	52.7	47.3	49.2	50.8
13000	31.6	68.4	64.6	35.4	50.2	49.8
13500	31.6	68.4	63.8	36.2	49.6	50.4
14000	32.9	67.1	63.2	36.8	50.7	49.3
14500	28.9	71.1	62.1	37.9	48.6	51.4
15000	25.8	74.2	63.1	36.9	46.9	53.1
15500	26.7	73.3	62.7	37.3	47.6	52.4
16000	28.5	71.5	62.2	37.8	48.7	51.3
16500	30.5	69.5	62.9	37.1	49.8	50.2
17000	31	69	64	36	49.6	50.4
17500	30.2	69.8	64.4	35.6	50.8	49.2
18000	29.6	70.4	63.6	36.4	54.6	45.4
18500	28.7	71.3	61.5	38.5	54	46
19000	29	71	60.9	39.1	50.5	49.5
19500	31.5	68.5	62.7	37.3	52.8	47.2
20000	30.3	69.7	63.1	36.9	56	44
20500	32.8	67.2	52.5	47.5	53.3	46.7
21000	36.4	63.6	43.2	56.8	46.8	53.2
21500	35	65	42.2	57.8	46.4	53.6
22000	34.3	65.7	43.5	56.5	49.2	50.8
22500	32.2	67.8	47.8	52.2	49.2	50.8
23000	29.7	70.3	48.5	51.5	50.6	49.4
23500	29.6	70.4	47.6	52.4	52.2	47.8
24000	30.8	69.2	43.1	56.9	52.7	47.3
24500	29.3	70.7	43.3	56.7	51	49
25000	32.4	67.6	48.5	51.5	48.9	51.1
25500	35.9	64.1	51.2	48.8	48.1	51.9
26000	37.2	62.8	54	46	46.8	53.2
26500	40.2	59.8	55.6	44.4	44.8	55.2
27000	39.8	60.2	57.4	42.6	43.6	56.4
27500	43.2	56.8	55.5	44.5	44.9	55.1
28000	42.4	57.6	53.1	46.9	47.5	52.5
28500	33.3	66.7	52.7	47.3	49	51
29000	28.2	71.8	50.8	49.2	52.6	47.4
29500	28.8	71.2	46.8	53.2	53	47
30000	30.8	69.2	46.1	53.9	51.1	48.9
30500	31.6	68.4	49.3	50.7	50.9	49.1
31000	29.2	70.8	48.9	51.1	51.7	48.3
31500	26.6	73.4	46.4	53.6	52.4	47.6
32000	29.2	70.8	49	51	55.4	44.6
32500	31	69	55.6	44.4	56.4	43.6
33000	30.4	69.6	58.2	41.8	53.6	46.4
33500	31.2	68.8	60.5	39.5	51.5	48.5
34000	30.4	69.6	65.1	34.9	48.7	51.3
34500	29.3	70.7	59.7	40.3	48.2	51.8
35000	29.8	70.2	57.3	42.7	45.3	54.7
35500	28.2	71.8	62.7	37.3	43.3	56.7
36000	26.8	73.2	62.1	37.9	43.1	56.9
36500	26.5	73.5	57.8	42.2	47.7	52.3
37000	27.6	72.4	55.8	44.2	51.2	48.8
37500	30.9	69.1	52.4	47.6	48.7	51.3
38000	31.7	68.3	40.7	59.3	47.8	52.2
38500	31.4	68.6	36.7	63.3	50.7	49.3
39000	33	67	39.6	60.4	50.6	49.4
