# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	37.7	62.3	63.2	36.8	40.5	59.5
500	39.1	60.9	57	43	39.1	60.9
1000	38.3	61.7	57.2	42.8	37.5	62.5
1500	37.6	62.4	54.5	45.5	40.1	59.9
2000	38.1	61.9	58.2	41.8	42.3	57.7
2500	38.2	61.8	64.9	35.1	41.3	58.7
3000	37.4	62.6	60.8	39.2	39	61
3500	37.9	62.1	60.8	39.2	38.9	61.1
4000	38.7	61.3	64.4	35.6	40.1	59.9
4500	37.2	62.8	63.4	36.6	39.4	60.6
5000	37.2	62.8	58	42	39.6	60.4
5500	37.7	62.3	59	41	40.7	59.3
6000	37.6	62.4	63.3	36.7	40.1	59.9
6500	37.4	62.6	59.7	40.3	39.1	60.9
7000	38.1	61.9	60.1	39.9	39.4	60.6
7500	38.2	61.8	62.6	37.4	40	60
8000	37.1	62.9	57	43	40.1	59.9
8500	36.7	63.3	58.7	41.3	41	59
9000	37.4	62.6	56.7	43.3	41.7	58.3
9500	38.1	61.9	58.3	41.7	40.4	59.6
10000	36.4	63.6	54.1	45.9	40.1	59.9
10500	35.7	64.3	42.9	57.1	40.4	59.6
11000	35.7	64.3	45.8	54.2	41.7	58.3
11500	34.9	65.1	45.3	54.7	43	57
12000	33.9	66.1	35.8	64.2	42.5	57.5
12500	33.3	66.7	42.9	57.1	38	62
13000	35.4	64.6	51.3	48.7	34.3	65.7
13500	37	63	42.9	57.1	37.1	62.9
14000	36	64	40.2	59.8	40.2	59.8
14500	35.5	64.5	46.7	53.3	39.6	60.4
15000	32.7	67.3	46	54	39.1	60.9
15500	33.3	66.7	47.7	52.3	38.6	61.4
16000	36.3	63.7	56	44	38.7	61.3
16500	34.2	65.8	52.1	47.9	39.7	60.3
17000	35.4	64.6	38.2	61.8	39.4	60.6
17500	33.9	66.1	29.9	70.1	41	59
18000	30.1	69.9	36.8	63.2	40.7	59.3
18500	30.2	69.8	39.6	60.4	38.8	61.2
19000	34.6	65.4	49.2	50.8	34.8	65.2
19500	36.2	63.8	46.7	53.3	35.9	64.1
20000	35.8	64.2	37.6	62.4	39.8	60.2
20500	35.5	64.5	40.3	59.7	40.8	59.2
21000	32.8	67.2	35.8	64.2	41	59
21500	33.4	66.6	34.7	65.3	40.1	59.9
22000	36.7	63.3	41.5	58.5	41.4	58.6
22500	37.4	62.6	40	60	41.6	58.4
23000	34.9	65.1	33.4	66.6	43.7	56.3
23500	34	66	31.4	68.6	45.2	54.8
24000	34.8	65.2	31.6	68.4	41.2	58.8
24500	35.1	64.9	32.4	67.6	38.7	61.3
25000	35.6	64.4	33.6	66.4	38.2	61.8
25500	38.2	61.8	44.1	55.9	39.9	60.1
26000	38.4	61.6	46.6	53.4	43	57
26500	35.2	64.8	36.6	63.4	41.2	58.8
27000	31.7	68.3	40	60	37.1	62.9
27500	31.1	68.9	37	63	40.3	59.7
28000	34.5	65.5	33	67	42.1	57.9
28500	34.9	65.1	40.2	59.8	40.7	59.3
29000	32	68	43.9	56.1	37.3	62.7
29500	33.3	66.7	45.4	54.6	36.3	63.7
30000	34.4	65.6	46.5	53.5	44.5	55.5
30500	33.3	66.7	53.4	46.6	41.9	58.1
31000	34.7	65.3	44.1	55.9	36.2	63.8
31500	35.5	64.5	31.6	68.4	36.5	63.5
32000	34.8	65.2	28.4	71.6	39.8	60.2
32500	34	66	33.8	66.2	43.8	56.2
33000	33.6	66.4	42.6	57.4	46.6	53.4
33500	32.6	67.4	39.3	60.7	47.1	52.9
34000	33.9	66.1	32.1	67.9	44.2	55.8
34500	36	64	30.2	69.8	41	59
35000	33.7	66.3	32.2	67.8	39.5	60.5
35500	32.4	67.6	29.4	70.6	41.8	58.2
36000	34.1	65.9	28.3	71.7	42	58
36500	37	63	28.5	71.5	40.3	59.7
37000	35.5	64.5	32.2	67.8	35.7	64.3
37500	32.3	67.7	36.5	63.5	33.2	66.8
38000	33.1	66.9	35.8	64.2	37.3	62.7
38500	36.1	63.9	50.6	49.4	47.5	52.5
39000	39.7	60.3	66.3	33.7	53.8	46.2
39500	40.9	59.1	66.8	33.2	55.1	44.9
40000	39.3	60.7	65.3	34.7	54.4	45.6
40500	37.6	62.4	63.7	36.3	51.9	48.1
41000	35.4	64.6	58.5	41.5	50.7	49.3
41500	31.5	68.5	50.7	49.3	53.4	46.6
42000	33.2	66.8	61	39	57.2	42.8
42500	37.8	62.2	72.8	27.2	57.4	42.6
43000	38.3	61.7	70.8	29.2	57.5	42.5
43500	36.7	63.3	68.4	31.6	56.3	43.7
44000	34.5	65.5	64.8	35.2	53.1	46.9
44500	35.6	64.4	59.4	40.6	52	48
45000	34.8	65.2	53.7	46.3	54.1	45.9
45500	33.7	66.3	51.1	48.9	53.2	46.8
46000	40	60	50.6	49.4	45	55
46500	49.1	50.9	46.2	53.8	41.1	58.9
47000	49.8	50.2	40.9	59.1	44.7	55.3
47500	46.1	53.9	38.7	61.3	42	58
48000	47.8	52.2	37	63	41.6	58.4
48500	44.1	55.9	43.5	56.5	46.2	53.8
49000	32.1	67.9	55.5	44.5	48.6	51.4
49500	29.5	70.5	60.9	39.1	52	48
50000	30.8	69.2	62.7	37.3	49.9	50.1
50500	28	72	62.5	37.5	48.9	51.1
51000	31.1	68.9	62.7	37.3	53.4	46.6
51500	31.5	68.5	62.3	37.7	51.4	48.6
52000	31.1	68.9	58.9	41.1	49.2	50.8
52500	30	70	62.8	37.2	46.2	53.8
53000	28	72	66	34	44.6	55.4
53500	30.9	69.1	64.6	35.4	46.7	53.3
54000	31.3	68.7	64.2	35.8	46.5	53.5
54500	29.7	70.3	57.1	42.9	48.8	51.2
55000	28.1	71.9	54.2	45.8	48.3	51.7
55500	27.1	72.9	57.1	42.9	43.2	56.8
56000	27.5	72.5	56.8	43.2	42.7	57.3
56500	28.6	71.4	52.1	47.9	45.1	54.9
57000	34.5	65.5	39.9	60.1	45.8	54.2
57500	40.7	59.3	31.1	68.9	45	55
58000	38.8	61.2	32.1	67.9	45.9	54.1
58500	36.4	63.6	33.8	66.2	47.4	52.6
59000	39.1	60.9	34.1	65.9	45.8	54.2
59500	42.8	57.2	37.2	62.8	41.8	58.2
60000	41.4	58.6	40.9	59.1	44.1	55.9
60500	35.4	64.6	46	54	51.2	48.8
61000	31.1	68.9	54.5	45.5	50	50
61500	34.7	65.3	57.9	42.1	53	47
62000	32.8	67.2	58.4	41.6	57	43
62500	27.8	72.2	59	41	51	49
63000	33.8	66.2	57	43	53.4	46.6
63500	36.5	63.5	59.4	40.6	57.3	42.7
64000	30.5	69.5	59.9	40.1	53.4	46.6
64500	28.5	71.5	59.3	40.7	51.8	48.2
65000	29.3	70.7	62.3	37.7	50.4	49.6
65500	28.5	71.5	62	38	47.7	52.3
66000	28	72	50.8	49.2	45.4	54.6
66500	31.7	68.3	43.6	56.4	45.5	54.5
67000	35.2	64.8	45.5	54.5	44.3	55.7
67500	32.7	67.3	42.9	57.1	47.6	52.4
68000	31.9	68.1	39.5	60.5	50.8	49.2
68500	35.7	64.3	42.8	57.2	49.7	50.3
69000	40.3	59.7	53.2	46.8	52.3	47.7
69500	37	63	57.3	42.7	54.1	45.9
70000	31.4	68.6	54.6	45.4	53	47
70500	32.1	67.9	52	48	52.7	47.3
71000	33.1	66.9	49.9	50.1	54.2	45.8
71500	33.8	66.2	50.6	49.4	51.4	48.6
72000	34	66	51.7	48.3	48.1	51.9
72500	33.9	66.1	49.5	50.5	49	51
73000	35.3	64.7	45.7	54.3	49.2	50.8
73500	38.2	61.8	42.8	57.2	49.8	50.2
74000	40.4	59.6	43.2	56.8	52.4	47.6
74500	37.6	62.4	44	56	52.2	47.8
75000	32.8	67.2	46.9	53.1	49.1	50.9
75500	30.6	69.4	42.1	57.9	50.3	49.7
76000	33.2	66.8	39.9	60.1	49.5	50.5
76500	36.3	63.7	45.2	54.8	46.7	53.3
77000	39.9	60.1	42.7	57.3	48	52
77500	39.7	60.3	44	56	46.5	53.5
78000	38.4	61.6	47	53	44.4	55.6
78500	41.1	58.9	45.5	54.5	46.4	53.6
79000	39.9	60.1	54.2	45.8	48.9	51.1
79500	36.3	63.7	65.2	34.8	47.5	52.5
80000	35.9	64.1	63.2	36.8	47.3	52.7
80500	34.1	65.9	53	47	49.3	50.7
81000	33.5	66.5	42.7	57.3	49.6	50.4
81500	37.3	62.7	41.4	58.6	46.7	53.3
82000	37.4	62.6	46.6	53.4	45.8	54.2
82500	37	63	51.1	48.9	50.5	49.5
83000	39.5	60.5	52.2	47.8	52.1	47.9
83500	39.9	60.1	53.4	46.6	50.9	49.1
84000	38.8	61.2	55.5	44.5	51.1	48.9
84500	36.5	63.5	52.9	47.1	52.2	47.8
85000	34.2	65.8	45.4	54.6	52.4	47.6
85500	36.5	63.5	41.6	58.4	47.1	52.9
86000	38.1	61.9	41.3	58.7	44.6	55.4
