# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	34.5	65.5	37.3	62.7	41.6	58.4
500	34.4	65.6	44.4	55.6	38.2	61.8
1000	36.3	63.7	50.6	49.4	35.5	64.5
1500	36.8	63.2	42.4	57.6	37	63
2000	36	64	39.9	60.1	39.9	60.1
2500	35.4	64.6	46.7	53.3	39.7	60.3
3000	32.6	67.4	46.2	53.8	39.4	60.6
3500	33.4	66.6	47.8	52.2	38.8	61.2
4000	36.4	63.6	56.5	43.5	38.7	61.3
4500	34.8	65.2	51.6	48.4	39.2	60.8
5000	35.3	64.7	37.5	62.5	39.6	60.4
5500	33.3	66.7	30.2	69.8	41.3	58.7
6000	30.1	69.9	36.6	63.4	40.5	59.5
6500	30	70	40.1	59.9	38.5	61.5
7000	35.1	64.9	47	53	35.5	64.5
7500	37.8	62.2	45.9	54.1	36.7	63.3
8000	35.7	64.3	37.5	62.5	40	60
8500	34.6	65.4	39.9	60.1	40.7	59.3
9000	32.2	67.8	36.1	63.9	41.1	58.9
9500	32.9	67.1	33.1	66.9	40.8	59.2
10000	37.3	62.7	40.5	59.5	41.6	58.4
10500	37.4	62.6	40.8	59.2	41.2	58.8
11000	35.7	64.3	34	66	43.9	56.1
11500	34.3	65.7	29.8	70.2	46.7	53.3
12000	33.8	66.2	31.1	68.9	41.9	58.1
12500	35	65	33.9	66.1	38.5	61.5
13000	35.5	64.5	34.2	65.8	38.5	61.5
13500	38.1	61.9	41.8	58.2	41.5	58.5
14000	39.2	60.8	45.7	54.3	42.7	57.3
14500	35.2	64.8	39.3	60.7	39.9	60.1
15000	31.3	68.7	40	60	38.3	61.7
15500	31	69	35.3	64.7	40.7	59.3
16000	34.4	65.6	32.6	67.4	41.8	58.2
16500	35.7	64.3	38.5	61.5	41.4	58.6
17000	33	67	46.1	53.9	36.3	63.7
17500	33.8	66.2	47.2	52.8	36.2	63.8
18000	34.7	65.3	46.2	53.8	45.7	54.3
18500	33.8	66.2	53.2	46.8	41.2	58.8
19000	34.3	65.7	41.4	58.6	35.9	64.1
19500	35.2	64.8	30.2	69.8	37	63
20000	35.4	64.6	30.1	69.9	40.1	59.9
20500	33.5	66.5	36.4	63.6	43.5	56.5
21000	32.8	67.2	41.8	58.2	46.4	53.6
21500	33.4	66.6	39.3	60.7	47.9	52.1
22000	34.3	65.7	31.9	68.1	43.8	56.2
22500	35.5	64.5	28.2	71.8	40.7	59.3
23000	33.8	66.2	32.4	67.6	40	60
23500	32.5	67.5	28.5	71.5	43	57
24000	35.6	64.4	27.9	72.1	41.3	58.7
24500	37.2	62.8	31.8	68.2	36.6	63.4
25000	33.2	66.8	36.2	63.8	34	66
25500	32.5	67.5	34.6	65.4	35.5	64.5
26000	34.5	65.5	38.3	61.7	41.8	58.2
26500	37.5	62.5	56.4	43.6	49.1	50.9
27000	40.2	59.8	65.6	34.4	54.6	45.4
27500	40.1	59.9	66.7	33.3	56.2	43.8
28000	38.7	61.3	66	34	53.9	46.1
28500	37.5	62.5	63.8	36.2	51.3	48.7
29000	34.7	65.3	57.3	42.7	50.2	49.8
29500	30.9	69.1	50.3	49.7	55	45
30000	34.1	65.9	62.7	37.3	58.4	41.6
30500	38.3	61.7	73.4	26.6	56.5	43.5
31000	37.8	62.2	69.9	30.1	56.7	43.3
31500	35.8	64.2	68.7	31.3	55.3	44.7
32000	34.8	65.2	64.1	35.9	52.9	47.1
32500	36.1	63.9	56.8	43.2	52.9	47.1
33000	35.2	64.8	54	46	54.8	45.2
33500	33.4	66.6	52.8	47.2	51.4	48.6
34000	40.7	59.3	49.3	50.7	43.6	56.4
34500	51.4	48.6	44.6	55.4	42.4	57.6
35000	49.7	50.3	39.3	60.7	43.8	56.2
35500	45.9	54.1	38.2	61.8	41.3	58.7
36000	47.9	52.1	37.6	62.4	42.5	57.5
36500	45.6	54.4	39	61	45.4	54.6
37000	46.3	53.7	40.7	59.3	44.8	55.2
37500	51	49	38.1	61.9	41.7	58.3
38000	44.6	55.4	35.1	64.9	41.3	58.7
38500	38.3	61.7	31.1	68.9	42.2	57.8
39000	40.1	59.9	30.6	69.4	41.3	58.7
39500	38.9	61.1	32.5	67.5	42.8	57.2
40000	35.3	64.7	30.4	69.6	44.3	55.7
40500	34	66	33.5	66.5	41.3	58.7
41000	34.7	65.3	36.3	63.7	42.4	57.6
41500	34.3	65.7	38.2	61.8	47.3	52.7
42000	32.9	67.1	56.4	43.6	49.5	50.5
42500	31.9	68.1	67.1	32.9	50.6	49.4
43000	31.6	68.4	63.9	36.1	49.3	50.7
43500	33.3	66.7	62.2	37.8	49.7	50.3
44000	35.7	64.3	60.6	39.4	53.7	46.3
44500	35.2	64.8	61.1	38.9	55.1	44.9
45000	38.1	61.9	60.5	39.5	57.4	42.6
45500	39.7	60.3	61.1	38.9	56.4	43.6
46000	36.3	63.7	63.2	36.8	51.9	48.1
46500	35.2	64.8	62.9	37.1	51.1	48.9
47000	36	64	62.5	37.5	50.7	49.3
47500	36.5	63.5	62.1	37.9	51.6	48.4
48000	33.6	66.4	61.1	38.9	51.5	48.5
48500	30.2	69.8	62.1	37.9	48.3	51.7
49000	30	70	63	37	49.8	50.2
49500	33.2	66.8	60.8	39.2	54.2	45.8
50000	33.4	66.6	61.4	38.6	51.2	48.8
50500	29.4	70.6	64.2	35.8	51	49
51000	28	72	54	46	55.2	44.8
51500	27.7	72.3	43.6	56.4	55.3	44.7
52000	24.9	75.1	46.1	53.9	51.4	48.6
52500	28.3	71.7	50.2	49.8	48.3	51.7
53000	33.1	66.9	50	50	51.1	48.9
53500	34.1	65.9	47.1	52.9	49.8	50.2
54000	35.2	64.8	43.7	56.3	45.5	54.5
54500	37	63	41.3	58.7	45.7	54.3
55000	37	63	41.9	58.1	44.9	55.1
55500	35.1	64.9	40.7	59.3	42.2	57.8
56000	38.5	61.5	38.1	61.9	42.2	57.8
56500	41.2	58.8	37.2	62.8	44.4	55.6
57000	42.2	57.8	36.7	63.3	44.7	55.3
57500	40.2	59.8	36.9	63.1	44.3	55.7
58000	38.5	61.5	39.1	60.9	42.4	57.6
58500	40.2	59.8	43.7	56.3	42.7	57.3
59000	38	62	48.6	51.4	40.4	59.6
59500	38.9	61.1	46.4	53.6	39.9	60.1
60000	41.9	58.1	45.2	54.8	43.7	56.3
60500	41.9	58.1	44.1	55.9	46.6	53.4
61000	41.9	58.1	48.2	51.8	50.1	49.9
61500	41.3	58.7	56.1	43.9	50.2	49.8
62000	40.7	59.3	57.5	42.5	51.8	48.2
62500	38.8	61.2	56.2	43.8	52.8	47.2
63000	36.9	63.1	53.4	46.6	52.5	47.5
63500	36.3	63.7	51.2	48.8	51.5	48.5
64000	34.9	65.1	50.1	49.9	50.8	49.2
64500	35.4	64.6	46.3	53.7	49.5	50.5
65000	37.7	62.3	42.6	57.4	46.7	53.3
65500	37.1	62.9	38.7	61.3	46	54
66000	38.3	61.7	38.1	61.9	45.6	54.4
66500	40.2	59.8	43.9	56.1	46.7	53.3
67000	37.8	62.2	47.6	52.4	46	54
67500	36.4	63.6	51.7	48.3	43.3	56.7
68000	36.3	63.7	55.3	44.7	42.2	57.8
68500	35.5	64.5	54.9	45.1	42.8	57.2
69000	37.8	62.2	50.7	49.3	46.7	53.3
69500	40.1	59.9	46.5	53.5	47.2	52.8
70000	40.9	59.1	42.7	57.3	47.2	52.8
70500	41	59	44.2	55.8	46.6	53.4
71000	39.5	60.5	45.6	54.4	46.7	53.3
71500	39.6	60.4	43.8	56.2	46	54
72000	40.7	59.3	43.7	56.3	46.2	53.8
72500	37.6	62.4	46.9	53.1	50.3	49.7
73000	35.2	64.8	52.7	47.3	50.1	49.9
73500	34.3	65.7	53.1	46.9	49.2	50.8
74000	37.4	62.6	50	50	45.2	54.8
74500	43.1	56.9	43.7	56.3	45	55
75000	42	58	40.1	59.9	50.1	49.9
75500	39.2	60.8	43.3	56.7	50.3	49.7
76000	38.9	61.1	45.6	54.4	50.1	49.9
76500	39.3	60.7	43.1	56.9	48.8	51.2
77000	38.4	61.6	40.5	59.5	48.3	51.7
77500	39.8	60.2	46.7	53.3	52.3	47.7
78000	38	62	53.2	46.8	51.6	48.4
78500	37.3	62.7	54.7	45.3	47.8	52.2
79000	38.4	61.6	58.1	41.9	50.7	49.3
79500	37.4	62.6	59.8	40.2	51.8	48.2
80000	38	62	57.3	42.7	48.9	51.1
80500	37.1	62.9	54.5	45.5	48.6	51.4
81000	37.5	62.5	49.1	50.9	48.6	51.4
81500	41.1	58.9	46	54	50.7	49.3
82000	41.2	58.8	44.7	55.3	50.1	49.9
82500	37.7	62.3	43.4	56.6	48.7	51.3
83000	38.2	61.8	51	49	49.8	50.2
83500	39.9	60.1	57.8	42.2	47.7	52.3
84000	41.1	58.9	57.4	42.6	46.5	53.5
84500	39.3	60.7	53	47	46.3	53.7
85000	36	64	47.8	52.2	43.8	56.2
85500	36.7	63.3	44.3	55.7	44.6	55.4
86000	39.7	60.3	43.3	56.7	46.6	53.4
86500	39.5	60.5	46.7	53.3	46.2	53.8
87000	36.1	63.9	46.9	53.1	48	52
87500	35.4	64.6	45.5	54.5	49.5	50.5
88000	37.5	62.5	47.7	52.3	47.2	52.8
88500	38.8	61.2	48.6	51.4	45	55
89000	38	62	45.1	54.9	43.9	56.1
89500	35.8	64.2	40.2	59.8	44.8	55.2
90000	35.9	64.1	42.3	57.7	44.2	55.8
90500	37	63	43.7	56.3	47.3	52.7
91000	36.5	63.5	47.3	52.7	51	49
91500	36.8	63.2	56.5	43.5	49.1	50.9
92000	37.8	62.2	58.7	41.3	50.3	49.7
92500	39.1	60.9	58.5	41.5	48	52
93000	36.8	63.2	56.9	43.1	44.9	55.1
93500	37.7	62.3	44.3	55.7	45	55
94000	41	59	36.3	63.7	41.9	58.1
94500	40.7	59.3	37.9	62.1	41.4	58.6
95000	40	60	39.4	60.6	43.6	56.4
95500	39	61	40.7	59.3	44.7	55.3
96000	37	63	40.5	59.5	47.5	52.5
96500	37.8	62.2	43	57	50.8	49.2
97000	37.9	62.1	52.2	47.8	48.1	51.9
97500	34.9	65.1	56	44	46.7	53.3
98000	39	61	54.4	45.6	50.2	49.8
98500	41.4	58.6	54	46	49.2	50.8
99000	37.7	62.3	49.2	50.8	46.1	53.9
99500	37.9	62.1	46.7	53.3	46.6	53.4
100000	40.2	59.8	44.2	55.8	49.4	50.6
100500	38.2	61.8	46.3	53.7	47.5	52.5
101000	37.9	62.1	48.3	51.7	47.6	52.4
101500	40.5	59.5	47.2	52.8	50.1	49.9
102000	42.3	57.7	53.5	46.5	50.6	49.4
102500	43	57	58.8	41.2	53.6	46.4
103000	43.3	56.7	59.5	40.5	55	45
103500	43	57	62.8	37.2	54.2	45.8
104000	41.5	58.5	65	35	53.1	46.9
104500	39.1	60.9	57.7	42.3	47.8	52.2
105000	38.9	61.1	46.4	53.6	45.7	54.3
105500	44.1	55.9	42	58	44.7	55.3
106000	43.8	56.2	41.1	58.9	43.3	56.7
106500	38.4	61.6	48.2	51.8	43.2	56.8
107000	36.2	63.8	54	46	44	56
107500	36.6	63.4	48.6	51.4	44.6	55.4
108000	38.2	61.8	42.7	57.3	45.5	54.5
108500	38.5	61.5	43.7	56.3	47	53
109000	40.4	59.6	46.9	53.1	47.7	52.3
109500	42.5	57.5	42.9	57.1	48.4	51.6
110000	38.6	61.4	40.1	59.9	46.3	53.7
110500	37.3	62.7	41.3	58.7	43.4	56.6
111000	40.7	59.3	42.8	57.2	42.1	57.9
111500	40.5	59.5	42.8	57.2	44.3	55.7
112000	38.6	61.4	43.8	56.2	41.8	58.2
112500	40.2	59.8	49.5	50.5	38.9	61.1
113000	40.2	59.8	51.3	48.7	44.9	55.1
113500	38.5	61.5	52.5	47.5	51	49
114000	38.8	61.2	58.6	41.4	50.6	49.4
114500	39.7	60.3	59.6	40.4	50.7	49.3
115000	40.5	59.5	50.5	49.5	53	47
115500	39.6	60.4	43.6	56.4	49.6	50.4
116000	40.9	59.1	44.6	55.4	45.7	54.3
116500	40.4	59.6	44.9	55.1	43.1	56.9
117000	37.5	62.5	40.1	59.9	44	56
117500	39.2	60.8	42.2	57.8	45	55
118000	41	59	44.6	55.4	43	57
118500	38.5	61.5	40.6	59.4	44.5	55.5
119000	37.3	62.7	40	60	44.5	55.5
119500	36	64	43.9	56.1	45.3	54.7
120000	37.2	62.8	50.2	49.8	45.2	54.8
120500	41.1	58.9	54.2	45.8	46.1	53.9
121000	38.5	61.5	48.4	51.6	48.3	51.7
121500	36.7	63.3	41.4	58.6	45.3	54.7
122000	37.6	62.4	43	57	44	56
122500	39.7	60.3	49.1	50.9	46.2	53.8
123000	41.6	58.4	47	53	52	48
123500	37.9	62.1	48.2	51.8	54.3	45.7
124000	37.7	62.3	57.7	42.3	49.4	50.6
124500	42	58	58.7	41.3	49.7	50.3
125000	41.3	58.7	59.4	40.6	51.5	48.5
125500	38.9	61.1	58.3	41.7	47.2	52.8
126000	38.5	61.5	51.4	48.6	47.1	52.9
126500	38.7	61.3	45.4	54.6	48.5	51.5
127000	40.8	59.2	44.8	55.2	46.8	53.2
127500	42.8	57.2	42.6	57.4	44.8	55.2
128000	41.1	58.9	38.6	61.4	43.3	56.7
128500	41.3	58.7	41.4	58.6	46.3	53.7
129000	42.6	57.4	40.7	59.3	46.3	53.7
129500	42.9	57.1	37.6	62.4	43.3	56.7
130000	43.8	56.2	42.3	57.7	41.9	58.1
130500	42.6	57.4	40.3	59.7	43.3	56.7
131000	43.2	56.8	37	63	44.2	55.8
131500	44.4	55.6	40.6	59.4	43.6	56.4
132000	43.4	56.6	42.1	57.9	44.9	55.1
132500	39.2	60.8	45.1	54.9	48.3	51.7
133000	39.3	60.7	57.7	42.3	49	51
133500	40.2	59.8	61.9	38.1	47.3	52.7
134000	41	59	50.9	49.1	48.1	51.9
134500	45.7	54.3	43	57	47.1	52.9
135000	42	58	47.5	52.5	41.9	58.1
135500	38	62	47.6	52.4	42.4	57.6
136000	40.3	59.7	41.9	58.1	47	53
136500	42.2	57.8	38.9	61.1	47.9	52.1
137000	41.6	58.4	33.1	66.9	46.5	53.5
137500	42.1	57.9	37	63	43.9	56.1
138000	43.2	56.8	41.3	58.7	45.3	54.7
138500	42.3	57.7	38.6	61.4	46.7	53.3
139000	40.3	59.7	36.3	63.7	46.8	53.2
139500	37.9	62.1	37.2	62.8	44.9	55.1
140000	39.4	60.6	41.2	58.8	42.4	57.6
140500	42.2	57.8	43.3	56.7	42.3	57.7
141000	42	58	48.6	51.4	45	55
141500	41.7	58.3	54	46	48.9	51.1
142000	42.4	57.6	55.4	44.6	52.6	47.4
142500	42	58	57.4	42.6	57.6	42.4
143000	41.5	58.5	62.1	37.9	56.6	43.4
143500	39.8	60.2	60.5	39.5	56.9	43.1
144000	38.5	61.5	55.7	44.3	59.2	40.8
144500	39.3	60.7	55.3	44.7	57.6	42.4
145000	39.1	60.9	55.1	44.9	56.4	43.6
145500	37.1	62.9	51.3	48.7	54.4	45.6
146000	37.4	62.6	41.7	58.3	53.5	46.5
146500	38.4	61.6	36.9	63.1	54.9	45.1
147000	37.8	62.2	44.3	55.7	52.7	47.3
147500	40.5	59.5	55.6	44.4	52.1	47.9
148000	42.2	57.8	60.3	39.7	51.9	48.1
148500	41	59	55.5	44.5	50.7	49.3
149000	41.5	58.5	52.8	47.2	51.5	48.5
149500	40	60	52.8	47.2	52.4	47.6
150000	36.3	63.7	48.3	51.7	54	46
150500	38.1	61.9	43	57	54.7	45.3
151000	42.1	57.9	48.3	51.7	57	43
151500	35.8	64.2	58.5	41.5	53.1	46.9
152000	34.6	65.4	60.3	39.7	48.5	51.5
152500	41.3	58.7	59	41	52.7	47.3
153000	37.9	62.1	58	42	55.5	44.5
153500	36.3	63.7	55.9	44.1	51.6	48.4
154000	37	63	49.5	50.5	47.7	52.3
154500	36.7	63.3	37.7	62.3	50.6	49.4
155000	40.1	59.9	34.9	65.1	50.4	49.6
155500	42.5	57.5	47.4	52.6	46.5	53.5
156000	43.2	56.8	57.1	42.9	47.7	52.3
156500	38.2	61.8	56.9	43.1	45.5	54.5
157000	33.1	66.9	50.5	49.5	43.8	56.2
157500	37.8	62.2	47	53	48.6	51.4
158000	40.2	59.8	49.8	50.2	48.8	51.2
158500	39.3	60.7	49.8	50.2	48.9	51.1
159000	38.3	61.7	48.4	51.6	51.7	48.3
159500	37.4	62.6	49.6	50.4	49.6	50.4
160000	37.9	62.1	51.7	48.3	49.4	50.6
160500	38.2	61.8	50.3	49.7	48.9	51.1
161000	38.6	61.4	45.9	54.1	46.1	53.9
161500	39.5	60.5	46.4	53.6	50.5	49.5
162000	38	62	50.5	49.5	55.7	44.3
162500	39.2	60.8	57.4	42.6	56.2	43.8
163000	42.8	57.2	59	41	56.4	43.6
163500	41.5	58.5	57.4	42.6	56.3	43.7
164000	40.9	59.1	59.2	40.8	55.9	44.1
164500	41.4	58.6	59	41	55.4	44.6
165000	39.5	60.5	59.2	40.8	55.7	44.3
165500	36.2	63.8	50.4	49.6	58.2	41.8
166000	35.9	64.1	38.2	61.8	55.9	44.1
166500	37.5	62.5	36.9	63.1	50.6	49.4
167000	39.1	60.9	45.7	54.3	48	52
167500	40	60	55.4	44.6	48.6	51.4
168000	40.5	59.5	55.9	44.1	51.4	48.6
168500	39.9	60.1	53.1	46.9	54.2	45.8
169000	39.2	60.8	52.1	47.9	51.3	48.7
169500	40.2	59.8	48.7	51.3	44.5	55.5
170000	40	60	44	56	43	57
170500	39.7	60.3	40.4	59.6	43.5	56.5
171000	40.1	59.9	39.5	60.5	44.6	55.4
171500	40	60	41.4	58.6	45.4	54.6
172000	40.2	59.8	40.1	59.9	43.7	56.3
172500	40.1	59.9	38.1	61.9	43	57
173000	40.7	59.3	39.7	60.3	45	55
173500	40.1	59.9	46.5	53.5	44.2	55.8
174000	40.2	59.8	55.5	44.5	44.7	55.3
174500	38.5	61.5	55	45	48.1	51.9
175000	38.6	61.4	47.3	52.7	47.3	52.7
175500	42.4	57.6	42.9	57.1	44.5	55.5
176000	42.2	57.8	44.2	55.8	43	57
176500	42.5	57.5	44.2	55.8	42.9	57.1
177000	39.3	60.7	43.3	56.7	45.2	54.8
177500	37.9	62.1	42.6	57.4	50.5	49.5
178000	39	61	42	58	55.6	44.4
178500	39.9	60.1	48.2	51.8	56.1	43.9
179000	42.3	57.7	58.8	41.2	55.1	44.9
179500	41	59	63.8	36.2	55.2	44.8
180000	42.9	57.1	64.9	35.1	56.6	43.4
180500	44	56	62.8	37.2	59.4	40.6
181000	39.4	60.6	55.3	44.7	59.1	40.9
181500	38.5	61.5	52.8	47.2	53.3	46.7
182000	40.4	59.6	56.7	43.3	51.5	48.5
182500	37.5	62.5	60.2	39.8	50.9	49.1
183000	35.5	64.5	59.6	40.4	48.9	51.1
183500	38.9	61.1	53.3	46.7	48.8	51.2
184000	43.5	56.5	42.7	57.3	44.6	55.4
184500	46.5	53.5	36.2	63.8	41.5	58.5
185000	44.5	55.5	38.2	61.8	44.5	55.5
185500	45.8	54.2	41.7	58.3	46.5	53.5
186000	48	52	41.4	58.6	44.6	55.4
186500	44.3	55.7	40.5	59.5	43.6	56.4
187000	43.1	56.9	42.2	57.8	44.3	55.7
187500	40.5	59.5	43.9	56.1	47.4	52.6
188000	37	63	41.9	58.1	50.7	49.3
188500	38.1	61.9	42.1	57.9	54	46
189000	40.6	59.4	46.8	53.2	54.2	45.8
189500	39	61	53.7	46.3	53.1	46.9
190000	37.5	62.5	59.7	40.3	53.2	46.8
190500	39.7	60.3	58	42	52.9	47.1
191000	38.8	61.2	47.8	52.2	52.4	47.6
191500	35.3	64.7	40.5	59.5	47.8	52.2
192000	32.9	67.1	40.6	59.4	48.5	51.5
192500	32.3	67.7	41.2	58.8	49.9	50.1
193000	29.4	70.6	39.5	60.5	51.1	48.9
193500	26.6	73.4	36	64	55.8	44.2
194000	28.3	71.7	36	64	53.5	46.5
194500	30.3	69.7	38	62	52.5	47.5
195000	34.4	65.6	40.6	59.4	50.6	49.4
195500	38.2	61.8	45.8	54.2	45	55
196000	37.8	62.2	44.4	55.6	44.8	55.2
196500	39.1	60.9	40.5	59.5	47.2	52.8
197000	40.4	59.6	39	61	48	52
197500	39.3	60.7	44.9	55.1	45.8	54.2
198000	35.5	64.5	52.4	47.6	41.7	58.3
198500	39.9	60.1	46.4	53.6	40.5	59.5
199000	46.1	53.9	42.1	57.9	41.6	58.4
199500	43.7	56.3	45.5	54.5	40.4	59.6
200000	42.3	57.7	43.5	56.5	40.4	59.6
200500	43.3	56.7	40.8	59.2	40.3	59.7
201000	42.6	57.4	39.1	60.9	38.9	61.1
201500	41.7	58.3	38.8	61.2	40.1	59.9
202000	43.1	56.9	41.6	58.4	41.1	58.9
202500	43.7	56.3	43.5	56.5	38.6	61.4
203000	44.6	55.4	41.4	58.6	40.6	59.4
203500	45.4	54.6	37.9	62.1	45.1	54.9
204000	44.7	55.3	33	67	45.3	54.7
204500	44.8	55.2	37.4	62.6	43.4	56.6
205000	41.7	58.3	44.6	55.4	45.3	54.7
205500	40.2	59.8	42	58	47	53
206000	41.8	58.2	41.3	58.7	43.3	56.7
206500	43.6	56.4	40.9	59.1	43.7	56.3
207000	47	53	38.9	61.1	46.5	53.5
207500	47.4	52.6	37.9	62.1	45.9	54.1
208000	46.5	53.5	37.2	62.8	43.5	56.5
208500	42.8	57.2	38.8	61.2	42.4	57.6
209000	40.7	59.3	47.4	52.6	42.1	57.9
209500	42	58	53.2	46.8	43.4	56.6
210000	43.5	56.5	49.9	50.1	51.6	48.4
210500	44	56	46.9	53.1	61.9	38.1
211000	42.1	57.9	44.1	55.9	59	41
211500	43.3	56.7	41.3	58.7	51	49
212000	43.7	56.3	37.9	62.1	51.8	48.2
212500	42.1	57.9	34.1	65.9	53.4	46.6
213000	42.6	57.4	35.8	64.2	53	47
213500	41.9	58.1	40.8	59.2	53.9	46.1
214000	39.4	60.6	45.2	54.8	52.8	47.2
214500	39.5	60.5	44	56	47.1	52.9
215000	42	58	44.5	55.5	44.9	55.1
215500	39.3	60.7	52.5	47.5	46.8	53.2
216000	40.6	59.4	58.1	41.9	51.9	48.1
216500	44	56	57.4	42.6	56.2	43.8
217000	43.6	56.4	57.7	42.3	54.9	45.1
217500	45.4	54.6	59.3	40.7	52.7	47.3
218000	44.6	55.4	54.4	45.6	53.4	46.6
218500	40.6	59.4	47.5	52.5	53.1	46.9
219000	35.1	64.9	45.1	54.9	55.6	44.4
219500	34.6	65.4	42.9	57.1	57.1	42.9
220000	38.8	61.2	42.1	57.9	51.5	48.5
220500	40.3	59.7	48.2	51.8	45.9	54.1
221000	38.1	61.9	52.9	47.1	45.4	54.6
221500	39	61	52.1	47.9	50.3	49.7
222000	42	58	53.4	46.6	54.2	45.8
222500	35.8	64.2	55.1	44.9	54.7	45.3
223000	34.1	65.9	55.6	44.4	51.9	48.1
223500	41.8	58.2	56.7	43.3	52.9	47.1
224000	41.1	58.9	55.6	44.4	53.1	46.9
224500	36.4	63.6	53.7	46.3	51.7	48.3
225000	38.7	61.3	50.2	49.8	51.5	48.5
225500	41.7	58.3	51.5	48.5	50.2	49.8
226000	42.4	57.6	58.1	41.9	49.3	50.7
226500	39.6	60.4	59.3	40.7	52.1	47.9
227000	37.9	62.1	57.6	42.4	54.1	45.9
227500	40.3	59.7	55.8	44.2	52.7	47.3
228000	40.7	59.3	50.1	49.9	52.6	47.4
228500	40.2	59.8	44.7	55.3	52.5	47.5
229000	40.2	59.8	42.4	57.6	54.4	45.6
229500	38.1	61.9	42.3	57.7	52	48
230000	37.8	62.2	43.8	56.2	48.4	51.6
230500	36.7	63.3	46.3	53.7	47	53
231000	36.2	63.8	50.9	49.1	44.1	55.9
231500	40.1	59.9	53.3	46.7	45.2	54.8
232000	38.4	61.6	56.5	43.5	48.3	51.7
232500	38	62	57.8	42.2	50.6	49.4
233000	38	62	53.4	46.6	51	49
233500	38.6	61.4	49.9	50.1	52.5	47.5
234000	38.4	61.6	55.5	44.5	54.5	45.5
234500	37.5	62.5	57.4	42.6	54.9	45.1
235000	40.9	59.1	59.3	40.7	52.6	47.4
235500	39.1	60.9	55.1	44.9	54.8	45.2
236000	37.1	62.9	44.7	55.3	55.8	44.2
236500	40	60	41.1	58.9	48.1	51.9
237000	38.2	61.8	39.6	60.4	45.6	54.4
237500	38.6	61.4	41.5	58.5	42.9	57.1
238000	45.5	54.5	39.1	60.9	43.8	56.2
238500	40	60	39.6	60.4	47.2	52.8
239000	36.2	63.8	45.8	54.2	44	56
239500	39.4	60.6	45.5	54.5	46.3	53.7
240000	39.8	60.2	49.9	50.1	52.7	47.3
240500	40.3	59.7	59.2	40.8	54.7	45.3
241000	41.1	58.9	64.3	35.7	50.8	49.2
241500	43.2	56.8	64.5	35.5	48.9	51.1
242000	40.2	59.8	54.4	45.6	53	47
242500	38	62	50.3	49.7	56.3	43.7
243000	40.4	59.6	57.4	42.6	53.4	46.6
243500	41.5	58.5	60.4	39.6	53.1	46.9
244000	40.4	59.6	58.5	41.5	56.1	43.9
244500	38.1	61.9	55	45	54.9	45.1
245000	38.8	61.2	52.8	47.2	54.8	45.2
245500	37.9	62.1	51.6	48.4	53.7	46.3
246000	38.3	61.7	47	53	49.3	50.7
246500	41.2	58.8	45.2	54.8	46.4	53.6
247000	40.3	59.7	43.4	56.6	48.5	51.5
247500	37.7	62.3	44.2	55.8	46.1	53.9
248000	38.9	61.1	46.6	53.4	42.5	57.5
248500	41.5	58.5	45.4	54.6	45.7	54.3
249000	42.8	57.2	46.1	53.9	44.9	55.1
249500	41.5	58.5	44.6	55.4	45.5	54.5
250000	39.6	60.4	52.2	47.8	49	51
250500	43.5	56.5	60.8	39.2	51.3	48.7
251000	44.3	55.7	58.8	41.2	52.9	47.1
251500	42.3	57.7	57.2	42.8	54.9	45.1
252000	41.1	58.9	54.4	45.6	52.7	47.3
252500	39	61	45.1	54.9	48.3	51.7
253000	39.6	60.4	40.7	59.3	46.9	53.1
253500	40.1	59.9	42.1	57.9	50	50
254000	38.9	61.1	42.6	57.4	49.1	50.9
254500	39	61	47.7	52.3	45.7	54.3
255000	41.9	58.1	53.5	46.5	47.4	52.6
255500	44.2	55.8	58.6	41.4	48.4	51.6
256000	41.5	58.5	62.1	37.9	52.6	47.4
256500	42.1	57.9	62.1	37.9	55	45
257000	42	58	62	38	54.2	45.8
257500	41.1	58.9	63.3	36.7	56	44
