# Location	% GC	% AT	% AG	% CT	% GT	% AC
0	36.1	63.9	43.7	56.3	41.2	58.8
500	34.6	65.4	35.3	64.7	42.7	57.3
1000	33.2	66.8	40.7	59.3	39.1	60.9
1500	35.2	64.8	49.3	50.7	34.9	65.1
2000	37	63	53.1	46.9	36.5	63.5
2500	36	64	58	42	39.6	60.4
3000	36.6	63.4	61.4	38.6	40.8	59.2
3500	37.9	62.1	63.2	36.8	41.1	58.9
4000	38.2	61.8	56.1	43.9	39.9	60.1
4500	38.1	61.9	56.7	43.3	38	62
5000	37.2	62.8	59.8	40.2	38.2	61.8
5500	37	63	58.4	41.6	40.2	59.8
6000	37.6	62.4	59.3	40.7	40.9	59.1
6500	37.4	62.6	62.7	37.3	38.9	61.1
7000	37.9	62.1	59.8	40.2	38.7	61.3
7500	38.4	61.6	59.8	40.2	39.8	60.2
8000	38.2	61.8	63.3	36.7	40.1	59.9
8500	36.8	63.2	58.8	41.2	40.8	59.2
9000	36.5	63.5	58.7	41.3	41.2	58.8
9500	37.5	62.5	56.4	43.6	41.9	58.1
10000	37.7	62.3	53.9	46.1	40.8	59.2
10500	36.8	63.2	52.6	47.4	39.6	60.4
11000	35.3	64.7	45.4	54.6	39.7	60.3
11500	34.9	65.1	42.6	57.4	41.1	58.9
12000	35.5	64.5	42	58	42.7	57.3
12500	34.3	65.7	39.5	60.5	40.8	59.2
13000	34.6	65.4	41	59	36.8	63.2
13500	37.5	62.5	48.3	51.7	36.4	63.6
14000	37	63	59.2	40.8	39.4	60.6
14500	37.1	62.9	64.4	35.6	40.1	59.9
15000	39.4	60.6	61.4	38.6	39	61
15500	38.7	61.3	56.8	43.2	38.1	61.9
16000	37.3	62.7	56.3	43.7	40.4	59.6
16500	37.9	62.1	58.2	41.8	41.9	58.1
17000	37.7	62.3	59.3	40.7	40.8	59.2
17500	37.8	62.2	63.9	36.1	39.7	60.3
18000	38.1	61.9	60.6	39.4	39.1	60.9
18500	38.5	61.5	61.3	38.7	39.6	60.4
19000	38	62	65.1	34.9	40.9	59.1
19500	37.5	62.5	56.2	43.8	40.1	59.9
20000	36.8	63.2	57.5	42.5	40.3	59.7
20500	36.7	63.3	56.7	43.3	41.8	58.2
21000	38	62	58.1	41.9	41.3	58.7
21500	37.2	62.8	54.7	45.3	40.3	59.7
22000	36	64	47.6	52.4	39.8	60.2
22500	36	64	49.6	50.4	40.6	59.4
23000	35.5	64.5	42	58	42.5	57.5
23500	34.9	65.1	35.3	64.7	43.6	56.4
24000	33.7	66.3	40.2	59.8	40.1	59.9
24500	35.2	64.8	47.4	52.6	35.6	64.4
25000	36.5	63.5	53.3	46.7	35.6	64.4
25500	36.1	63.9	57.9	42.1	38.8	61.2
26000	36.9	63.1	61.5	38.5	40.4	59.6
26500	37.6	62.4	64.3	35.7	41.1	58.9
27000	38.7	61.3	56.4	43.6	40.1	59.9
27500	38	62	55.8	44.2	38	62
28000	37.1	62.9	60.8	39.2	38.1	61.9
28500	36.9	63.1	58.1	41.9	39.8	60.2
29000	37.1	62.9	57.8	42.2	40.7	59.3
29500	37.9	62.1	63.6	36.4	39.9	60.1
30000	37.7	62.3	60	40	38.9	61.1
30500	38.1	61.9	59.5	40.5	39.4	60.6
31000	37.9	62.1	62.6	37.4	40.3	59.7
31500	36.7	63.3	57.5	42.5	40	60
32000	36.8	63.2	58.7	41.3	41.1	58.9
32500	37.6	62.4	56.8	43.2	42	58
33000	38.2	61.8	57.7	42.3	40.3	59.7
33500	36.3	63.7	53.6	46.4	40.1	59.9
34000	35.5	64.5	42.4	57.6	40.1	59.9
34500	35.7	64.3	44.5	55.5	41.6	58.4
35000	34.9	65.1	44.9	55.1	43.4	56.6
35500	34.3	65.7	36.3	63.7	41.8	58.2
36000	34.4	65.6	42.7	57.3	38.7	61.3
36500	36.3	63.7	50.9	49.1	34.8	65.2
37000	37.1	62.9	53.6	46.4	36.1	63.9
37500	35.7	64.3	59	41	39.9	60.1
38000	36.6	63.4	61.7	38.3	40.9	59.1
38500	37.9	62.1	62.9	37.1	40.8	59.2
39000	38	62	56.2	43.8	39.6	60.4
39500	38.1	61.9	57.5	42.5	38.4	61.6
40000	37.3	62.7	57.8	42.2	38.3	61.7
40500	37.1	62.9	57.7	42.3	40.2	59.8
41000	38.1	61.9	61.8	38.2	41.1	58.9
41500	37.6	62.4	60.6	39.4	38.8	61.2
42000	37.2	62.8	60	40	38.6	61.4
42500	38.5	61.5	62.4	37.6	40.1	59.9
43000	37.9	62.1	61.7	38.3	40	60
43500	36.4	63.6	58.7	41.3	40.1	59.9
44000	36.6	63.4	57.8	42.2	41.8	58.2
44500	37.4	62.6	56.7	43.3	42.3	57.7
45000	37.9	62.1	53.6	46.4	40.1	59.9
45500	36.5	63.5	52.3	47.7	39	61
46000	35.3	64.7	46.8	53.2	39.7	60.3
46500	35.4	64.6	39.8	60.2	42.2	57.8
47000	35.9	64.1	41	59	42.9	57.1
47500	34.5	65.5	41.5	58.5	40.4	59.6
48000	34.2	65.8	43	57	36.2	63.8
48500	37.1	62.9	48.7	51.3	35.8	64.2
49000	36.8	63.2	59.3	40.7	39.1	60.9
49500	37.3	62.7	64.4	35.6	40.1	59.9
50000	39.4	60.6	60.9	39.1	39.3	60.7
50500	38.6	61.4	56.7	43.3	37.9	62.1
51000	37.8	62.2	59.2	40.8	39.6	60.4
51500	37.8	62.2	58.1	41.9	41.7	58.3
52000	37.3	62.7	56.5	43.5	41.4	58.6
52500	37.7	62.3	63.6	36.4	40.3	59.7
53000	37.3	62.7	60	40	39.3	60.7
53500	38.1	61.9	60.3	39.7	39.4	60.6
54000	38	62	63.3	36.7	40.5	59.5
54500	36.8	63.2	56.3	43.7	39.7	60.3
55000	36.8	63.2	58.6	41.4	40.4	59.6
55500	37.1	62.9	56.8	43.2	41.7	58.3
56000	38.1	61.9	57.9	42.1	40.6	59.4
56500	36.9	63.1	54.7	45.3	40.2	59.8
57000	35.5	64.5	44.9	55.1	40	60
57500	35.9	64.1	46.5	53.5	41	59
58000	35.9	64.1	43.8	56.2	42.5	57.5
58500	34.6	65.4	37.2	62.8	41.4	58.6
59000	34.2	65.8	41.4	58.6	38.2	61.8
59500	36.8	63.2	51.2	48.8	35.8	64.2
60000	37	63	52.9	47.1	38.3	61.7
60500	36.9	63.1	59.5	40.5	40.4	59.6
61000	38.6	61.4	62.6	37.4	39.4	60.6
61500	38.8	61.2	57.5	42.5	38.7	61.3
62000	37.9	62.1	57.7	42.3	39	61
62500	38	62	55.6	44.4	40.8	59.2
63000	38	62	57.3	42.7	41.7	58.3
63500	37.8	62.2	63.9	36.1	40.5	59.5
64000	37.1	62.9	59.2	40.8	38.5	61.5
64500	37.4	62.6	61	39	39	61
65000	38.3	61.7	64.9	35.1	40.8	59.2
65500	38	62	56	44	39.8	60.2
66000	36.9	63.1	57.6	42.4	40.3	59.7
66500	36.4	63.6	56.7	43.3	41.9	58.1
67000	37.9	62.1	57.6	42.4	41.3	58.7
67500	37.1	62.9	55.3	44.7	40.4	59.6
68000	36.1	63.9	48.3	51.7	40	60
68500	36.2	63.8	49.1	50.9	40.1	59.9
69000	35.4	64.6	41	59	42.8	57.2
69500	35	65	36.2	63.8	42.8	57.2
70000	34.9	65.1	43.9	56.1	38.4	61.6
70500	35.5	64.5	49.5	50.5	35.2	64.8
71000	36.6	63.4	45.3	54.7	36.3	63.7
71500	36.1	63.9	41.7	58.3	40.2	59.8
72000	36.2	63.8	45.8	54.2	40	60
72500	33	67	45.5	54.5	39.1	60.9
73000	33.2	66.8	47	53	38.4	61.6
73500	36.2	63.8	54.4	45.6	38.6	61.4
74000	33.8	66.2	53.2	46.8	40	60
